idx,facility_name,grade_range,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,authority_type,address_str,street_addr,city,postal_code,province,provider,address_str_clean,street_no,street_name
769,HEARTLAND COLONY SCHOOL,K-12,0,1,1,1,1,SUNRISE SCHOOL DIVISION,BOX 61 HAZELRIDGE R0E 0Y0 MB,BOX 61,HAZELRIDGE,R0E 0Y0,MB,Province of Manitoba,hazelridge r0e 0y0 mb,,hazelridge
770,HOFER SCHOOL,K-12,0,1,1,1,1,SUNRISE SCHOOL DIVISION,BOX 3140 R. R. #3 BEAUSEJOUR R0E 0C0 MB,BOX 3140,BEAUSEJOUR,R0E 0C0,MB,Province of Manitoba,r r #3 beausejour r0e 0c0 mb,#3,beausejour
771,LAC DU BONNET SENIOR,7-12,0,0,0,1,1,SUNRISE SCHOOL DIVISION,BOX 908 LAC DU BONNET R0E 1A0 MB,BOX 908,LAC DU BONNET,R0E 1A0,MB,Province of Manitoba,lac du bonnet r0e 1a0 mb,,
772,OAK BANK ELEMENTARY,K-5,0,1,1,0,0,SUNRISE SCHOOL DIVISION,826 CEDAR AVENUE OAKBANK R0E 1J0 MB,826 CEDAR AVENUE,OAKBANK,R0E 1J0,MB,Province of Manitoba,826 cedar avenue oakbank r0e 1j0 mb,826,cedar avenue oakbank
773,RICHLAND SCHOOL,K-12,0,1,1,1,1,SUNRISE SCHOOL DIVISION,"RIDGELAND COLONY R. R. #1, BOX 508 DUGALD R0E 0K0 MB",RIDGELAND COLONY,DUGALD,R0E 0K0,MB,Province of Manitoba,ridgeland colony r r #1 dugald r0e 0k0 mb,#1,dugald
774,SPRINGFIELD COLLEGIATE,9-12,0,0,0,1,1,SUNRISE SCHOOL DIVISION,841 CEDAR AVENUE OAKBANK R0E 1J1 MB,841 CEDAR AVENUE,OAKBANK,R0E 1J1,MB,Province of Manitoba,841 cedar avenue oakbank r0e 1j1 mb,841,cedar avenue oakbank
775,SPRINGFIELD MIDDLE SCHOOL,6-8,0,0,1,1,0,SUNRISE SCHOOL DIVISION,860 CEDAR AVENUE OAKBANK R0E 1J0 MB,860 CEDAR AVENUE,OAKBANK,R0E 1J0,MB,Province of Manitoba,860 cedar avenue oakbank r0e 1j0 mb,860,cedar avenue oakbank
776,SPRINGWELL SCHOOL,K-12,0,1,1,1,1,SUNRISE SCHOOL DIVISION,"BRIGHTSTONE COLONY BOX 880, RR1 LAC DU BONNET R0E 1A0 MB",BRIGHTSTONE COLONY,LAC DU BONNET,R0E 1A0,MB,Province of Manitoba,brightstone colony rr1 lac du bonnet r0e 1a0 mb,,brightstone colony rr1
777,WHITEMOUTH SCHOOL,K-12,0,1,1,1,1,SUNRISE SCHOOL DIVISION,BOX 187 WHITEMOUTH R0E 2G0 MB,BOX 187,WHITEMOUTH,R0E 2G0,MB,Province of Manitoba,whitemouth r0e 2g0 mb,,
778,BENITO SCHOOL,K-8,0,1,1,1,0,SWAN VALLEY SCHOOL DIVISION,BOX 430 BENITO R0L 0C0 MB,BOX 430,BENITO,R0L 0C0,MB,Province of Manitoba,benito r0l 0c0 mb,,benito
779,BIRCH RIVER SCHOOL,K-6,0,1,1,0,0,SWAN VALLEY SCHOOL DIVISION,BOX 310 BIRCH RIVER R0L 0E0 MB,BOX 310,BIRCH RIVER,R0L 0E0,MB,Province of Manitoba,birch river r0l 0e0 mb,,
780,BOWSMAN SCHOOL,K-8,0,1,1,1,0,SWAN VALLEY SCHOOL DIVISION,BOX 248 BOWSMAN R0L 0H0 MB,BOX 248,BOWSMAN,R0L 0H0,MB,Province of Manitoba,bowsman r0l 0h0 mb,,
781,ÉCOLE SWAN RIVER SOUTH SCHOOL,K-8,0,1,1,1,0,SWAN VALLEY SCHOOL DIVISION,BOX 1059 SWAN RIVER R0L 1Z0 MB,BOX 1059,SWAN RIVER,R0L 1Z0,MB,Province of Manitoba,swan river r0l 1z0 mb,,
782,HEYES ELEMENTARY,K-6,0,1,1,0,0,SWAN VALLEY SCHOOL DIVISION,BOX 1000 SWAN RIVER R0L 1Z0 MB,BOX 1000,SWAN RIVER,R0L 1Z0,MB,Province of Manitoba,swan river r0l 1z0 mb,,
783,MINITONAS SCHOOL,K-8,0,1,1,1,0,SWAN VALLEY SCHOOL DIVISION,BOX 160 MINITONAS R0L 1G0 MB,BOX 160,MINITONAS,R0L 1G0,MB,Province of Manitoba,minitonas r0l 1g0 mb,,
784,SWAN VALLEY REGIONAL SECONDARY SCHOOL,9-12,0,0,0,1,1,SWAN VALLEY SCHOOL DIVISION,BOX 5000 SWAN RIVER R0L 1Z0 MB,BOX 5000,SWAN RIVER,R0L 1Z0,MB,Province of Manitoba,swan river r0l 1z0 mb,,
785,TAYLOR ELEMENTARY,K-5,0,1,1,0,0,SWAN VALLEY SCHOOL DIVISION,BOX 1269 SWAN RIVER R0L 1Z0 MB,BOX 1269,SWAN RIVER,R0L 1Z0,MB,Province of Manitoba,swan river r0l 1z0 mb,,
786,BOISSEVAIN SCHOOL,K-12,0,1,1,1,1,TURTLE MOUNTAIN SCHOOL DIVISION,BOX 1030 BOISSEVAIN R0K 0E0 MB,BOX 1030,BOISSEVAIN,R0K 0E0,MB,Province of Manitoba,boissevain r0k 0e0 mb,,
787,CAN AM COLONY SCHOOL,K-12,0,1,1,1,1,TURTLE MOUNTAIN SCHOOL DIVISION,BOX 69 MARGARET R0K 1J0 MB,BOX 69,MARGARET,R0K 1J0,MB,Province of Manitoba,margaret r0k 1j0 mb,,margaret
788,HOLMFIELD COLONY SCHOOL,K-12,0,1,1,1,1,TURTLE MOUNTAIN SCHOOL DIVISION,HOLMFIELD COLONY BOX 927 KILLARNEY R0K 1G0 MB,HOLMFIELD COLONY,KILLARNEY,R0K 1G0,MB,Province of Manitoba,holmfield colony killarney r0k 1g0 mb,,holmfield colony killarney
789,KILLARNEY SCHOOL,K-12,0,1,1,1,1,TURTLE MOUNTAIN SCHOOL DIVISION,GENERAL DELIVERY KILLARNEY R0K 1G0 MB,GENERAL DELIVERY,KILLARNEY,R0K 1G0,MB,Province of Manitoba,general delivery killarney r0k 1g0 mb,,general delivery killarney
790,MAYFAIR COLONY SCHOOL,K-12,0,1,1,1,1,TURTLE MOUNTAIN SCHOOL DIVISION,MAYFAIR COLONY BOX 1438 KILLARNEY R0K 1G0 MB,MAYFAIR COLONY,KILLARNEY,R0K 1G0,MB,Province of Manitoba,mayfair colony killarney r0k 1g0 mb,,mayfair colony killarney
791,MINTO SCHOOL,K-8,0,1,1,1,0,TURTLE MOUNTAIN SCHOOL DIVISION,BOX 174 MINTO R0K 1M0 MB,BOX 174,MINTO,R0K 1M0,MB,Province of Manitoba,minto r0k 1m0 mb,,
792,WELLWOOD SCHOOL,K-12,0,1,1,1,1,TURTLE MOUNTAIN SCHOOL DIVISION,WELLWOOD COLONY BOX 603 KILLARNEY R0K 1G0 MB,WELLWOOD COLONY,KILLARNEY,R0K 1G0,MB,Province of Manitoba,wellwood colony killarney r0k 1g0 mb,,wellwood colony killarney
793,ALONSA SCHOOL,K-12,0,1,1,1,1,TURTLE RIVER SCHOOL DIVISION,BOX 6 ALONSA R0H 0A0 MB,BOX 6,ALONSA,R0H 0A0,MB,Province of Manitoba,alonsa r0h 0a0 mb,,
794,ÉCOLE LAURIER,M-8,0,1,1,1,0,TURTLE RIVER SCHOOL DIVISION,CASE POSTALE 100 LAURIER R0J 1A0 MB,CASE POSTALE 100,LAURIER,R0J 1A0,MB,Province of Manitoba,case postale 100 laurier r0j 1a0 mb,,
795,GLENELLA SCHOOL,K-12,0,1,1,1,1,TURTLE RIVER SCHOOL DIVISION,BOX 59 GLENELLA R0J 0V0 MB,BOX 59,GLENELLA,R0J 0V0,MB,Province of Manitoba,glenella r0j 0v0 mb,,
796,GRASS RIVER SCHOOL,K-12,0,1,1,1,1,TURTLE RIVER SCHOOL DIVISION,GRASS RIVER COLONY BOX 160 GLENELLA R0J 0V0 MB,GRASS RIVER COLONY,GLENELLA,R0J 0V0,MB,Province of Manitoba,grass river colony glenella r0j 0v0 mb,,
797,MCCREARY SCHOOL,K-12,0,1,1,1,1,TURTLE RIVER SCHOOL DIVISION,BOX 220 MCCREARY R0J 1B0 MB,BOX 220,MCCREARY,R0J 1B0,MB,Province of Manitoba,mccreary r0j 1b0 mb,,
798,PARKVIEW SCHOOL,K-12,0,1,1,1,1,TURTLE RIVER SCHOOL DIVISION,PARKVIEW COLONY BOX 60 RIDING MOUNTAIN R0J 1T0 MB,PARKVIEW COLONY,RIDING MOUNTAIN,R0J 1T0,MB,Province of Manitoba,parkview colony riding mountain r0j 1t0 mb,,parkview colony
799,STE. ROSE SCHOOL,K-12,0,1,1,1,1,TURTLE RIVER SCHOOL DIVISION,BOX 129 STE ROSE DU LAC R0L 1S0 MB,BOX 129,STE ROSE DU LAC,R0L 1S0,MB,Province of Manitoba,ste rose du lac r0l 1s0 mb,,
800,MAPLE LEAF ELEMENTARY SCHOOL,K-4,0,1,1,0,0,WESTERN SCHOOL DIVISION,225 - 12TH STREET MORDEN R6M 1Z3 MB,225 - 12TH STREET,MORDEN,R6M 1Z3,MB,Province of Manitoba,225 12th street morden r6m 1z3 mb,225,12th street
801,MINNEWASTA SCHOOL,K-4,0,1,1,0,0,WESTERN SCHOOL DIVISION,1 ACADEMY DRIVE MORDEN R6M 1Z4 MB,1 ACADEMY DRIVE,MORDEN,R6M 1Z4,MB,Province of Manitoba,1 academy drive morden r6m 1z4 mb,1,academy drive
802,MORDEN COLLEGIATE,9-12,0,0,0,1,1,WESTERN SCHOOL DIVISION,345 - 5TH STREET MORDEN R6M 1Z1 MB,345 - 5TH STREET,MORDEN,R6M 1Z1,MB,Province of Manitoba,345 5th street morden r6m 1z1 mb,345,5th street
803,MORDEN MIDDLE SCHOOL,5-8,0,0,1,1,0,WESTERN SCHOOL DIVISION,150 WARDROP STREET MORDEN R6M 1Z2 MB,150 WARDROP STREET,MORDEN,R6M 1Z2,MB,Province of Manitoba,150 wardrop street morden r6m 1z2 mb,150,wardrop street
804,F. W. GILBERT SCHOOL,K-6,0,1,1,0,0,WHITESHELL SCHOOL DISTRICT,BOX 160 PINAWA R0E 1L0 MB,BOX 160,PINAWA,R0E 1L0,MB,Province of Manitoba,pinawa r0e 1l0 mb,,pinawa
805,PINAWA SECONDARY SCHOOL,7-12,0,0,0,1,1,WHITESHELL SCHOOL DISTRICT,BOX 580 PINAWA R0E 1L0 MB,BOX 580,PINAWA,R0E 1L0,MB,Province of Manitoba,pinawa r0e 1l0 mb,,pinawa
806,GRAY ACADEMY OF JEWISH EDUCATION,N-12,1,1,1,1,1,WINNIPEG BOARD OF JEWISH ED.,100 - 123 DONCASTER STREET WINNIPEG R3N 2B4 MB,100 - 123 DONCASTER STREET,WINNIPEG,R3N 2B4,MB,Province of Manitoba,100 123 doncaster street winnipeg r3n 2b4 mb,100 123,doncaster street
807,ANDREW MYNARSKI V.C. SCHOOL,7-9,0,0,0,1,0,WINNIPEG SCHOOL DIVISION,1111 MACHRAY AVENUE WINNIPEG R2X 1H6 MB,1111 MACHRAY AVENUE,WINNIPEG,R2X 1H6,MB,Province of Manitoba,1111 machray avenue winnipeg r2x 1h6 mb,1111,machray avenue
808,ARGYLE ALTERNATIVE HIGH SCHOOL,10-12,0,0,0,0,1,WINNIPEG SCHOOL DIVISION,30 ARGYLE STREET WINNIPEG R3B 0H4 MB,30 ARGYLE STREET,WINNIPEG,R3B 0H4,MB,Province of Manitoba,30 argyle street winnipeg r3b 0h4 mb,30,argyle street
809,BROCK-CORYDON SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,1510 CORYDON AVENUE WINNIPEG R3N 0J6 MB,1510 CORYDON AVENUE,WINNIPEG,R3N 0J6,MB,Province of Manitoba,1510 corydon avenue winnipeg r3n 0j6 mb,1510,corydon avenue
810,CARPATHIA SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,300 CARPATHIA ROAD WINNIPEG R3N 1T3 MB,300 CARPATHIA ROAD,WINNIPEG,R3N 1T3,MB,Province of Manitoba,300 carpathia road winnipeg r3n 1t3 mb,300,carpathia road
811,CECIL RHODES SCHOOL,N-9,1,1,1,1,0,WINNIPEG SCHOOL DIVISION,1570 ELGIN AVENUE WEST WINNIPEG R3E 1C2 MB,1570 ELGIN AVENUE WEST,WINNIPEG,R3E 1C2,MB,Province of Manitoba,1570 elgin avenue west winnipeg r3e 1c2 mb,1570,elgin avenue west
812,CHAMPLAIN SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,275 CHURCH AVENUE WINNIPEG R2W 1B7 MB,275 CHURCH AVENUE,WINNIPEG,R2W 1B7,MB,Province of Manitoba,275 church avenue winnipeg r2w 1b7 mb,275,church avenue
813,CHILDREN OF THE EARTH HIGH SCHOOL,9-12,0,0,0,1,1,WINNIPEG SCHOOL DIVISION,100 SALTER STREET WINNIPEG R2W 4J6 MB,100 SALTER STREET,WINNIPEG,R2W 4J6,MB,Province of Manitoba,100 salter street winnipeg r2w 4j6 mb,100,salter street
814,CHURCHILL HIGH SCHOOL,7-12,0,0,0,1,1,WINNIPEG SCHOOL DIVISION,510 HAY STREET WINNIPEG R3L 2L6 MB,510 HAY STREET,WINNIPEG,R3L 2L6,MB,Province of Manitoba,510 hay street winnipeg r3l 2l6 mb,510,hay street
815,CLIFTON SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,1070 CLIFTON STREET WINNIPEG R3E 2T7 MB,1070 CLIFTON STREET,WINNIPEG,R3E 2T7,MB,Province of Manitoba,1070 clifton street winnipeg r3e 2t7 mb,1070,clifton street
816,CLINICAL SUPPORT SERVICES,K-12,0,1,1,1,1,WINNIPEG SCHOOL DIVISION,1075 WELLINGTON AVENUE WINNIPEG R3E 0J7 MB,1075 WELLINGTON AVENUE,WINNIPEG,R3E 0J7,MB,Province of Manitoba,1075 wellington avenue winnipeg r3e 0j7 mb,1075,wellington avenue
817,COLLÈGE CHURCHILL,7-12,0,0,0,1,1,WINNIPEG SCHOOL DIVISION,510 RUE HAY WINNIPEG R3L 2L6 MB,510 RUE HAY,WINNIPEG,R3L 2L6,MB,Province of Manitoba,510 rue hay winnipeg r3l 2l6 mb,510,rue hay
818,DANIEL MCINTYRE COLLEGIATE INSTITUTE,9-12,0,0,0,1,1,WINNIPEG SCHOOL DIVISION,720 ALVERSTONE STREET WINNIPEG R3E 2H1 MB,720 ALVERSTONE STREET,WINNIPEG,R3E 2H1,MB,Province of Manitoba,720 alverstone street winnipeg r3e 2h1 mb,720,alverstone street
819,DAVID LIVINGSTONE SCHOOL,N-8,1,1,1,1,0,WINNIPEG SCHOOL DIVISION,270 FLORA AVENUE WINNIPEG R2W 2P9 MB,270 FLORA AVENUE,WINNIPEG,R2W 2P9,MB,Province of Manitoba,270 flora avenue winnipeg r2w 2p9 mb,270,flora avenue
820,DIAGNOSTIC LEARNING CENTRE,K-6,0,1,1,0,0,WINNIPEG SCHOOL DIVISION,C/O ASHLAND SCHOOL 170 ASHLAND AVE WINNIPEG R3L 1L1 MB,C/O ASHLAND SCHOOL,WINNIPEG,R3L 1L1,MB,Province of Manitoba,c/o ashland school 170 ashland ave winnipeg r3l 1l1 mb,170,ashland ave
821,DUFFERIN SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,545 ALEXANDER AVENUE WINNIPEG R3A 0P1 MB,545 ALEXANDER AVENUE,WINNIPEG,R3A 0P1,MB,Province of Manitoba,545 alexander avenue winnipeg r3a 0p1 mb,545,alexander avenue
822,EARL GREY SCHOOL,N-8,1,1,1,1,0,WINNIPEG SCHOOL DIVISION,340 COCKBURN STREET NORTH WINNIPEG R3M 2P5 MB,340 COCKBURN STREET NORTH,WINNIPEG,R3M 2P5,MB,Province of Manitoba,340 cockburn street north winnipeg r3m 2p5 mb,340,cockburn street north
823,ÉCOLE LA VÉRENDRYE,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,290 RUE LILAC WINNIPEG R3M 2T5 MB,290 RUE LILAC,WINNIPEG,R3M 2T5,MB,Province of Manitoba,290 rue lilac winnipeg r3m 2t5 mb,290,rue lilac
824,ÉCOLE LANSDOWNE,N-8,1,1,1,1,0,WINNIPEG SCHOOL DIVISION,715 RUE WIGINTON WINNIPEG R2X 2G2 MB,715 RUE WIGINTON,WINNIPEG,R2X 2G2,MB,Province of Manitoba,715 rue wiginton winnipeg r2x 2g2 mb,715,rue wiginton
825,ÉCOLE SACRÉ-COEUR,N-8,1,1,1,1,0,WINNIPEG SCHOOL DIVISION,809 RUE FURBY WINNIPEG R3A 1T2 MB,809 RUE FURBY,WINNIPEG,R3A 1T2,MB,Province of Manitoba,809 rue furby winnipeg r3a 1t2 mb,809,rue furby
826,ÉCOLE SEC. KELVIN HIGH SCHOOL,9-12,0,0,0,1,1,WINNIPEG SCHOOL DIVISION,155 KINGSWAY AVENUE WINNIPEG R3M 0G3 MB,155 KINGSWAY AVENUE,WINNIPEG,R3M 0G3,MB,Province of Manitoba,155 kingsway avenue winnipeg r3m 0g3 mb,155,kingsway avenue
827,ÉCOLE SIR WILLIAM OSLER,N-4,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,1600 GRANT AVENUE WINNIPEG R3N 0M5 MB,1600 GRANT AVENUE,WINNIPEG,R3N 0M5,MB,Province of Manitoba,1600 grant avenue winnipeg r3n 0m5 mb,1600,grant avenue
828,ELMWOOD HIGH,7-12,0,0,0,1,1,WINNIPEG SCHOOL DIVISION,505 CHALMERS AVENUE WINNIPEG R2L 0G4 MB,505 CHALMERS AVENUE,WINNIPEG,R2L 0G4,MB,Province of Manitoba,505 chalmers avenue winnipeg r2l 0g4 mb,505,chalmers avenue
829,FARADAY SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,405 PARR STREET WINNIPEG R2W 5G1 MB,405 PARR STREET,WINNIPEG,R2W 5G1,MB,Province of Manitoba,405 parr street winnipeg r2w 5g1 mb,405,parr street
830,FORT ROUGE SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,115 RIVER AVENUE WINNIPEG R3L 0A8 MB,115 RIVER AVENUE,WINNIPEG,R3L 0A8,MB,Province of Manitoba,115 river avenue winnipeg r3l 0a8 mb,115,river avenue
831,GARDEN GROVE SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,2340 BURROWS AVENUE WINNIPEG R2R 1W1 MB,2340 BURROWS AVENUE,WINNIPEG,R2R 1W1,MB,Province of Manitoba,2340 burrows avenue winnipeg r2r 1w1 mb,2340,burrows avenue
832,GENERAL WOLFE SCHOOL,7-9,0,0,0,1,0,WINNIPEG SCHOOL DIVISION,661 BANNING STREET WINNIPEG R3G 2G3 MB,661 BANNING STREET,WINNIPEG,R3G 2G3,MB,Province of Manitoba,661 banning street winnipeg r3g 2g3 mb,661,banning street
833,GEORGE V SCHOOL,N-8,1,1,1,1,0,WINNIPEG SCHOOL DIVISION,265 GREY STREET WINNIPEG R2L 1V6 MB,265 GREY STREET,WINNIPEG,R2L 1V6,MB,Province of Manitoba,265 grey street winnipeg r2l 1v6 mb,265,grey street
834,GLADSTONE SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,500 GERTRUDE AVENUE WINNIPEG R3L 0M8 MB,500 GERTRUDE AVENUE,WINNIPEG,R3L 0M8,MB,Province of Manitoba,500 gertrude avenue winnipeg r3l 0m8 mb,500,gertrude avenue
835,GLENELM SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,96 CARMEN AVENUE WINNIPEG R2L 0E6 MB,96 CARMEN AVENUE,WINNIPEG,R2L 0E6,MB,Province of Manitoba,96 carmen avenue winnipeg r2l 0e6 mb,96,carmen avenue
836,GORDON BELL HIGH SCHOOL,7-12,0,0,0,1,1,WINNIPEG SCHOOL DIVISION,3 BORROWMAN PLACE WINNIPEG R3G 1M6 MB,3 BORROWMAN PLACE,WINNIPEG,R3G 1M6,MB,Province of Manitoba,3 borrowman place winnipeg r3g 1m6 mb,3,borrowman place
837,GRANT PARK HIGH SCHOOL,7-12,0,0,0,1,1,WINNIPEG SCHOOL DIVISION,450 NATHANIEL STREET WINNIPEG R3M 3E3 MB,450 NATHANIEL STREET,WINNIPEG,R3M 3E3,MB,Province of Manitoba,450 nathaniel street winnipeg r3m 3e3 mb,450,nathaniel street
838,GREENWAY SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,390 BURNELL STREET WINNIPEG R3G 2A8 MB,390 BURNELL STREET,WINNIPEG,R3G 2A8,MB,Province of Manitoba,390 burnell street winnipeg r3g 2a8 mb,390,burnell street
839,GROSVENOR SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,1045 GROSVENOR AVENUE WINNIPEG R3M 0M8 MB,1045 GROSVENOR AVENUE,WINNIPEG,R3M 0M8,MB,Province of Manitoba,1045 grosvenor avenue winnipeg r3m 0m8 mb,1045,grosvenor avenue
840,HARROW SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,550 HARROW STREET WINNIPEG R3M 3A2 MB,550 HARROW STREET,WINNIPEG,R3M 3A2,MB,Province of Manitoba,550 harrow street winnipeg r3m 3a2 mb,550,harrow street
841,HUGH JOHN MACDONALD SCHOOL,7-9,0,0,0,1,0,WINNIPEG SCHOOL DIVISION,567 BANNATYNE AVENUE WINNIPEG R3A 0G8 MB,567 BANNATYNE AVENUE,WINNIPEG,R3A 0G8,MB,Province of Manitoba,567 bannatyne avenue winnipeg r3a 0g8 mb,567,bannatyne avenue
842,INKSTER SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,633 INKSTER BOULEVARD WINNIPEG R2W 0L3 MB,633 INKSTER BOULEVARD,WINNIPEG,R2W 0L3,MB,Province of Manitoba,633 inkster boulevard winnipeg r2w 0l3 mb,633,inkster boulevard
843,INTERDIVISIONAL STUDENT SERVICES,1-12,0,0,1,1,1,WINNIPEG SCHOOL DIVISION,1075 WELLINGTON AVENUE WINNIPEG R3E 0J7 MB,1075 WELLINGTON AVENUE,WINNIPEG,R3E 0J7,MB,Province of Manitoba,1075 wellington avenue winnipeg r3e 0j7 mb,1075,wellington avenue
844,ISAAC BROCK SCHOOL,N-9,1,1,1,1,0,WINNIPEG SCHOOL DIVISION,1265 BARRATT AVENUE WINNIPEG R3G 0L9 MB,1265 BARRATT AVENUE,WINNIPEG,R3G 0L9,MB,Province of Manitoba,1265 barratt avenue winnipeg r3g 0l9 mb,1265,barratt avenue
845,ISAAC NEWTON SCHOOL,7-9,0,0,0,1,0,WINNIPEG SCHOOL DIVISION,730 ABERDEEN AVENUE WINNIPEG R2W 1W9 MB,730 ABERDEEN AVENUE,WINNIPEG,R2W 1W9,MB,Province of Manitoba,730 aberdeen avenue winnipeg r2w 1w9 mb,730,aberdeen avenue
846,J. B. MITCHELL SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,1720 JOHN BREBEUF PLACE WINNIPEG R3N 0M1 MB,1720 JOHN BREBEUF PLACE,WINNIPEG,R3N 0M1,MB,Province of Manitoba,1720 john brebeuf place winnipeg r3n 0m1 mb,1720,john brebeuf place
847,JOHN M. KING SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,525 AGNES STREET WINNIPEG R3G 1N7 MB,525 AGNES STREET,WINNIPEG,R3G 1N7,MB,Province of Manitoba,525 agnes street winnipeg r3g 1n7 mb,525,agnes street
848,KENT ROAD SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,361 KENT ROAD WINNIPEG R2L 1X9 MB,361 KENT ROAD,WINNIPEG,R2L 1X9,MB,Province of Manitoba,361 kent road winnipeg r2l 1x9 mb,361,kent road
849,KING EDWARD COMMUNITY SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,825 SELKIRK AVENUE WINNIPEG R2X 2Y6 MB,825 SELKIRK AVENUE,WINNIPEG,R2X 2Y6,MB,Province of Manitoba,825 selkirk avenue winnipeg r2x 2y6 mb,825,selkirk avenue
850,LAURA SECORD SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,960 WOLSELEY AVENUE WINNIPEG R3G 1E7 MB,960 WOLSELEY AVENUE,WINNIPEG,R3G 1E7,MB,Province of Manitoba,960 wolseley avenue winnipeg r3g 1e7 mb,960,wolseley avenue
851,LORD NELSON SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,820 MCPHILLIPS STREET WINNIPEG R2X 2J7 MB,820 MCPHILLIPS STREET,WINNIPEG,R2X 2J7,MB,Province of Manitoba,820 mcphillips street winnipeg r2x 2j7 mb,820,mcphillips street
852,LORD ROBERTS COMMUNITY SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,665 BERESFORD AVENUE WINNIPEG R3L 1J9 MB,665 BERESFORD AVENUE,WINNIPEG,R3L 1J9,MB,Province of Manitoba,665 beresford avenue winnipeg r3l 1j9 mb,665,beresford avenue
853,LORD SELKIRK SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,170 POPLAR AVENUE WINNIPEG R2L 2B6 MB,170 POPLAR AVENUE,WINNIPEG,R2L 2B6,MB,Province of Manitoba,170 poplar avenue winnipeg r2l 2b6 mb,170,poplar avenue
854,LUXTON SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,111 POLSON AVENUE WINNIPEG R2W 0M5 MB,111 POLSON AVENUE,WINNIPEG,R2W 0M5,MB,Province of Manitoba,111 polson avenue winnipeg r2w 0m5 mb,111,polson avenue
855,MACHRAY SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,320 MOUNTAIN AVENUE WINNIPEG R2W 1K1 MB,320 MOUNTAIN AVENUE,WINNIPEG,R2W 1K1,MB,Province of Manitoba,320 mountain avenue winnipeg r2w 1k1 mb,320,mountain avenue
856,MEADOWS WEST SCHOOL,N-8,1,1,1,1,0,WINNIPEG SCHOOL DIVISION,150 INKSTER GARDEN DRIVE WINNIPEG R2R 2R8 MB,150 INKSTER GARDEN DRIVE,WINNIPEG,R2R 2R8,MB,Province of Manitoba,150 inkster garden drive winnipeg r2r 2r8 mb,150,inkster garden drive
857,MONTCALM SCHOOL,7-12,0,0,0,1,1,WINNIPEG SCHOOL DIVISION,(MAN. ADOL. TREATMENT CENTRE) 120 TECUMSEH STREET WINNIPEG R3E 2A9 MB,(MAN. ADOL. TREATMENT CENTRE),WINNIPEG,R3E 2A9,MB,Province of Manitoba,120 tecumseh street winnipeg r3e 2a9 mb,120,tecumseh street
858,MONTROSE SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,691 MONTROSE STREET WINNIPEG R3M 3M4 MB,691 MONTROSE STREET,WINNIPEG,R3M 3M4,MB,Province of Manitoba,691 montrose street winnipeg r3m 3m4 mb,691,montrose street
859,MULVEY SCHOOL,N-6,1,1,1,0,0,WINNIPEG SCHOOL DIVISION,750 WOLSELEY AVENUE WINNIPEG R3G 1C6 MB,750 WOLSELEY AVENUE,WINNIPEG,R3G 1C6,MB,Province of Manitoba,750 wolseley avenue winnipeg r3g 1c6 mb,750,wolseley avenue
860,NIJI MAHKWA SCHOOL,N-12,1,1,1,1,1,WINNIPEG SCHOOL DIVISION,450 FLORA AVENUE WINNIPEG R2W 2R8 MB,450 FLORA AVENUE,WINNIPEG,R2W 2R8,MB,Province of Manitoba,450 flora avenue winnipeg r2w 2r8 mb,450,flora avenue
