Province,City or Region,Type,MainLink,SourceLink,Direct CSV Link,Direct KML Link,Open,Special Note,Date Downloaded
Canada,All,Many,https://www.museums.ca/site/aboutthecma/services/canadianmuseumdirectory?page=1,,,,,,
