idx,facility_name,source_id,authority_type,ISCED1,ISCED2,ISCED3,address_str,city,province,postal_code,provider,address_str_clean,street_no,street_name
2386,Cecil Swanson School,9373,Public,Y,N,N,4820 Rundlewood Drive N.E. Calgary AB T1Y5V9,Calgary,AB,T1Y5V9,Province of Alberta,4820 rundlewood drive ne calgary ab t1y5v9,4820,rundlewood drive ne
2387,Ranchlands School,9374,Public,Y,N,N,610 Ranchlands Boulevard N.W. Calgary AB T3G2C5,Calgary,AB,T3G2C5,Province of Alberta,610 ranchlands boulevard nw calgary ab t3g2c5,610,ranchlands boulevard nw
2388,Falconridge School,9375,Public,Y,N,N,1331 Falconridge Drive N.E. Calgary AB T3J1T4,Calgary,AB,T3J1T4,Province of Alberta,1331 falconridge drive ne calgary ab t3j1t4,1331,falconridge drive ne
2389,Abbeydale School,9376,Public,Y,N,N,320 Abergale Drive N.E. Calgary AB T2A6W2,Calgary,AB,T2A6W2,Province of Alberta,320 abergale drive ne calgary ab t2a6w2,320,abergale drive ne
2390,Annie Foote School,9377,Public,Y,N,N,6320 Temple Drive N.E. Calgary AB T1Y5V5,Calgary,AB,T1Y5V5,Province of Alberta,6320 temple drive ne calgary ab t1y5v5,6320,temple drive ne
2391,Grant MacEwan School,9378,Public,Y,N,N,180 Falshire Drive N.E. Calgary AB T3J3A5,Calgary,AB,T3J3A5,Province of Alberta,180 falshire drive ne calgary ab t3j3a5,180,falshire drive ne
2392,Edgemont School,9379,Public,Y,N,N,55 Edgevalley Circle N.W. Calgary AB T3A4X1,Calgary,AB,T3A4X1,Province of Alberta,55 edgevalley circle nw calgary ab t3a4x1,55,edgevalley circle nw
2393,Olympic Heights School,9382,Public,Y,N,N,875 Strathcona Drive S.W. Calgary AB T3H2Z7,Calgary,AB,T3H2Z7,Province of Alberta,875 strathcona drive sw calgary ab t3h2z7,875,strathcona drive sw
2394,Simons Valley School,9383,Public,Y,N,N,375 Sandarac Drive N.W. Calgary AB T3K4B2,Calgary,AB,T3K4B2,Province of Alberta,375 sandarac drive nw calgary ab t3k4b2,375,sandarac drive nw
2395,Fish Creek School,9384,Public,Y,N,N,1039 Suncastle Drive S.E. Calgary AB T2X2Z1,Calgary,AB,T2X2Z1,Province of Alberta,1039 suncastle drive se calgary ab t2x2z1,1039,suncastle drive se
2396,McKenzie Lake School,9385,Public,Y,N,N,16210 McKenzie Lake Way S.E. Calgary AB T2Z1L7,Calgary,AB,T2Z1L7,Province of Alberta,16210 mckenzie lake way se calgary ab t2z1l7,16210,mckenzie lake way se
2397,Riverbend School,9386,Public,Y,N,N,65 Rivervalley Drive S.E. Calgary AB T2C3Z7,Calgary,AB,T2C3Z7,Province of Alberta,65 rivervalley drive se calgary ab t2c3z7,65,rivervalley drive se
2398,W.H.Cushing Workplace School,9387,Public,N,N,N,130 - 7 Avenue S.W. Calgary AB T2P0W4,Calgary,AB,T2P0W4,Province of Alberta,130 7 avenue sw calgary ab t2p0w4,130,7 avenue sw
2399,Calgary Home Education,9425,Public,Y,Y,Y,5505 4A St. SW Calgary AB T2V0B7,Calgary,AB,T2V0B7,Province of Alberta,5505 4a st sw calgary ab t2v0b7,5505,4a st sw
2400,Young Adult Program,9512,Public,Y,Y,Y,805 - 37 Street NW Calgary AB T2N4N8,Calgary,AB,T2N4N8,Province of Alberta,805 37 street nw calgary ab t2n4n8,805,37 street nw
2401,AADAC Youth Services,9573,Public,N,N,N,1005 - 17 Street N.W. Calgary AB T2N2E5,Calgary,AB,T2N2E5,Province of Alberta,1005 17 street nw calgary ab t2n2e5,1005,17 street nw
2402,Project Trust,9599,Public,N,N,Y,"#206, 315 10 avenue S.E. Calgary AB T2G0W2",Calgary,AB,T2G0W2,Province of Alberta,#206 315 10 avenue se calgary ab t2g0w2,315,10 avenue se
2403,Balmoral School,9601,Public,Y,Y,N,220 - 16 Avenue N.W. Calgary AB T2M0H4,Calgary,AB,T2M0H4,Province of Alberta,220 16 avenue nw calgary ab t2m0h4,220 16,avenue nw
2404,Colonel Walker School,9602,Public,Y,N,N,1921 - 9 Avenue S.E. Calgary AB T2G0V3,Calgary,AB,T2G0V3,Province of Alberta,1921 9 avenue se calgary ab t2g0v3,1921,9 avenue se
2405,John Ware School,9603,Public,N,Y,N,10020 - 19 Street S.W. Calgary AB T2V1R2,Calgary,AB,T2V1R2,Province of Alberta,10020 19 street sw calgary ab t2v1r2,10020,19 street sw
2406,King George School,9608,Public,Y,N,N,2108 - 10 Street N.W. Calgary AB T2M3M4,Calgary,AB,T2M3M4,Province of Alberta,2108 10 street nw calgary ab t2m3m4,2108,10 street nw
2407,Langevin School,9609,Public,Y,Y,N,107 - 6A Street N.E. Calgary AB T2E0B7,Calgary,AB,T2E0B7,Province of Alberta,107 6a street ne calgary ab t2e0b7,107,6a street ne
2408,Rideau Park School,9610,Public,Y,Y,N,829 Rideau Road S.W. Calgary AB T2S0S2,Calgary,AB,T2S0S2,Province of Alberta,829 rideau road sw calgary ab t2s0s2,829,rideau road sw
2409,Thomas B Riley School,9611,Public,Y,Y,N,3915 - 69 Street N.W. Calgary AB T3B2J9,Calgary,AB,T3B2J9,Province of Alberta,3915 69 street nw calgary ab t3b2j9,3915,69 street nw
2410,Ian Bazalgette School,9613,Public,Y,Y,N,3909 - 26 Avenue S.E. Calgary AB T2B0C6,Calgary,AB,T2B0C6,Province of Alberta,3909 26 avenue se calgary ab t2b0c6,3909,26 avenue se
2411,Rosedale School,9618,Public,Y,Y,N,905 - 13 Avenue N.W. Calgary AB T2M0G3,Calgary,AB,T2M0G3,Province of Alberta,905 13 avenue nw calgary ab t2m0g3,905,13 avenue nw
2412,Colonel Macleod School,9620,Public,Y,Y,N,1610 - 6 Street N.E. Calgary AB T2E3Y9,Calgary,AB,T2E3Y9,Province of Alberta,1610 6 street ne calgary ab t2e3y9,1610,6 street ne
2413,Branton School,9621,Public,Y,Y,N,2103 - 20 Street N.W. Calgary AB T2M3W1,Calgary,AB,T2M3W1,Province of Alberta,2103 20 street nw calgary ab t2m3w1,2103,20 street nw
2414,Colonel Irvine School,9622,Public,Y,Y,N,412 Northmount Drive N.W. Calgary AB T2K3H6,Calgary,AB,T2K3H6,Province of Alberta,412 northmount drive nw calgary ab t2k3h6,412,northmount drive nw
2415,Bob Edwards School,9623,Public,Y,Y,N,4424 Marlborough Drive N.E. Calgary AB T2A2Z5,Calgary,AB,T2A2Z5,Province of Alberta,4424 marlborough drive ne calgary ab t2a2z5,4424,marlborough drive ne
2416,Louis Riel School,9625,Public,Y,Y,N,9632 Oakfield Drive S.W. Calgary AB T2V0L1,Calgary,AB,T2V0L1,Province of Alberta,9632 oakfield drive sw calgary ab t2v0l1,9632,oakfield drive sw
2417,Louise Dean School,9626,Public,N,Y,Y,120 - 23 Street N.W. Calgary AB T2N2P1,Calgary,AB,T2N2P1,Province of Alberta,120 23 street nw calgary ab t2n2p1,120,23 street nw
2418,Elboya School,9627,Public,Y,Y,N,4804 - 6 Street S.W. Calgary AB T2S2N3,Calgary,AB,T2S2N3,Province of Alberta,4804 6 street sw calgary ab t2s2n3,4804,6 street sw
2419,Vincent Massey School,9628,Public,N,Y,N,939 - 45 Street S.W. Calgary AB T3C2B9,Calgary,AB,T3C2B9,Province of Alberta,939 45 street sw calgary ab t3c2b9,939,45 street sw
2420,Dr. Oakley School,9630,Public,Y,Y,Y,3904 - 20 Street S.W. Calgary AB T2T4Z9,Calgary,AB,T2T4Z9,Province of Alberta,3904 20 street sw calgary ab t2t4z9,3904,20 street sw
2421,Woodman School,9631,Public,Y,Y,N,8706 Elbow Drive S.W. Calgary AB T2V1L2,Calgary,AB,T2V1L2,Province of Alberta,8706 elbow drive sw calgary ab t2v1l2,8706,elbow drive sw
2422,Sherwood School,9632,Public,Y,Y,N,2011 - 66 Avenue S.E. Calgary AB T2C1J4,Calgary,AB,T2C1J4,Province of Alberta,2011 66 avenue se calgary ab t2c1j4,2011,66 avenue se
2423,Fairview School,9633,Public,Y,Y,N,7840 Fairmount Drive S.E. Calgary AB T2H0Y1,Calgary,AB,T2H0Y1,Province of Alberta,7840 fairmount drive se calgary ab t2h0y1,7840,fairmount drive se
2424,Georges P. Vanier School,9635,Public,Y,Y,N,509 - 32 Avenue N.E. Calgary AB T2E2H3,Calgary,AB,T2E2H3,Province of Alberta,509 32 avenue ne calgary ab t2e2h3,509,32 avenue ne
2425,A. E. Cross School,9638,Public,N,Y,N,3445 - 37 Street S.W. Calgary AB T3E3C2,Calgary,AB,T3E3C2,Province of Alberta,3445 37 street sw calgary ab t3e3c2,3445,37 street sw
2426,Mount Royal School,9639,Public,N,Y,N,2234 - 14 Street S.W. Calgary AB T2T3T3,Calgary,AB,T2T3T3,Province of Alberta,2234 14 street sw calgary ab t2t3t3,2234,14 street sw
2427,Senator Patrick Burns School,9640,Public,Y,Y,N,2155 Chilcotin Road N.W. Calgary AB T2L0X2,Calgary,AB,T2L0X2,Province of Alberta,2155 chilcotin road nw calgary ab t2l0x2,2155,chilcotin road nw
2428,David Thompson School,9641,Public,Y,Y,N,9320 Arbour Crescent S.E. Calgary AB T2J0X8,Calgary,AB,T2J0X8,Province of Alberta,9320 arbour crescent se calgary ab t2j0x8,9320,arbour crescent se
2429,Harold Panabaker School,9643,Public,Y,Y,N,23 Sackville Drive S.W. Calgary AB T2W0W3,Calgary,AB,T2W0W3,Province of Alberta,23 sackville drive sw calgary ab t2w0w3,23,sackville drive sw
2430,Ernest Morrow School,9644,Public,Y,Y,N,1212 - 47 Street S.E. Calgary AB T2A1R3,Calgary,AB,T2A1R3,Province of Alberta,1212 47 street se calgary ab t2a1r3,1212,47 street se
2431,Bishop Pinkham School,9645,Public,N,Y,N,3304 - 63 Avenue S.W. Calgary AB T3E5K1,Calgary,AB,T3E5K1,Province of Alberta,3304 63 avenue sw calgary ab t3e5k1,3304,63 avenue sw
2432,Simon Fraser School,9646,Public,Y,Y,N,5215 - 33 Street N.W. Calgary AB T2L1V3,Calgary,AB,T2L1V3,Province of Alberta,5215 33 street nw calgary ab t2l1v3,5215,33 street nw
2433,Sir Wilfrid Laurier School,9648,Public,Y,Y,N,819 - 32 Street S.E. Calgary AB T2A0Y9,Calgary,AB,T2A0Y9,Province of Alberta,819 32 street se calgary ab t2a0y9,819,32 street se
2434,Sir John Franklin School,9649,Public,Y,Y,N,2215 - 8 Avenue N.E. Calgary AB T2E0T7,Calgary,AB,T2E0T7,Province of Alberta,2215 8 avenue ne calgary ab t2e0t7,2215,8 avenue ne
2435,F. E. Osborne School,9651,Public,Y,Y,N,5315 Varsity Drive N.W. Calgary AB T3A1A7,Calgary,AB,T3A1A7,Province of Alberta,5315 varsity drive nw calgary ab t3a1a7,5315,varsity drive nw
2436,Sir John A Macdonald School,9652,Public,N,Y,N,6600 - 4 Street N.W. Calgary AB T2K1C2,Calgary,AB,T2K1C2,Province of Alberta,6600 4 street nw calgary ab t2k1c2,6600,4 street nw
2437,R. T. Alderman School,9653,Public,Y,Y,N,725 Mapleton Drive S.E. Calgary AB T2J1S1,Calgary,AB,T2J1S1,Province of Alberta,725 mapleton drive se calgary ab t2j1s1,725,mapleton drive se
2438,Nickle School,9654,Public,Y,Y,N,2500 Lake Bonavista Drive S.E. Calgary AB T2J2Y6,Calgary,AB,T2J2Y6,Province of Alberta,2500 lake bonavista drive se calgary ab t2j2y6,2500,lake bonavista drive se
2439,Robert Warren School,9655,Public,Y,Y,N,12424 Elbow Drive S.W. Calgary AB T2W1H2,Calgary,AB,T2W1H2,Province of Alberta,12424 elbow drive sw calgary ab t2w1h2,12424,elbow drive sw
2440,H. D. Cartwright School,9660,Public,N,Y,N,5500 Dalhart Road N.W. Calgary AB T3A1V6,Calgary,AB,T3A1V6,Province of Alberta,5500 dalhart road nw calgary ab t3a1v6,5500,dalhart road nw
2441,Clarence Sansom School,9682,Public,N,Y,N,5840 - 24 Avenue N.E. Calgary AB T1Y6G4,Calgary,AB,T1Y6G4,Province of Alberta,5840 24 avenue ne calgary ab t1y6g4,5840,24 avenue ne
2442,Wilma Hansen School,9685,Public,Y,Y,N,963 Queensland Drive S.E. Calgary AB T2J5E5,Calgary,AB,T2J5E5,Province of Alberta,963 queensland drive se calgary ab t2j5e5,963,queensland drive se
2443,Annie Gale School,9686,Public,Y,Y,N,577 Whiteridge Way N.E. Calgary AB T1Y4S8,Calgary,AB,T1Y4S8,Province of Alberta,577 whiteridge way ne calgary ab t1y4s8,577,whiteridge way ne
2444,West View School,9687,Public,N,Y,Y,Calgary Young Offender Centre 12626 - 85 Street N.W. Calgary AB T3R1J3,Calgary,AB,T3R1J3,Province of Alberta,calgary young offender centre 12626 85 street nw calgary ab t3r1j3,12626,85 street nw
2445,Terry Fox School,9689,Public,N,Y,N,139 Falshire Drive N.E. Calgary AB T3J1P7,Calgary,AB,T3J1P7,Province of Alberta,139 falshire drive ne calgary ab t3j1p7,139,falshire drive ne
2446,Tom Baines School,9690,Public,Y,Y,N,250 Edgepark Boulevard N.W. Calgary AB T3A3S2,Calgary,AB,T3A3S2,Province of Alberta,250 edgepark boulevard nw calgary ab t3a3s2,250,edgepark boulevard nw
2447,Queen Elizabeth High School,9806,Public,N,Y,Y,512 - 18 Street N.W. Calgary AB T2N2G5,Calgary,AB,T2N2G5,Province of Alberta,512 18 street nw calgary ab t2n2g5,512,18 street nw
2448,Forest Lawn High School,9813,Public,N,N,Y,1304 - 44 Street S.E. Calgary AB T2A1M8,Calgary,AB,T2A1M8,Province of Alberta,1304 44 street se calgary ab t2a1m8,1304,44 street se
2449,Crescent Heights High School,9815,Public,N,N,Y,1019 1 St NW Calgary AB T2M2S2,Calgary,AB,T2M2S2,Province of Alberta,1019 1 st nw calgary ab t2m2s2,1019,1 st nw
2450,Western Canada High School,9816,Public,N,N,Y,641 - 17 Avenue S.W. Calgary AB T2S0B5,Calgary,AB,T2S0B5,Province of Alberta,641 17 avenue sw calgary ab t2s0b5,641,17 avenue sw
2451,Chinook Learning Services,9817,Public,N,N,Y,"2336 53 Ave SW, Calgary, T3E 1 Calgary AB T3E1L2",Calgary,AB,T3E1L2,Province of Alberta,2336 53 ave sw calgary t3e 1 calgary ab t3e1l2,2336,53 ave sw
2452,Central Memorial High School,9823,Public,N,Y,Y,5111 - 21 Street S.W. Calgary AB T3E1R9,Calgary,AB,T3E1R9,Province of Alberta,5111 21 street sw calgary ab t3e1r9,5111,21 street sw
2453,James Fowler High School,9825,Public,N,N,Y,4004 - 4 Street N.W. Calgary AB T2K1A1,Calgary,AB,T2K1A1,Province of Alberta,4004 4 street nw calgary ab t2k1a1,4004,4 street nw
2454,Ernest Manning High School,9826,Public,N,N,Y,20 Springborough Blvd. SW Calgary AB T3H0N7,Calgary,AB,T3H0N7,Province of Alberta,20 springborough blvd sw calgary ab t3h0n7,20,springborough blvd sw
2455,William Aberhart High School,9829,Public,N,N,Y,3009 Morley Trail N.W. Calgary AB T2M4G9,Calgary,AB,T2M4G9,Province of Alberta,3009 morley trail nw calgary ab t2m4g9,3009,morley trail nw
2456,National Sport School,9830,Public,N,Y,Y,Suite 110 151 Canada Olympic Road SW Calgary AB T3B6B7,Calgary,AB,T3B6B7,Province of Alberta,151 canada olympic road sw calgary ab t3b6b7,151,canada olympic road sw
2457,Henry Wise Wood High School,9836,Public,N,N,Y,910 - 75 Avenue S.W. Calgary AB T2V0S6,Calgary,AB,T2V0S6,Province of Alberta,910 75 avenue sw calgary ab t2v0s6,910,75 avenue sw
2458,Bowness High School,9847,Public,N,N,Y,4627 - 77 Street N.W. Calgary AB T3B2N6,Calgary,AB,T3B2N6,Province of Alberta,4627 77 street nw calgary ab t3b2n6,4627,77 street nw
2459,Lord Beaverbrook High School,9850,Public,N,N,Y,9019 Fairmount Drive S.E. Calgary AB T2H0Z4,Calgary,AB,T2H0Z4,Province of Alberta,9019 fairmount drive se calgary ab t2h0z4,9019,fairmount drive se
2460,Jack James High School,9856,Public,N,N,Y,5105 - 8 Avenue S.E. Calgary AB T2A4M1,Calgary,AB,T2A4M1,Province of Alberta,5105 8 avenue se calgary ab t2a4m1,5105,8 avenue se
2461,Sir Winston Churchill High School,9857,Public,N,N,Y,5220 Northland Drive N.W. Calgary AB T2L2J6,Calgary,AB,T2L2J6,Province of Alberta,5220 northland drive nw calgary ab t2l2j6,5220,northland drive nw
2462,Dr. E. P. Scarlett High School,9858,Public,N,N,Y,220 Canterbury Drive S.W. Calgary AB T2W1H4,Calgary,AB,T2W1H4,Province of Alberta,220 canterbury drive sw calgary ab t2w1h4,220,canterbury drive sw
2463,John G Diefenbaker High School,9860,Public,N,N,Y,6620 - 4 Street N.W. Calgary AB T2K1C2,Calgary,AB,T2K1C2,Province of Alberta,6620 4 street nw calgary ab t2k1c2,6620,4 street nw
2464,Alternative High School,9863,Public,N,N,Y,5003 - 20 Street S.W. Calgary AB T2T5A5,Calgary,AB,T2T5A5,Province of Alberta,5003 20 street sw calgary ab t2t5a5,5003,20 street sw
2465,Lester B. Pearson High School,9865,Public,N,N,Y,3020 - 52 Street N.E. Calgary AB T1Y5P4,Calgary,AB,T1Y5P4,Province of Alberta,3020 52 street ne calgary ab t1y5p4,3020,52 street ne
2466,Discovering Choices,9868,Public,N,N,Y,"206, 315 - 10 Avenue S.E. Calgary AB T2G0W2",Calgary,AB,T2G0W2,Province of Alberta,206 315 10 avenue se calgary ab t2g0w2,10,avenue se
2467,Dr. Gordon Townsend School,9886,Public,Y,Y,Y,28 Oki Drive NW Calgary AB T3B6A8,Calgary,AB,T3B6A8,Province of Alberta,28 oki drive nw calgary ab t3b6a8,28,oki drive nw
2468,Calgary Christian School,9903,Public,Y,N,N,2839 - 49 Street S.W. Calgary AB T3E3X9,Calgary,AB,T3E3X9,Province of Alberta,2839 49 street sw calgary ab t3e3x9,2839,49 street sw
2469,Heritage Christian Academy,9906,Public,Y,Y,Y,2003 McKnight Boulevard N.E. Calgary AB T2E6L2,Calgary,AB,T2E6L2,Province of Alberta,2003 mcknight boulevard ne calgary ab t2e6l2,2003,mcknight boulevard ne
2470,Calgary Academy,9908,Private School,Y,Y,Y,1677 93 rd Street S.W. Calgary AB T3H0R3,Calgary,AB,T3H0R3,Province of Alberta,1677 93 rd street sw calgary ab t3h0r3,1677,93 rd street sw
2471,Calgary Jewish Academy,9911,Private School,Y,Y,N,6700 Kootenay Street S.W. Calgary AB T2V1P7,Calgary,AB,T2V1P7,Province of Alberta,6700 kootenay street sw calgary ab t2v1p7,6700,kootenay street sw
2472,West Island College,9913,Private School,N,Y,Y,7410 Blackfoot Trail S.E. Calgary AB T2H1M5,Calgary,AB,T2H1M5,Province of Alberta,7410 blackfoot trail se calgary ab t2h1m5,7410,blackfoot trail se
2473,Akiva Academy,9914,Private School,Y,Y,N,140 Haddon Road S.W. Calgary AB T2V2Y3,Calgary,AB,T2V2Y3,Province of Alberta,140 haddon road sw calgary ab t2v2y3,140,haddon road sw
2474,Chinook Winds Adventist Academy,9916,Private School,Y,Y,Y,10101 - 2nd Avenue S.W. Calgary AB T3B5T2,Calgary,AB,T3B5T2,Province of Alberta,10101 2nd avenue sw calgary ab t3b5t2,10101,2nd avenue sw
2475,Foothills Academy,9917,Private School,Y,Y,Y,745 - 37 Street N.W. Calgary AB T2N4T1,Calgary,AB,T2N4T1,Province of Alberta,745 37 street nw calgary ab t2n4t1,745,37 street nw
2476,Lycee Louis Pasteur,9919,Private School,Y,Y,Y,4099 Garrison Blvd. S.W. Calgary AB T2T6G2,Calgary,AB,T2T6G2,Province of Alberta,4099 garrison blvd sw calgary ab t2t6g2,4099,garrison blvd sw
2477,River Valley School,9921,Private School,Y,N,N,3127 Bowwood Drive N.W. Calgary AB T3B2E7,Calgary,AB,T3B2E7,Province of Alberta,3127 bowwood drive nw calgary ab t3b2e7,3127,bowwood drive nw
2478,Strathcona-Tweedsmuir School,9922,Private School,Y,Y,Y,RR 2 Okotoks AB T1S1A2,Okotoks,AB,T1S1A2,Province of Alberta,rr 2 okotoks ab t1s1a2,,rr 2
2479,Calgary German Language School Society,9925,Private School,N,Y,Y,PO Box 84114 Market Mall RPO Calgary AB T3A5C4,Calgary,AB,T3A5C4,Province of Alberta,market mall rpo calgary ab t3a5c4,,
2480,Italian School of Calgary,9926,Private School,N,Y,Y,416-1 Avenue N.E. Calgary AB T2E0B4,Calgary,AB,T2E0B4,Province of Alberta,416 1 avenue ne calgary ab t2e0b4,416,1 avenue ne
2481,Bearspaw Christian School & College,9927,Private School,Y,Y,Y,15001 - 69 Street NW Calgary AB T3R1C5,Calgary,AB,T3R1C5,Province of Alberta,15001 69 street nw calgary ab t3r1c5,15001,69 street nw
2482,Glenmore Christian Academy Elementary,9928,Private School,Y,N,N,16520 - 24 Street S.W. Calgary AB T2Y4W2,Calgary,AB,T2Y4W2,Province of Alberta,16520 24 street sw calgary ab t2y4w2,16520,24 street sw
2483,Banbury Crossroads School,9935,Private School,Y,Y,Y,B1 #201 2451 Dieppe Avenue S.W. Calgary AB T3E7K1,Calgary,AB,T3E7K1,Province of Alberta,b1 #201 2451 dieppe avenue sw calgary ab t3e7k1,2451,dieppe avenue sw
2484,Menno Simons Christian School,9936,Public,Y,Y,N,7000 Elkton Drive S.W. Calgary AB T3H4Y7,Calgary,AB,T3H4Y7,Province of Alberta,7000 elkton drive sw calgary ab t3h4y7,7000,elkton drive sw
2485,Covenant Christian School,9943,Public,Y,Y,N,P.O. Box 3827 Station Main Leduc AB T9E6M7,Leduc,AB,T9E6M7,Province of Alberta,station main leduc ab t9e6m7,,station main
2486,Calgary Waldorf School,9949,Private School,Y,Y,N,515 Cougar Ridge Drive S.W. Calgary AB T3H5G9,Calgary,AB,T3H5G9,Province of Alberta,515 cougar ridge drive sw calgary ab t3h5g9,515,cougar ridge drive sw
2487,Rundle College Senior High School,9952,Private School,N,N,Y,7375 - 17 Avenue SW Calgary AB T3H3W5,Calgary,AB,T3H3W5,Province of Alberta,7375 17 avenue sw calgary ab t3h3w5,7375,17 avenue sw
2488,Greek Community School,9957,Private School,N,N,Y,1 Tamarac Crescent S.W. Calgary AB T3C3B7,Calgary,AB,T3C3B7,Province of Alberta,1 tamarac crescent sw calgary ab t3c3b7,1,tamarac crescent sw
2489,Swedish Language School,9958,Private School,N,N,N,2634 12 Avenue N.W. Calgary AB T2N1K6,Calgary,AB,T2N1K6,Province of Alberta,2634 12 avenue nw calgary ab t2n1k6,2634,12 avenue nw
2490,Calgary Chinese Private School,9963,Private School,N,N,Y,126 2nd Avenue S.W Calgary AB T2P0B9,Calgary,AB,T2P0B9,Province of Alberta,126 2nd avenue sw calgary ab t2p0b9,126,2nd avenue sw
2491,Columbia College,9964,Private School,N,N,Y,802 Manning Road N.E. Calgary AB T2E7N8,Calgary,AB,T2E7N8,Province of Alberta,802 manning road ne calgary ab t2e7n8,802,manning road ne
2492,"Calgary Islamic School, Akram Jomaa Campus",9969,Public,Y,Y,Y,2612 - 37 Avenue N.E. Calgary AB T1Y5L2,Calgary,AB,T1Y5L2,Province of Alberta,2612 37 avenue ne calgary ab t1y5l2,2612,37 avenue ne
2493,Delta West Academy,9972,Private School,Y,Y,Y,414 - 11A Street N.E. Calgary AB T2E4P3,Calgary,AB,T2E4P3,Province of Alberta,414 11a street ne calgary ab t2e4p3,414,11a street ne
2494,Trinity Christian School,9973,Public,Y,Y,N,"#100, 295 Midpark Way S.E. Calgary AB T2X2A8",Calgary,AB,T2X2A8,Province of Alberta,#100 295 midpark way se calgary ab t2x2a8,295,midpark way se
2495,West Island College-Class Afloat,9974,Provincial,N,N,N,7410 Blackfoot Trail S.E. Calgary AB T2H1M5,Calgary,AB,T2H1M5,Province of Alberta,7410 blackfoot trail se calgary ab t2h1m5,7410,blackfoot trail se
2496,Calgary Christian High School,9978,Public,N,Y,Y,5029 - 26 Avenue S.W. Calgary AB T3E0R5,Calgary,AB,T3E0R5,Province of Alberta,5029 26 avenue sw calgary ab t3e0r5,5029,26 avenue sw
2497,Rundle College Elementary School,9979,Private School,Y,N,N,7615 - 17 Ave SW Calgary AB T3H3W5,Calgary,AB,T3H3W5,Province of Alberta,7615 17 ave sw calgary ab t3h3w5,7615,17 ave sw
2498,Meskanahk Ka-Nipa-Wit School,9981,Federal First Nations,Y,Y,N,P.O. Box 129 Maskwacis AB T0C1N0,Maskwacis,AB,T0C1N0,Province of Alberta,maskwacis ab t0c1n0,,
2499,Tyndale Christian School,9984,Private School,Y,Y,Y,28 Hart Estates Blvd. NE Calgary AB T1X0L3,Calgary,AB,T1X0L3,Province of Alberta,28 hart estates blvd ne calgary ab t1x0l3,28,hart estates blvd ne
2500,Providence Christian School,9986,Private School,Y,Y,Y,Box 240 Monarch AB T0L1M0,Monarch,AB,T0L1M0,Province of Alberta,monarch ab t0l1m0,,
2501,Trinity Christian School-Grand Centre,9988,Private School,Y,Y,Y,6015 51st Ave Cold Lake AB T9M1T3,Cold Lake,AB,T9M1T3,Province of Alberta,6015 51st ave cold lake ab t9m1t3,6015,51st ave
