Done,KML,File,library_name,library_type,unit,street_no,street_name,street_suffix,street_direction,address_full,postcode,city,prov/terr,PRuid,CSDname,CSDuid,longitude,latitude,data_city,data_prov/terr,data_provider,file_type,filter_name,filter_value,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo
x,a,Barrie_Baseball_Fields.csv,PARKID,SUBTYPE,,,,,,,,,,,,,x,y,Barrie,,,Baseball,,,,
x,,Barrie_City_Facilities.csv,NAME,TYPE,,,,,,ADDRESS,,,,,,,,,Barrie,,,Mixed,NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,a,Barrie_Play_Field.csv,PARKID,TYPE,,,,,,,,,,,,,x,y,Barrie,,,Mixed,,,,
x,b,Barrie_Trail.csv,Name,SUBTYPE,,,,,,,,,,,,,x,y,Barrie,,,Trails,,,,
x,,Brampton_Recreation_Centres.csv,FACILITY_NAME,TYPE,,,,,,ADDRESS,,,,,,,X,Y,Brampton,,,Mixed,FACILITY_NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,a,Brampton_Recreational_Trails.csv,Name,TRAIL_TYPE,,,,,,,,,,,,,x,y,Brampton,,,Trails,,,,
x,,Brampton_Region_of_Peel_Landmarks.csv,LM_NAME,CATEGORY,,,,,,STR_ADDR,POSTAL,MUN,PR,,,,X,Y,Brampton,,,Mixed,LM_NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,Brandon_greenspaces-export.csv,Name,,,,,,,Address,,,,,,,,,Brandon,,,Greenspace,,,,
x,,Brantford_Paths_and_Trails OGRGeoJSON.csv,Location,Category,,,,,,,,,,,,,x,y,Brantford,,,Trails,,,,
x,a,Brantford_Play_Equipment_Areas.csv,Location,,,,,,,,,,,,,,x,y,Brantford,,,Playgrounds,,,,
x,a,Brantford_Sports_Fields.csv,Field_Name,Activity,,,,,,,,,,,,,x,y,Brantford,,,Sports Fields,,,,
y,,Burlington_Facilities (1).csv,ASSETNAME,USE,,,,,,ADDRESS,,,,,,,,,Burlington,,,Mixed,USE,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,,Burnaby_Business_Licences.csv,NAME_LAST,CASE_BUS_TYPE_DESC,,ST_NMBR,ST_NAME,ST_TYPE,ST_SFX,ADDRESS,,,,,,,X,Y,Burnaby,,,Mixed,NAME_LAST,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,,Burnaby_Civic_Places (2).csv,DESCRIPTION,,,,,,,,,,,,,,X,Y,Burnaby,,,Mixed,DESCRIPTION,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,b,Burnaby_Trans_Canada_Trail.csv,description,,,,,,,,,,,,,,x,y,Burnaby,,,Trails,,,,
x,a,Burnaby_Urban_Paths__Trails.csv,PATHNAME,TRAILCLASS,,,,,,,,,,,,,x,y,Burnaby,,,Trails,,,,
x,,Calgary_Business_Licences (2).csv,TRADENAME,LICENCETYPES,,,,,,ADDRESS,,,,,,,longitude,latitude,Calgary,,,Mixed,TRADENAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,Calgary_Recreation_Facilities.csv,COMPLEX_NAME,FACILITY_TYPE,,,,,,ADDRESS,,,,,,,longitude,latitude,Calgary,,,Mixed,,,,
x,b,Calgary_Sport_Grouping_Areas_layer.csv,asset_type,,,,,,,,,,,,,,x,y,Calgary,,,Mixed,,,,
x,a,Calgary_Trails_layer.csv,,,,,,,,,,,,,,,x,y,Calgary,,,Trails,,,,
x,b,Cambridge_Golf_Courses.csv,Name,,,HOUSE_NUMBER,STREET_NAME,,,,,,,,,,x,y,Cambridge,,,Golf,,,,
y,,Cambridge_Pools.csv,POOL_NAME,,,,,,,ADDRESS,,,,,,,,,Cambridge,,,Pools,,,,
y,a,Cambridge_Skating_Rinks.csv,ARENA_NAME,SKATING_RINK_TYPE,,,,,,,,,,,,,x,y,Cambridge,,,Rinks,,,,
y,a,Cambridge_Splash_Pads.csv,,,,STREET_NUMBER,STREET_NAME,,,,,,,,,,x,y,Cambridge,,,Splash Pads,,,,
y,a,Cambridge_Sports_Fields.csv,SPORTS_FACILITY_NAME,SPORTS_FACILITY_TYPE,,STREET_NUMBER,STREET_NAME,,,,,,,,,,x,y,Cambridge,,,Sports Fields,,,,
x,a,Cambridge_Trails.csv,TRAIL_NAME,,,,,,,,,,,,,,x,y,Cambridge,,,Trails,,,,
a,a,CampbellRiver_Downloadable_Points_of_Interest (2).csv,PLACE,Type,,,,,,,,,,,,,x,y,CampbellRiver,,,Mixed,PLACE,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,a,Canmore_Sports_Fields.csv,Location,,,,,,,,,,,,,,x,y,Canmore,,,Sports Fields,,,,
x,b,Canmore_Trails.csv,NAME1,CLASS1,,,,,,,,,,,,,x,y,Canmore,,,Trails,,,,
x,,CapeBreton_Annapolis_County_Hiking___Multipurpose_Trails.csv,Trail_Name,,,,,,,Location,,,,,,,,,CapeBreton,,,Trails,,,,
x,b,Chestermere_Golf_Course.csv,Name,description,,,,,,,,,,,,,x,y,Chestermere,,,Golf,,,,
x,,Chestermere_Points_of_Interest (2).csv,NAME,SUB_CAT,,,,,,ADDRESS,,,,,,,X,Y,Chestermere,,,Mixed,SUB_CAT,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,,Chilliwack_ActiveBusLic.csv,TRADE_NAME,LICENCE_DESCRIPTION,CIVIC_UNIT,,CIVIC_STREET,,,CIVIC_ADDRESS,CIVIC_POSTAL_CODE,,,,,,LONG,LAT,Chilliwack,,,Mixed,TRADE_NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,xxx,Chilliwack_CityTrailsExisting.csv,TRAIL_NAME,,,,,,,,,,,,,,,,Chilliwack,,,Trails,,,,
x,,Cochrane_Points_of_Interest (1).csv,Name,Type,,,,,,,,,,,,,X,Y,Cochrane,,,Mixed,Type,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,CountyofDufferin_Recreation_Centres.csv,NAME,,,,,,,ADDRESS,,TOWN,,,,,X,Y,CountyofDufferin,,,Rec Centres,,,,
x,a,Courtenay_Trails.csv,Name,Class,,,,,,Location,,,,,,,x,y,Courtenay,,,Trails,,,,
x,a,DistrictofLakeCounty_Connecting_Trails.csv,Name,Type,,,,,,,,,,,,,x,y,DistrictofLakeCounty,,,Trails,,,,
x,b,DistrictofLakeCounty_Rail_Trail_Centreline.csv,Name,,,,,,,,,,,,,,x,y,DistrictofLakeCounty,,,Trails,,,,
x,,DistrictofNorthVancouver_CulPointsOfInterest CulPointsOfInterest.csv,Name,,,,,,,,,,,,,,x,y,DistrictofNorthVancouver,,,Mixed,Name,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,DistrictofNorthVancouver_PrkField PrkField.csv,Name,,,,,,,,,,,,,,x,y,DistrictofNorthVancouver,,,Sports Fields,,,,
x,,DistrictofNorthVancouver_PrkPark PrkPark.csv,Name,,,,,,,,,,,,,,x,y,DistrictofNorthVancouver,,,Parks,,,,
x,,DistrictofNorthVancouver_PrkSportsSurface PrkSportsSurface.csv,Name,,,,,,,,,,,,,,x,y,DistrictofNorthVancouver,,,Sports Fields,,,,
x,,DistrictofNorthVancouver_TrnTrailPublic TrnTrailPublic.csv,Name,,,,,,,,,,,,,,x,y,DistrictofNorthVancouver,,,Trails,,,,
x,a,DistrictofSquamish_Building_Points.csv,Building_Name,Type,,,,,,Address,,,,,,,Longitude,Latitude,DistrictofSquamish,,,Mixed,Building_Name,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,b,DistrictofSquamish_Point_of_Interest (1).csv,Name,FACILITYCLASS,,,,,,,,,,,,,x,y,DistrictofSquamish,,,Mixed,Name,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,b,DistrictofSquamish_Trails.csv,Name,TRAIL_TYPE,,,,,,,,,,,,,x,y,DistrictofSquamish,,,Trails,,,,
a,,Durham_Community_Services (3).csv,NAME,TYPE,,,,,,ADDRESS,POSTAL_CODE,MUNICIPALITY,,,,,,,Durham,,,Mixed,NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,,Edmonton_Attractions.csv,NAME,TYPE,,,,,,,,,,,,,LONGITUDE,LATITUDE,Edmonton,,,Mixed,NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,Edmonton_City_Golf_Courses.csv,NAME,,,,,,,,,,,,,,LONGITUDE,LATITUDE,Edmonton,,,Golf,,,,
x,,Edmonton_ETS_-_Bus_Stops_by_Landmarks__Map_View_ (1).csv,LANDMARK_NAME,,,,,,,ADDRESS,,,,,,,LONGITUDE,LATITUDE,Edmonton,,,Mixed,LANDMARK_NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,Edmonton_Facility_Service_Notifications.csv,Facility/Service Name,Facility/Service Type,,,,,,Address,,,,,,,Longitude,Latitude,Edmonton,,,Mixed,Facility/Service Type,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
y,,Edmonton_Indoor_Swimming_Pools_-_Map_View.csv,NAME,,,,,,,LOCATION,,,,,,,,,Edmonton,,,Pools,,,,
x,b,Edmonton_OUTDOORS_POOLS_SHAPE.csv,Name,type,,,,,,address,,,,,,,x,y,Edmonton,,,Pools,,,,
x,,Edmonton_SPORTS_FIELDS_POLYGON.csv,NAME,TYPE,,,,,,,,,,,,,long,lat,Edmonton,,,Mixed,,,,
x,,fort-erie-ball-hockey-courts Ball Hockey Courts.csv,Name,,,,,,,,,,,,,,x,y,fort-erie-ball-hockey-courts Ball Hockey Courts.csv,,,Sports Fields,,,,
x,,fort-erie-baseball-diamonds Baseball Diamonds.csv,Name,Type,,,,,,Location,,,,,,,x,y,fort-erie-baseball-diamonds Baseball Diamonds.csv,,,Baseball,,,,
x,,fort-erie-basketball-courts Basketball Courts.csv,Name,,,,,,,,,,,,,,x,y,fort-erie-basketball-courts Basketball Courts.csv,,,Basketball,,,,
x,,fort-erie-friendship-recreation-trail Fort Erie Friendship Recreational Trail.csv,Name,,,,,,,,,,,,,,x,y,fort-erie-friendship-recreation-trail Fort Erie Friendship Recreational Trail.csv,,,Trails,,,,
x,,fort-erie-playgrounds Playgrounds.csv,Name,,,,,,,,,,,,,,x,y,fort-erie-playgrounds Playgrounds.csv,,,Playgrounds,,,,
x,,fort-erie-soccer-fields Soccer Fields.csv,Name,,,,,,,Location,,,,,,,x,y,fort-erie-soccer-fields Soccer Fields.csv,,,Soccer,,,,
x,,fort-erie-splash-pads Splash Pads.csv,Name,,,,,,,,,,,,,,x,y,fort-erie-splash-pads Splash Pads.csv,,,Splash Pads,,,,
x,,fort-erie-tennis-courts Tennis Courts.csv,Name,,,,,,,,,,,,,,x,y,fort-erie-tennis-courts Tennis Courts.csv,,,Tennis,,,,
x,,Fredericton_BallDiamonds.csv,Facility,Translated,,,,,,Address,,,,,,,X,Y,Fredericton,,,Sports Fields,,,,
x,,Fredericton_BallFields.csv,Facility,Sub_Class,,,,,,Location,,,,,,,X,Y,Fredericton,,,Sports Fields,,,,
x,,Fredericton_Baseball.csv,Name,,,,,,,,,,,,,,X,Y,Fredericton,,,Baseball,,,,
x,,Fredericton_Basketball.csv,Name,,,,,,,,,,,,,,X,Y,Fredericton,,,Basketball,,,,
x,,Fredericton_Gyms.csv,Name,,,,,,,,,,,,,,X,Y,Fredericton,,,Gyms,,,,
x,,Fredericton_IceSurfaces.csv,Facility,Type,,,,,,Address,,,,,,,X,Y,Fredericton,,,Rinks,,,,
x,,Fredericton_OutdoorCourts.csv,Facility,Type,,,,,,Address,,,,,,,X,Y,Fredericton,,,Sports Fields,,,,
x,,Fredericton_Pools_and_Beaches.csv,Name,,,,,,,,,,,,,,X,Y,Fredericton,,,Mixed,,,,
x,,Fredericton_SportsFields.csv,Facility,Type,,,,,,Address,,,,,,,X,Y,Fredericton,,,Sports Fields,,,,
x,,Fredericton_Swimming.csv,Facility,Type,,,,,,Address,,,,,,,X,Y,Fredericton,,,Mixed,,,,
x,,Fredericton_Tennis_Courts__Courts_de_tennis.csv,Name,,,,,,,,,,,,,,X,Y,Fredericton,,,Tennis,,,,
x,a,Fredericton_Trails.csv,Name,,,,,,,,,,,,,,x,y,Fredericton,,,Trails,,,,
b,,Gatineau_activites_recreatives_sportives_badminton_utf8 (1).csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Badminton,,,,
b,,Gatineau_activites_recreatives_sportives_baseball_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Baseball,,,,
b,,Gatineau_activites_recreatives_sportives_basketball_exterieur_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Basketball,,,,
b,,Gatineau_activites_recreatives_sportives_basketball_interieur_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Basketball,,,,
b,,Gatineau_activites_recreatives_sportives_hockey_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Hockey,,,,
b,,Gatineau_activites_recreatives_sportives_pataugeoires_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Pools,,,,
b,,Gatineau_activites_recreatives_sportives_patinage_glace_exterieure_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,Longitude,Latitude,Gatineau,,,Indoor Rinks,,,,
b,,Gatineau_activites_recreatives_sportives_patinage_glace_interieure_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Outdoor Rinks,,,,
b,,Gatineau_activites_recreatives_sportives_piscines_exterieures_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Pools,,,,
b,,Gatineau_activites_recreatives_sportives_piscines_interieures_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Pools,,,,
b,,Gatineau_activites_recreatives_sportives_plages_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,Longitude,Latitude,Gatineau,,,Beach,,,,
b,,Gatineau_activites_recreatives_sportives_planche_roulettes_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Skateboard,,,,
b,,Gatineau_activites_recreatives_sportives_soccer_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Soccer,,,,
b,,Gatineau_activites_recreatives_sportives_tennis_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Tennis,,,,
b,,Gatineau_activites_recreatives_sportives_volleyball_utf8.csv,Lieu,,,,,,,Adresse,,,,,,,,,Gatineau,,,Volleyball,,,,
x,,Gatineau_tourisme_utf8 (1).csv,Titre (en-CA),CatÃ©gorie (en-CA),,,,,,Adresse (en-CA),Code postal,Ville,Province (en-CA),,,,Longitude,Latitude,Gatineau,,,Mixed,Titre (en-CA),Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,GrandePrairie_OutdoorRinks.csv,BoardType,,,,,,,,,,,,,,long,lat,GrandePrairie,,,Rinks,,,,
x,,GrandePrairie_POI_SHP.csv,POI_DESCRI,,,,,,,,,,,,,,long,lat,GrandePrairie,,,Mixed,POI_DESCRI,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,GrandePrairie_RecreationAssets (1).csv,asset_name,asset_type,,,,,,,,,,,,,long,lat,GrandePrairie,,,Mixed,,,,
x,,GrandePrairie_Trails.csv,,,,,,,,,,,,,,,long,lat,GrandePrairie,,,Trails,,,,
y,a,GreaterSudbury_Recreation_Layer.csv,Name_EN,Category_EN,,,,,,,,,,,,,x,y,GreaterSudbury,,,Mixed,Category_EN,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,,GreyCounty_Tourism_Interest_Points.csv,NAME,TYPE,,CIVIC,STREET,,,,POSTAL_CODE,MUNICIPALITY,,,,,X,Y,GreyCounty,,,Mixed,NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,Guelph_GolfCourses GolfCourses.csv,Name,,,,,,,,,,,,,,x,y,Guelph,,,Golf,,,,
