Done,KML,File,library_name,library_type,unit,street_no,street_name,street_suffix,street_direction,address_full,postcode,city,prov/terr,PRuid,CSDname,CSDuid,longitude,latitude,data_city,data_prov/terr,data_provider,file_type,filter_name,filter_value,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo
a,a,TownshipofLangley_Facilities (1).csv,FacilityName,,,,,,,,,,,,,,x,y,TownshipofLangley,,,Mixed,FacilityName,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,a,TownshipofLangley_Trails.csv,TrailName,,,,,,,,,,,,,,x,y,TownshipofLangley,,,Trails,,,,
x,,Vancouver_dog-off-leash-parks.csv,NAME,,,,,,,ADDRESS,,,,,,,,,Vancouver,,,Dog Parks,,,,
y,,Victoria_City_and_Neighbourhood_Facilities.csv,FacilityName,Type,,,,,,Address,,,,,,,,,Victoria,,,Mixed,,,,
x,a,Victoria_Parks_maintained_by_the_City_of_Victoria.csv,Alias_Name,,,,,,,,,,,,,,x,y,Victoria,,,Parks,,,,
x,a,Victoria_Sport_Courts.csv,LocationName,SportCourtType,,,,,,,,,,,,,x,y,Victoria,,,Sports Fields,,,,
x,a,Victoria_Sport_Fields.csv,LocationName,SportFieldType,,,,,,,,,,,,,x,y,Victoria,,,Sports Fields,LocationName,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,WaterlooRegion_Playgrounds.csv,PLAYGROUND_NAME,,,,,,,,,,,,,,X,Y,WaterlooRegion,,,Playgrounds,,,,
a,,WaterlooRegion_Points_of_Interest (2).csv,FACILITY,TYPE,,,,,,ADDRESS,,,,,,,LONGITUDE,LATITUDE,WaterlooRegion,,,Mixed,FACILITY,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
y,,WaterlooRegion_Recreation_Points.csv,NAME,TYPE,,,,,,ADDRESS,,,,,,,,,WaterlooRegion,,,Mixed,NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
y,,WaterlooRegion_Recreational_Camps.csv,FacilityName,Category,,,,,,SiteStreet,,SiteCity,,,,,,,WaterlooRegion,,,Camps,,,,
y,,WaterlooRegion_Recreational_Water_Facilities.csv,FacilityName,Category,,,,,,SiteStreet,,SiteCity,,,,,,,WaterlooRegion,,,Mixed,,,,
x,,WaterlooRegion_Seasonal_Outdoor_Rinks.csv,PARK_NAME,,,,,,,,,,,,,,X,Y,WaterlooRegion,,,Rinks,,,,
x,a,WaterlooRegion_Sports_Fields_and_Diamonds.csv,,LAYER,,,,,,,,,,,,,x,y,WaterlooRegion,,,Sports Fields,,,,
x,a,WaterlooRegion_Trails.csv,TRAIL_NAME,PATH_TYPE,,,,,,,,,,,,,x,y,WaterlooRegion,,,Trails,,,,
x,,Welland_city-wide_trails.csv,description,Name,,,,,,,,,,,,,x,y,Welland,,,Trails,,,,
a,,Welland_municipal_facilities (1).csv,Name,SubType,,,,,,Address,,,,,,,Lon,Lat,Welland,,,Mixed,Name,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,a,Whistler_MultiUse_Trails.csv,ASSETNAME,ASSETID,,,,,,,,,,,,,x,y,Whistler,,,Trails,,,,
x,a,Whistler_Valley_Trail.csv,ASSETNAME,CLASS,,,,,,,,,,,,,x,y,Whistler,,,Trails,,,,
x,,Whitehorse_PR_Playgrounds DBO.csv,description,,,,,,,,,,,,,,x,y,Whitehorse,,,Playgrounds,,,,
x,,Whitehorse_TRAIL_MOTOR_Winter_2012 DBO.csv,,,,,,,,,,,,,,,x,y,Whitehorse,,,Trails,,,,
x,,Whitehorse_Trails_Ski_2003 DBO.csv,,,,,,,,,,,,,,,x,y,Whitehorse,,,Trails,,,,
x,,WhiteRock_Hill_Wlk Hill_Wlk.csv,,,,,,,,,,,,,,,x,y,WhiteRock,,,Trails,,,,
x,,WhiteRock_Ls_Fclty Ls_Fclty.csv,,,,,,,,,,,,,,,x,y,WhiteRock,,,Rec Centres,,,,
x,,WhiteRock_PlayGrnd PlayGrnd.csv,,,,,,,,,,,,,,,x,y,WhiteRock,,,Playgrounds,,,,
x,,WhiteRock_SprtFldPly SprtFldPly.csv,Name,,,,,,,,,,,,,,x,y,WhiteRock,,,Sports Fields,,,,
x,,Winnipeg_Arena.csv,Name,,,,,,,Address,,,,,,,long,lat,Winnipeg,,,Arenas,,,,
x,,Winnipeg_Fitness_Leisure_Centre.csv,Name,,,,,,,Address,,,,,,,long,lat,Winnipeg,,,Rec Centres,,,,
a,,Winnipeg_Recreation_Complex.csv,Complex Name,,,,,,,Address,,,,,,,long,lat,Winnipeg,,,Rec Centres,,,,
x,,Winnipeg_Soccer_-_Indoor.csv,Name,,,,,,,Address,,,,,,,long,lat,Winnipeg,,,Soccer,,,,
x,,Winnipeg_Swimming_Pool_-_Indoor.csv,Name,,,,,,,Address,,,,,,,long,lat,Winnipeg,,,Pools,,,,
x,,Winnipeg_Swimming_Pool_-_Outdoor.csv,Name,,,,,,,Address,,,,,,,long,lat,Winnipeg,,,Pools,,,,
x,,Winnipeg_Swimming_Pool_-_Spray_Pad.csv,Name,,,,,,,Address,,,,,,,long,lat,Winnipeg,,,Splash Pads,,,,
x,,Winnipeg_Swimming_Pool_-_Wading.csv,Name,,,,,,,Address,,,,,,,long,lat,Winnipeg,,,Wading Pool,,,,
y,,YorkRegion_City_Owned_Facilities (1).csv,NAME,TYPE,,,,,,ADDRESS,,TOWNAREA,,,,,,,YorkRegion,,,Mixed,NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,YorkRegion_Golf_Course.csv,Name,Type,,,,,,Address,PostalCode,Municipality,Province,,,,X,Y,YorkRegion,,,Golf,,,,
x,a,YorkRegion_Trails.csv,TRAIL_NAME,,,,,,,,,,,,,,x,y,YorkRegion,,,Trails,,,,
