strID,strDST,strSEC,strNM,strAD1,strAD2,StrCM,strCT,strPC,strGR,strILEn,strILFr,strURL,intBuilt,geometry,latitude,longitude,ISCED020,ISCED1,ISCED2,ISCED3
504,DSF-NE,Francophone,École Ola-Léger,"642, boulevard des Acadiens",,Bertrand,Gloucester,E1W 1G8,"Maternelle, 1-8",French,Français,http://olaleger.nbed.nb.ca,1994,POINT (-65.07782431691692 47.74672019441643),47.746720194416426,-65.07782431691692,1,1,1,0
503,DSF-NE,Francophone,École Léandre-LeGresley,"261, rue Acadie",C.P. 1003,Grande-Anse,Gloucester,E8N 2T9,"Maternelle, 1-8",French,Français,http://leandrelegresley.nbed.nb.ca,1957,POINT (-65.18650816854687 47.81121665081813),47.81121665081813,-65.18650816854687,1,1,1,0
541,DSF-NE,Francophone,École Terre des Jeunes,"1191, rue des Fondateurs",,Paquetville,Gloucester,E8R 1A9,"Maternelle, 1-8",French,Français,http://terredesjeunes.nbed.nb.ca,1982,POINT (-65.10805443969731 47.67064772476355),47.67064772476356,-65.10805443969731,1,1,1,0
2638,ASD-W,Anglophone,Royal Road Elementary School,340 Royal Road,,Fredericton,York,E3G 6J9,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://RoyalRoad.nbed.nb.ca,1982,POINT (-66.67061115718593 45.99634464178374),45.99634464178374,-66.67061115718593,1,1,0,0
2620,ASD-W,Anglophone,Nashwaak Valley School,747 Route 628 Hwy,,Durham Bridge,York,E6C 1N6,"Kindergarten, 1-5",English,Anglais,http://nashwaakvalley.nbed.nb.ca/,1955,POINT (-66.60476312480269 46.13260412555847),46.13260412555847,-66.60476312480269,1,1,0,0
906,ASD-W,Anglophone,Stanley Consolidated School,28 Bridge Street,,Stanley,York,E6B 1B2,"Kindergarten, 1-12",English,Anglais,http://stanleyhigh.nbed.nb.ca,1992,POINT (-66.73896786436875 46.28168649358852),46.28168649358852,-66.73896786436876,1,1,1,1
1702,ASD-E,Anglophone,Caledonia Regional High School,35 School Lane,,Hillsborough,Albert,E4H 3B8,6-12,"English, French Immersion","Anglais, Immersion française",http://caledonia.nbed.nb.ca,1972,POINT (-64.65349504168418 45.92865007737134),45.92865007737134,-64.65349504168418,,1,1,1
1703,ASD-E,Anglophone,Hillsborough Elementary School,31 School Lane,,Hillsborough,Albert,E4H 3B8,"Kindergarten, 1-5",English,Anglais,http://hillsboroughelementary.nbed.nb.ca,1963,POINT (-64.65270018465881 45.92867433524165),45.92867433524165,-64.65270018465881,1,1,0,0
1704,ASD-E,Anglophone,Riverside Consolidated School,90 Water Street,,Riverside-Albert,Albert,E4H 3Z7,"Kindergarten, 1-5",English,Anglais,http://rcs.nbed.nb.ca,1905,POINT (-64.73125175834996 45.74829803872877),45.74829803872877,-64.73125175834996,1,1,0,0
1610,ASD-E,Anglophone,J.M.A. Armstrong/Salisbury Middle School,55 Douglas Street,,Salisbury,Westmorland,E4J 2B4,5-12,"English, French Immersion","Anglais, Immersion française",http://jmasms.nbed.nb.ca,1962,POINT (-65.04105810678912 46.02457030719476),46.02457030719476,-65.04105810678912,,1,1,1
1607,ASD-E,Anglophone,Salisbury Elementary School,2646 River Road,,Salisbury,Westmorland,E4J 2R2,"Kindergarten, 1-4","English, French Immersion","Anglais, Immersion française",http://salisburyelem.nbed.nb.ca,1947,POINT (-65.03839708376981 46.02471093321778),46.02471093321778,-65.03839708376981,1,1,0,0
1528,ASD-E,Anglophone,Magnetic Hill School,3346 Route 126,,Lutes Mountain,Westmorland,E1G 2X4,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://maghill.nbed.nb.ca,1988,POINT (-64.91358618982171 46.13571135008313),46.13571135008314,-64.91358618982171,1,1,1,0
1505,ASD-E,Anglophone,Birchmount School,256 Ayer Avenue,,Moncton,Westmorland,E1C 8G8,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://birchmount.nbed.nb.ca,1965,POINT (-64.83013956255323 46.10313035422717),46.10313035422717,-64.83013956255323,1,1,1,0
1503,ASD-E,Anglophone,Beaverbrook School,1085 Mountain Road,,Moncton,Westmorland,E1C 2S9,"Kindergarten, 1-8",English,Anglais,http://beaverbrook.nbed.nb.ca,1949,POINT (-64.82058505873606 46.10550944791925),46.10550944791925,-64.82058505873607,1,1,1,0
1577,ASD-E,Anglophone,Northrop Frye School,1392 Ryan Street,,Moncton,Westmorland,E1G 2V3,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://northropfrye.nbed.nb.ca/,2010,POINT (-64.88645655807147 46.12354302743633),46.123543027436334,-64.88645655807147,1,1,0,0
1362,DSF-S,Francophone,École Le Sommet,"701, rue Ryan",,Moncton,Westmorland,E1G 5R2,"Maternelle, 1-8",French,Français,http://lesommet.nbed.nb.ca,2013,POINT (-64.86499111283777 46.1059153547129),46.1059153547129,-64.86499111283777,1,1,1,0
2020,ASD-S,Anglophone,Hazen-White-St. Francis School,538 Sandy Point Road,,Saint John,Saint John,E2K 3S2,"Kindergarten, 1-5",English,Anglais,http://hwsf.nbed.nb.ca,1961,POINT (-66.07309041134981 45.29375841684033),45.293758416840326,-66.07309041134981,1,1,0,0
2065,ASD-S,Anglophone,Millidgeville North School,500 Woodward Avenue,,Saint John,Saint John,E2K 4G7,3-8,"English, French Immersion","Anglais, Immersion française",http://millidgeville.nbed.nb.ca,1967,POINT (-66.11324185986179 45.29702372766632),45.29702372766632,-66.11324185986179,,1,1,0
2007,ASD-S,Anglophone,Centennial School,10 Constance Street,,Saint John,Saint John,E2K 2P8,"Kindergarten, 1-5",English,Anglais,http://centennial.nbed.nb.ca/,1966,POINT (-66.08346521437693 45.28175565794509),45.28175565794509,-66.08346521437693,1,1,0,0
2059,ASD-S,Anglophone,M. Gerald Teed Memorial School,151 Black Street,,Saint John,Saint John,E2K 2L6,"Kindergarten, 1-2","English, French Immersion","Anglais, Immersion française",http://mgeraldteed.nbed.nb.ca,1963,POINT (-66.10232455851542 45.2971220386975),45.2971220386975,-66.10232455851542,1,1,0,0
5201,DSF-S,Francophone,Centre scolaire Samuel-de-Champlain,"67, chemin Ragged Point",,Saint John,Saint John,E2K 5C3,"Maternelle, 1-12",French,Français,http://samuel-de-champlain.nbed.nb.ca,1984,POINT (-66.1158027992613 45.29432159225042),45.29432159225043,-66.11580279926129,1,1,1,1
2609,ASD-W,Anglophone,Garden Creek School,1360 Woodstock Road,,Fredericton,York,E3B 9G7,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://gardencreek.nbed.nb.ca,1965,POINT (-66.70355244560444 45.96483844366958),45.96483844366958,-66.70355244560444,1,1,0,0
2614,ASD-W,Anglophone,Kingsclear Consolidated School,3188 Woodstock Road,,Fredericton,York,E3C 1K9,"Kindergarten, 1-5",English,Anglais,http://kingsclear.nbed.nb.ca,1950,POINT (-66.77017528385753 45.96507981016104),45.965079810161036,-66.77017528385753,1,1,0,0
762,DSF-NE,Francophone,École La Villa des Amis,"6830, Route 11",,Tracadie Beach,Gloucester,E1X 4P4,"Maternelle, 1-8",French,Français,http://villa.nbed.nb.ca,1974,POINT (-64.91615300446624 47.44438919144166),47.44438919144166,-64.91615300446624,1,1,1,0
714,DSF-NE,Francophone,École La Passerelle,"5067, Route 160",,Pont-Landry,Gloucester,E1X 2V5,"Maternelle, 1-8",French,Français,http://lapasserelle.nbed.nb.ca,1952,POINT (-64.96338644440729 47.57475532291367),47.574755322913674,-64.96338644440729,1,1,1,0
760,DSF-NE,Francophone,Polyvalente W.-Arthur-Losier,"585, rue de l'Église","C. P. 3680, Succ. Bureau Chef",Tracadie-Sheila,Gloucester,E1X 1G5,9-12,French,Français,http://wal.nbed.nb.ca,1969,POINT (-64.92075323363197 47.51310826627425),47.51310826627425,-64.92075323363197,,0,1,1
719,DSF-NE,Francophone,École La Ruche,"635, rue de l'Église",,Tracadie-Sheila,Gloucester,E1X 1B1,"Maternelle, 1-5",French,Français,http://laruche.nbed.nb.ca,1977,POINT (-64.9234183964801 47.51263595026379),47.512635950263785,-64.9234183964801,1,1,0,0
720,DSF-NE,Francophone,École Le Tremplin,"520, rue de l'Église",,Tracadie-Sheila,Gloucester,E1X 1B1,6-8,French,Français,http://tremplin.nbed.nb.ca,1992,POINT (-64.9154770111258 47.51274432084261),47.51274432084261,-64.91547701112579,,1,1,0
725,DSF-NE,Francophone,École La Source,"906, rue Louis-G.-Daigle","C. P. 4059, Succ.B",Tracadie-Sheila,Gloucester,E1X 1G4,"Maternelle, 1-8",French,Français,http://lasource.nbed.nb.ca,1970,POINT (-64.92328585736063 47.47915924357184),47.47915924357184,-64.92328585736063,1,1,1,0
3001,ASD-W,Anglophone,Bath Community School,118 School Street,,Bath,Carleton,E7J 1C4,"Kindergarten, 1-8",English,Anglais,http://bathmiddleschool.nbed.nb.ca/,1954,POINT (-67.58772739878653 46.50638322538072),46.506383225380716,-67.58772739878654,1,1,1,0
3004,ASD-W,Anglophone,Bristol Elementary School,9208 Main Street,P.O. Box 826,Florenceville-Bristol,Carleton,E7L 2A9,"Kindergarten, 1-5",English,Anglais,http://bres.nbed.nb.ca,1966,POINT (-67.57665794665887 46.47359591197594),46.473595911975934,-67.57665794665887,1,1,0,0
3018,ASD-W,Anglophone,Carleton North High School,30 School Street,,Florenceville-Bristol,Carleton,E7L 2G2,9-12,"English, French Immersion","Anglais, Immersion française",http://cnhs.nbed.nb.ca,1977,POINT (-67.5794823715988 46.46710764999881),46.46710764999881,-67.5794823715988,,0,1,1
3009,ASD-W,Anglophone,Florenceville Elementary School,8470 Main Street,P.O. Box 431,Florenceville-Bristol,Carleton,E7L 4J8,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://fes.nbed.nb.ca,1966,POINT (-67.61137948243834 46.41872900424831),46.41872900424831,-67.61137948243835,1,1,0,0
3008,ASD-W,Anglophone,Florenceville Middle School,8794 Main Street,,Florenceville-Bristol,Carleton,E7L 3G2,6-8,"English, French Immersion","Anglais, Immersion française",http://fms.nbed.nb.ca,1955,POINT (-67.616008286701 46.44674017696347),46.446740176963466,-67.616008286701,,1,1,0
3005,ASD-W,Anglophone,Centreville Community School,751 Central Street,,Centreville,Carleton,E7K 2M6,"Kindergarten, 1-8",English,Anglais,http://ccs.nbed.nb.ca,2004,POINT (-67.70695791954131 46.43125054887755),46.43125054887754,-67.70695791954131,1,1,1,0
3107,ASD-W,Anglophone,Andover Elementary School,9 School Street,,Perth-Andover,Victoria,E7H 4T4,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://aes.nbed.nb.ca,1956,POINT (-67.69907169475776 46.74983092273899),46.749830922738994,-67.69907169475776,1,1,0,0
3122,ASD-W,Anglophone,Donald Fraser Memorial School,231 Main Street,,Plaster Rock,Victoria,E7G 2G6,"Kindergarten, 1-5",English,Anglais,http://dfms.nbed.nb.ca,1992,POINT (-67.39664191432499 46.90665988592908),46.90665988592908,-67.39664191432499,1,1,0,0
3105,ASD-W,Anglophone,Perth-Andover Middle School,20 Nissen Street,,Perth-Andover,Victoria,E7H 3G1,6-8,"English, French Immersion","Anglais, Immersion française",http://pams.nbed.nb.ca,2004,POINT (-67.70336188484004 46.75395233032614),46.753952330326136,-67.70336188484004,,1,1,0
3106,ASD-W,Anglophone,Southern Victoria High School,13 School Street,,Perth-Andover,Victoria,E7H 4T4,9-12,"English, French Immersion","Anglais, Immersion française",http://svhs.nbed.nb.ca,1953,POINT (-67.69876701897205 46.74809632360159),46.74809632360159,-67.69876701897205,,0,1,1
3111,ASD-W,Anglophone,Tobique Valley High School,290 Main Street,,Plaster Rock,Victoria,E7G 2C6,6-12,English,Anglais,http://tvhs.nbed.nb.ca,1947,POINT (-67.39177996421755 46.91374636724133),46.91374636724132,-67.39177996421755,,1,1,1
2513,ASD-W,Anglophone,Oromocto High School,25 MacKenzie Avenue,,Oromocto,Sunbury,E2V 1K4,9-12,"English, French Immersion","Anglais, Immersion française",http://ohs.nbed.nb.ca,1965,POINT (-66.47942801401707 45.84587760645196),45.84587760645197,-66.47942801401706,,0,1,1
2512,ASD-W,Anglophone,Ridgeview Middle School,102 Waasis Road,,Oromocto,Sunbury,E2V 1G6,6-8,"English, French Immersion","Anglais, Immersion française",http://ridgeview.nbed.nb.ca,1958,POINT (-66.47306269942406 45.84773105388548),45.84773105388548,-66.47306269942406,,1,1,0
5107,DSF-S,Francophone,École Arc-en-ciel,"95, promenade Drummond",,Oromocto,Sunbury,E2V 2A6,"Maternelle, 1-8",French,Français,http://arc-en-ciel.nbed.nb.ca,1957,POINT (-66.48765314000647 45.84208794979348),45.84208794979347,-66.48765314000647,1,1,1,0
2510,ASD-W,Anglophone,Summerhill Street Elementary School,20 Summerhill Street,,Oromocto,Sunbury,E2V 1V1,3-5,"English, French Immersion","Anglais, Immersion française",http://summerhill.nbed.nb.ca,1959,POINT (-66.49104605229152 45.84708999387369),45.847089993873695,-66.49104605229152,,1,0,0
2508,ASD-W,Anglophone,Gesner Street Elementary School,10 Gesner Street,,Oromocto,Sunbury,E2V 1S8,"Kindergarten, 1-2","English, French Immersion","Anglais, Immersion française",http://ge.nbed.nb.ca,1959,POINT (-66.48416337970765 45.84382792925929),45.84382792925929,-66.48416337970765,1,1,0,0
2511,ASD-W,Anglophone,Harold Peterson Middle School,90 St. Lawrence Avenue,,Oromocto,Sunbury,E2V 1T2,6-8,"English, French Immersion","Anglais, Immersion française",http://haroldpeterson.nbed.nb.ca,1958,POINT (-66.48187631851513 45.84174538350017),45.841745383500175,-66.48187631851513,,1,1,0
2506,ASD-W,Anglophone,Assiniboine Avenue Elementary School,55 Assiniboine Avenue,,Oromocto,Sunbury,E2V 1Y2,"Kindergarten, 1-2","English, French Immersion","Anglais, Immersion française",http://assiniboine.nbed.nb.ca,1957,POINT (-66.47785830757874 45.83791427026691),45.83791427026691,-66.47785830757874,1,1,0,0
2509,ASD-W,Anglophone,Hubbard Avenue Elementary School,50 Hubbard Avenue,,Oromocto,Sunbury,E2V 1N9,3-5,"English, French Immersion","Anglais, Immersion française",http://hubbard.nbed.nb.ca,1957,POINT (-66.47447535765876 45.84254709910796),45.84254709910796,-66.47447535765876,,1,0,0
2504,ASD-W,Anglophone,Lincoln Elementary Community School,"2475 Lincoln Road, Route 102 Hwy",,Lincoln,Sunbury,E3B 7E6,"Kindergarten, 1-5",English,Anglais,http://lincoln.nbed.nb.ca,2013,POINT (-66.53873544609074 45.88018899441042),45.88018899441042,-66.53873544609074,1,1,0,0
4109,DSF-NE,Francophone,Académie Assomption,"1255, promenade Rough Waters",,Bathurst,Gloucester,E2A 1Z2,"Maternelle, 1-5",French,Français,http://academieassomption.wordpress.com,1944,POINT (-65.63344788766975 47.61019355874213),47.61019355874213,-65.63344788766976,1,1,0,0
4143,DSF-NE,Francophone,François-Xavier-Daigle,"4572, Route 134",,Allardville,Gloucester,E8L 1E4,"Maternelle, 1-8",French,Français,http://francoisxavierdaigle.nbed.nb.ca,1964,POINT (-65.49424739887795 47.47571870199668),47.475718701996676,-65.49424739887796,1,1,1,0
4259,ASD-N,Anglophone,Janeville Elementary School,107 Route 340,,Janeville,Gloucester,E2A 5C5,"Kindergarten, 1-5",English,Anglais,http://je.nbed.nb.ca,1981,POINT (-65.44061150316561 47.69004945974481),47.69004945974481,-65.44061150316561,1,1,0,0
702,DSF-NE,Francophone,École La Relève-de-Saint-Isidore,"3953, boulevard des Fondateurs",,Saint-Isidore,Gloucester,E8M 1C1,"Maternelle, 1-8",French,Français,http://lareleve.nbed.nb.ca,1994,POINT (-65.051720960578 47.55448217922864),47.55448217922864,-65.05172096057801,1,1,1,0
4201,ASD-N,Anglophone,Bathurst High School,640 King Avenue,,Bathurst,Gloucester,E2A 1R1,9-12,"English, French Immersion","Anglais, Immersion française",http://bathursthigh.nbed.nb.ca,1925,POINT (-65.65263479437063 47.61486560541804),47.614865605418046,-65.65263479437063,,0,1,1
4261,ASD-N,Anglophone,Terry Fox Elementary School,155 Basin Street,,Bathurst,Gloucester,E2A 6N1,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://tfes.nbed.nb.ca,2006,POINT (-65.65966201845626 47.6033363405954),47.6033363405954,-65.65966201845626,1,1,0,0
2705,ASD-W,Anglophone,Harvey High School,2055 Route 3,P.O. Box 258,Harvey Station,York,E6K 3W9,6-12,"English, French Immersion","Anglais, Immersion française",http://harveyhighschool.nbed.nb.ca,1980,POINT (-67.008145332773 45.72011022183131),45.72011022183129,-67.008145332773,,1,1,1
2701,ASD-W,Anglophone,Harvey Elementary School,1908 Route 3,,Harvey Station,York,E6K 2P4,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://hes.nbed.nb.ca,1966,POINT (-67.00231006546618 45.7323967086006),45.732396708600604,-67.00231006546618,1,1,0,0
2611,ASD-W,Anglophone,Keswick Ridge School,166 McKeen Drive,,Keswick Ridge,York,E6L 1N9,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://keswickridge.nbed.nb.ca,1952,POINT (-66.85822729598836 45.96677823464677),45.966778234646775,-66.85822729598836,1,1,1,0
2807,ASD-W,Anglophone,Keswick Valley Memorial School,"20, Route 617",,Burtts Corner,York,E6L 2X3,"Kindergarten, 1-8",English,Anglais,http://kvms.nbed.nb.ca,1951,POINT (-66.8787426112365 46.0607948824295),46.060794882429505,-66.87874261123649,1,1,1,0
2802,ASD-W,Anglophone,Nackawic Elementary School,110 McNair Drive,,Nackawic,York,E6G 1A8,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://nes.nbed.nb.ca,1967,POINT (-67.24057377993331 45.99475635122475),45.994756351224744,-67.24057377993331,1,1,0,0
2811,ASD-W,Anglophone,Nackawic Middle School,50 Landegger Drive,,Nackawic,York,E6G 1E9,6-8,"English, French Immersion","Anglais, Immersion française",http://nackawicmiddle.nbed.nb.ca,1971,POINT (-67.24070378677523 45.99265373421499),45.99265373421499,-67.24070378677523,,1,1,0
2801,ASD-W,Anglophone,Nackawic Senior High School,30 Landegger Drive,,Nackawic,York,E6G 1E9,9-12,"English, French Immersion","Anglais, Immersion française",http://nhs.nbed.nb.ca,1967,POINT (-67.2380248799064 45.99315988474524),45.993159884745246,-67.23802487990639,,0,1,1
2803,ASD-W,Anglophone,Canterbury High School,80 Main Street,,Canterbury,York,E6H 1L3,"Kindergarten, 1-12",English,Anglais,http://chs.nbed.nb.ca,1952,POINT (-67.46192556001746 45.89504781874958),45.89504781874958,-67.46192556001746,1,1,1,1
3924,DSF-S,Francophone,Étoile de l'Acadie,"50, rue de l'École",,Rogersville,Northumberland,E4Y 1V7,"Maternelle, 1-12",French,Français,http://assomption.nbed.nb.ca,1987,POINT (-65.42276439818968 46.73220872885197),46.732208728851965,-65.42276439818968,1,1,1,1
3955,DSF-S,Francophone,École Soleil Levant,"45, rue Morgan",,Richibucto,Kent,E4W 4E8,"Maternelle, 1-8",French,Français,http://soleil-levant.nbed.nb.ca,1991,POINT (-64.86508970671827 46.69491718903515),46.69491718903514,-64.86508970671828,1,1,1,0
3954,DSF-S,Francophone,École Mgr-Marcel-François-Richard,"49, rue du Collège, Unité 1",,Saint-Louis-de-Kent,Kent,E4X 1C2,"Maternelle, 1-12",French,Français,http://mfr.nbed.nb.ca,1977,POINT (-64.97277601207917 46.74052039334433),46.740520393344326,-64.97277601207917,1,1,1,1
4017,ASD-N,Anglophone,Rexton Elementary School,19 School Street,,Rexton,Kent,E4W 2E4,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://rextonelementary.nbed.nb.ca,1989,POINT (-64.86929257193064 46.64059709288916),46.64059709288916,-64.86929257193064,1,1,0,0
4055,ASD-N,Anglophone,Bonar Law Memorial School,197 Main Street,,Rexton,Kent,E4W 2A9,9-12,"English, French Immersion","Anglais, Immersion française",http://bonarlaw.nbed.nb.ca,1978,POINT (-64.85847902753865 46.64141953960778),46.64141953960778,-64.85847902753865,,0,1,1
1215,DSF-S,Francophone,École Calixte-F.-Savoie,"20, Route 505",,Sainte-Anne-de-Kent,Kent,E4S 1K3,"Maternelle, 1-8",French,Français,http://calixte-f-savoie.nbed.nb.ca,1957,POINT (-64.7729900503997 46.55203996873261),46.55203996873261,-64.7729900503997,1,1,1,0
4056,ASD-N,Anglophone,Eleanor W. Graham Middle School,9 California Road,,Rexton,Kent,E4W 1W7,6-8,"English, French Immersion","Anglais, Immersion française",http://EWGMS.nbed.nb.ca,2010,POINT (-64.8643667539081 46.63785621367075),46.63785621367075,-64.8643667539081,,1,1,0
2003,ASD-S,Anglophone,Barnhill Memorial School,750 Manawagonish Road,,Saint John,Saint John,E2M 3W5,6-8,"English, French Immersion","Anglais, Immersion française",http://barnhill.nbed.nb.ca,1952,POINT (-66.10372144298377 45.25455711509874),45.25455711509874,-66.10372144298377,,1,1,0
2005,ASD-S,Anglophone,Beaconsfield Middle School,630 Fundy Drive,,Saint John,Saint John,E2M 2S5,6-8,"English, French Immersion","Anglais, Immersion française",http://bms.nbed.nb.ca,1957,POINT (-66.07796074499925 45.25084760917505),45.25084760917504,-66.07796074499925,,1,1,0
2057,ASD-S,Anglophone,Saint Rose School,700 Manawagonish Road,,Saint John,Saint John,E2M 3W5,"Kindergarten, 1-5",English,Anglais,http://saintrose.nbed.nb.ca,1960,POINT (-66.10286231141032 45.25558379791046),45.25558379791046,-66.10286231141032,1,1,0,0
2070,ASD-S,Anglophone,Island View School,496 Ridge Row,,Saint John,Saint John,E2M 4A1,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://islandview.nbed.nb.ca,1972,POINT (-66.1289054339031 45.23657978671765),45.23657978671764,-66.1289054339031,1,1,0,0
2104,ASD-S,Anglophone,Deer Island Community School,711 Route 772,,Fairhaven,Charlotte,E5V 1T1,"Kindergarten, 1-8",English,Anglais,http://dics.nbed.nb.ca,1986,POINT (-66.98494317493304 44.97917572141308),44.97917572141308,-66.98494317493304,1,1,1,0
2206,ASD-S,Anglophone,White Head Elementary School,278 White Head Road,,White Head Island,Charlotte,E5G 1K6,"Kindergarten, 1-4",English,Anglais,,1971,POINT (-66.71078552615157 44.63644772430659),44.63644772430659,-66.71078552615157,1,1,0,0
2201,ASD-S,Anglophone,Grand Manan Community School,1144 Route 776,,Grand Manan,Charlotte,E5G 4E8,"Kindergarten, 1-12",English,Anglais,http://gmcs.nbed.nb.ca,1965,POINT (-66.76576492254023 44.68769021933156),44.68769021933156,-66.76576492254023,1,1,1,1
2101,ASD-S,Anglophone,Back Bay Elementary School,980 Route 172,,Back Bay,Charlotte,E5C 1Y1,"Kindergarten, 1-5",English,Anglais,http://bbes.nbed.nb.ca,1948,POINT (-66.87245924382303 45.05634728409741),45.056347284097406,-66.87245924382303,1,1,0,0
2111,ASD-S,Anglophone,Fundy Middle and High School,44 Mount Pleasant Road,,St. George,Charlotte,E5C 3K4,6-12,"English, French Immersion","Anglais, Immersion française",http://fundyhs.nbed.nb.ca,1977,POINT (-66.80980468762559 45.12519922217695),45.12519922217695,-66.80980468762559,,1,1,1
2110,ASD-S,Anglophone,St. George Elementary School,118 Brunswick Street,,St. George,Charlotte,E5C 1A9,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://sges.nbed.nb.ca,1949,POINT (-66.8339054634786 45.12885420636432),45.128854206364316,-66.8339054634786,1,1,0,0
2103,ASD-S,Anglophone,Blacks Harbour School,800 Main Street,,Blacks Harbour,Charlotte,E5H 1E6,"Kindergarten, 1-5",English,Anglais,http://bhs.nbed.nb.ca,1953,POINT (-66.78590669662522 45.05720853705964),45.057208537059644,-66.78590669662522,1,1,0,0
2074,ASD-S,Anglophone,Fundy Shores School,1095 Route 790,,Dipper Harbour,Saint John,E5J 1W4,"Kindergarten, 1-5",English,Anglais,http://fundyshores.nbed.nb.ca,1988,POINT (-66.45299029415972 45.09612322624149),45.096123226241495,-66.45299029415972,1,1,0,0
2023,ASD-S,Anglophone,Morna Heights School,80 Chalmer Drive,,Saint John,Saint John,E2M 6M9,"Kindergarten, 1-5",English,Anglais,http://mornaheights.nbed.nb.ca,1963,POINT (-66.16829732558207 45.29020369159915),45.29020369159914,-66.16829732558206,1,1,0,0
2052,ASD-S,Anglophone,St. Martins School,69 Main Street,,St. Martins,Saint John,E5R 1B4,"Kindergarten, 1-5",English,Anglais,http://stmartins.nbed.nb.ca,1973,POINT (-65.55193721101745 45.3507562341753),45.3507562341753,-65.55193721101746,1,1,0,0
1801,ASD-S,Anglophone,Apohaqui Elementary School,23 Foster Avenue West,,Apohaqui,Kings,E5P 3M9,"Kindergarten, 1-5",English,Anglais,http://apohaqui.nbed.nb.ca,1964,POINT (-65.60253509377512 45.69906917302313),45.699069173023126,-65.60253509377512,1,1,0,0
1817,ASD-S,Anglophone,Sussex Elementary School,25 Duke Street,,Sussex,Kings,E4E 1P8,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://sussexelementary.nbed.nb.ca,1962,POINT (-65.51688488345766 45.72518651860532),45.72518651860532,-65.51688488345766,1,1,0,0
1818,ASD-S,Anglophone,Sussex Regional High School,55 Leonard Drive,,Sussex,Kings,E4E 2P8,9-12,"English, French Immersion","Anglais, Immersion française",http://sussexhigh.nbed.nb.ca/,1979,POINT (-65.4924946022842 45.72541644972188),45.72541644972188,-65.4924946022842,,0,1,1
1820,ASD-S,Anglophone,Sussex Middle School,49 Bryant Drive,,Sussex,Kings,E4E 2P2,6-8,"English, French Immersion","Anglais, Immersion française",http://sussexmiddle.nbed.nb.ca,1991,POINT (-65.48649759252329 45.72429640191987),45.72429640191987,-65.48649759252329,,1,1,0
1819,ASD-S,Anglophone,Sussex Corner Elementary School,12 Dutch Valley Road,,Sussex Corner,Kings,E4E 2Y1,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://sussexcorner.nbed.nb.ca,1980,POINT (-65.47688980960417 45.70558863560776),45.70558863560776,-65.47688980960417,1,1,0,0
2639,ASD-W,Anglophone,New Maryland Elementary School,75 Clover Street,,New Maryland,York,E3C 1C5,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://nmes.nbed.nb.ca,1994,POINT (-66.69274437363859 45.89659150656926),45.89659150656926,-66.69274437363859,1,1,0,0
2505,ASD-W,Anglophone,Sunbury West School,5 Pride's Landing Road,,Fredericton Junction,Sunbury,E5L 1Y1,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://sunburywest.nbed.nb.ca,1991,POINT (-66.60595653350849 45.65856226151551),45.65856226151551,-66.60595653350849,1,1,1,0
2503,ASD-W,Anglophone,Geary Elementary Community School,16 Lauvina Bye Road,,Geary,Sunbury,E2V 3Y1,"Kindergarten, 1-5",English,Anglais,http://geary.nbed.nb.ca,1955,POINT (-66.47442407553473 45.76843146260084),45.76843146260085,-66.47442407553473,1,1,0,0
3823,ASD-N,Anglophone,Sugarloaf Senior High School,201 Dover Street,,Campbellton,Restigouche,E3N 1R3,9-12,"English, French Immersion","Anglais, Immersion française",http://sugarloaf.nbed.nb.ca,1976,POINT (-66.67590162402952 47.99867401616906),47.99867401616906,-66.67590162402952,,0,1,1
3803,ASD-N,Anglophone,Lord Beaverbrook School,113 Arran Street,,Campbellton,Restigouche,E3N 1M1,"Kindergarten, 1-4","English, French Immersion","Anglais, Immersion française",http://lbs.nbed.nb.ca/,1959,POINT (-66.68000588935381 48.00039338823651),48.0003933882365,-66.68000588935381,1,1,0,0
3806,ASD-N,Anglophone,Campbellton Middle School,80 Arran Street,,Campbellton,Restigouche,E3N 1L7,5-8,"English, French Immersion","Anglais, Immersion française",http://cms.nbed.nb.ca,1925,POINT (-66.67230102005738 48.00115645998979),48.00115645998979,-66.67230102005739,,1,1,0
