idx,facility_name,source_id,authority_type,grade_range,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,facility_type,street_addr,address_str,city,province,postal_code,provider,grade_type,address_str_clean,street_no,street_name
4101,West Rouge Junior Public School,597686,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,401 Friendship Ave,401 Friendship Ave Scarborough Ontario M1C2X8,Scarborough,Ontario,M1C2X8,Province of Ontario,,401 friendship ave scarborough ontario m1c2x8,401,friendship ave
4102,Western Technical & Commercial School,951951,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,125 Evelyn Cres,125 Evelyn Cres Toronto Ontario M6P3E3,Toronto,Ontario,M6P3E3,Province of Ontario,,125 evelyn cres toronto ontario m6p3e3,125,evelyn cres
4103,Westmount Junior School,602108,Pub Dist Sch Brd (E/F),JK-5,1.0,1.0,1.0,0,0.0,Public,95 Chapman Rd,95 Chapman Rd Toronto Ontario M9P1E9,Toronto,Ontario,M9P1E9,Province of Ontario,,95 chapman rd toronto ontario m9p1e9,95,chapman rd
4104,Weston Collegiate Institute,952605,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,100 Pine St,100 Pine St Toronto Ontario M9N2Y9,Toronto,Ontario,M9N2Y9,Province of Ontario,,100 pine st toronto ontario m9n2y9,100,pine st
4105,Weston Memorial Junior Public School,602850,Pub Dist Sch Brd (E/F),JK-5,1.0,1.0,1.0,0,0.0,Public,200 John St,200 John St York Ontario M9N1K2,York,Ontario,M9N1K2,Province of Ontario,,200 john st york ontario m9n1k2,200,john st
4106,Westview Centennial Secondary School,952818,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,755 Oakdale Rd,755 Oakdale Rd Toronto Ontario M3N1W7,Toronto,Ontario,M3N1W7,Province of Ontario,,755 oakdale rd toronto ontario m3n1w7,755,oakdale rd
4107,Westway Junior School,603015,Pub Dist Sch Brd (E/F),JK-5,1.0,1.0,1.0,0,0.0,Public,25 Poynter Dr,25 Poynter Dr Etobicoke Ontario M9R1K8,Etobicoke,Ontario,M9R1K8,Province of Ontario,,25 poynter dr etobicoke ontario m9r1k8,25,poynter dr
4108,Westwood Middle School,603406,Pub Dist Sch Brd (E/F),6-8,0.0,0.0,1.0,1,0.0,Public,994 Carlaw Ave,994 Carlaw Ave Toronto Ontario M4K3M6,Toronto,Ontario,M4K3M6,Province of Ontario,,994 carlaw ave toronto ontario m4k3m6,994,carlaw ave
4109,Wexford Collegiate School for the Arts,952990,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,1176 Pharmacy Ave,1176 Pharmacy Ave Toronto Ontario M1R2H7,Toronto,Ontario,M1R2H7,Province of Ontario,,1176 pharmacy ave toronto ontario m1r2h7,1176,pharmacy ave
4110,Wexford Public School,603929,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,1050 Pharmacy Ave,1050 Pharmacy Ave Scarborough Ontario M1R2H1,Scarborough,Ontario,M1R2H1,Province of Ontario,,1050 pharmacy ave scarborough ontario m1r2h1,1050,pharmacy ave
4111,White Haven Junior Public School,605166,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,105 Invergordon Ave,105 Invergordon Ave Scarborough Ontario M1S2Z1,Scarborough,Ontario,M1S2Z1,Province of Ontario,,105 invergordon ave scarborough ontario m1s2z1,105,invergordon ave
4112,Whitney Junior Public School,605611,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,119 Rosedale Heights Dr,119 Rosedale Heights Dr Toronto Ontario M4T1C7,Toronto,Ontario,M4T1C7,Province of Ontario,,119 rosedale heights dr toronto ontario m4t1c7,119,rosedale heights dr
4113,Wilkinson Junior Public School,607177,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,53 Donlands Ave,53 Donlands Ave Toronto Ontario M4J3N7,Toronto,Ontario,M4J3N7,Province of Ontario,,53 donlands ave toronto ontario m4j3n7,53,donlands ave
4114,William Burgess Elementary School,607304,Pub Dist Sch Brd (E/F),JK-5,1.0,1.0,1.0,0,0.0,Public,100 Torrens Ave,100 Torrens Ave East York Ontario M4J2P5,East York,Ontario,M4J2P5,Province of Ontario,,100 torrens ave east york ontario m4j2p5,100,torrens ave
4115,William G Davis Junior Public School,607550,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,128 East Ave,128 East Ave Scarborough Ontario M1C3L6,Scarborough,Ontario,M1C3L6,Province of Ontario,,128 east ave scarborough ontario m1c3l6,128,east ave
4116,William G Miller Junior Public School,607568,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,60 Bennett Rd,60 Bennett Rd Scarborough Ontario M1E3Y3,Scarborough,Ontario,M1E3Y3,Province of Ontario,,60 bennett rd scarborough ontario m1e3y3,60,bennett rd
4117,William J McCordic School,679054,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,45 Balfour Ave,45 Balfour Ave Toronto Ontario M4C1T4,Toronto,Ontario,M4C1T4,Province of Ontario,,45 balfour ave toronto ontario m4c1t4,45,balfour ave
4118,William Lyon Mackenzie Collegiate Institute,950130,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,20 Tillplain Rd,20 Tillplain Rd Toronto Ontario M3H5R2,Toronto,Ontario,M3H5R2,Province of Ontario,,20 tillplain rd toronto ontario m3h5r2,20,tillplain rd
4119,Williamson Road Junior Public School,609250,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,24 Williamson Rd,24 Williamson Rd Toronto Ontario M4E1K5,Toronto,Ontario,M4E1K5,Province of Ontario,,24 williamson rd toronto ontario m4e1k5,24,williamson rd
4120,Willow Park Junior Public School,609510,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,45 Windover Dr,45 Windover Dr Scarborough Ontario M1G1P1,Scarborough,Ontario,M1G1P1,Province of Ontario,,45 windover dr scarborough ontario m1g1p1,45,windover dr
4121,Willowdale Middle School,609773,Pub Dist Sch Brd (E/F),6-8,0.0,0.0,1.0,1,0.0,Public,225 Senlac Rd,225 Senlac Rd North York Ontario M2R1P6,North York,Ontario,M2R1P6,Province of Ontario,,225 senlac rd north york ontario m2r1p6,225,senlac rd
4122,Wilmington Elementary School,089516,Pub Dist Sch Brd (E/F),JK-3,1.0,1.0,1.0,0,0.0,Public,330 Wilmington Ave,330 Wilmington Ave North York Ontario M3H5L1,North York,Ontario,M3H5L1,Province of Ontario,,330 wilmington ave north york ontario m3h5l1,330,wilmington ave
4123,Winchester Junior and Senior Public School,613282,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,15 Prospect St,15 Prospect St Toronto Ontario M4X1C7,Toronto,Ontario,M4X1C7,Province of Ontario,,15 prospect st toronto ontario m4x1c7,15,prospect st
4124,Windfields Middle School,614882,Pub Dist Sch Brd (E/F),6-8,0.0,0.0,1.0,1,0.0,Public,375 Banbury Rd,375 Banbury Rd North York Ontario M2L2V2,North York,Ontario,M2L2V2,Province of Ontario,,375 banbury rd north york ontario m2l2v2,375,banbury rd
4125,Winona Drive Senior Public School,615366,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,101 Winona Dr,101 Winona Dr Toronto Ontario M6G3S8,Toronto,Ontario,M6G3S8,Province of Ontario,,101 winona dr toronto ontario m6g3s8,101,winona dr
4126,Winston Churchill Collegiate Institute,954039,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,2239 Lawrence Ave E,2239 Lawrence Ave E Toronto Ontario M1P2P7,Toronto,Ontario,M1P2P7,Province of Ontario,,2239 lawrence ave e toronto ontario m1p2p7,2239,lawrence ave e
4127,Withrow Avenue Junior Public School,616141,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,25 Bain Ave,25 Bain Ave Toronto Ontario M4K1E5,Toronto,Ontario,M4K1E5,Province of Ontario,,25 bain ave toronto ontario m4k1e5,25,bain ave
4128,Woburn Collegiate Institute,954160,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,2222 Ellesmere Rd,2222 Ellesmere Rd Toronto Ontario M1G3M3,Toronto,Ontario,M1G3M3,Province of Ontario,,2222 ellesmere rd toronto ontario m1g3m3,2222,ellesmere rd
4129,Woburn Junior Public School,616532,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,40 Dormington Dr,40 Dormington Dr Scarborough Ontario M1G3N2,Scarborough,Ontario,M1G3N2,Province of Ontario,,40 dormington dr scarborough ontario m1g3n2,40,dormington dr
4130,Woodbine Middle School,617210,Pub Dist Sch Brd (E/F),6-8,0.0,0.0,1.0,1,0.0,Public,2900 Don Mills Rd,2900 Don Mills Rd Toronto Ontario M2J3B6,Toronto,Ontario,M2J3B6,Province of Ontario,,2900 don mills rd toronto ontario m2j3b6,2900,don mills rd
4131,York Humber High School,954640,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,100 Emmett Ave,100 Emmett Ave Toronto Ontario M6M2E6,Toronto,Ontario,M6M2E6,Province of Ontario,,100 emmett ave toronto ontario m6m2e6,100,emmett ave
4132,York Memorial Collegiate Institute,954683,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,2690 Eglinton Ave W,2690 Eglinton Ave W Toronto Ontario M6M1T9,Toronto,Ontario,M6M1T9,Province of Ontario,,2690 eglinton ave w toronto ontario m6m1t9,2690,eglinton ave w
4133,York Mills Collegiate Institute,954810,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,490 York Mills Rd,490 York Mills Rd Toronto Ontario M3B1W6,Toronto,Ontario,M3B1W6,Province of Ontario,,490 york mills rd toronto ontario m3b1w6,490,york mills rd
4134,Yorkdale Secondary School,954942,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,38 Orfus Rd,38 Orfus Rd Toronto Ontario M6A1L6,Toronto,Ontario,M6A1L6,Province of Ontario,,38 orfus rd toronto ontario m6a1l6,38,orfus rd
4135,Yorkview Public School,624594,Pub Dist Sch Brd (E/F),JK-5,1.0,1.0,1.0,0,0.0,Public,130 Yorkview Dr,130 Yorkview Dr North York Ontario M2R1K1,North York,Ontario,M2R1K1,Province of Ontario,,130 yorkview dr north york ontario m2r1k1,130,yorkview dr
4136,Yorkwoods Public School,624756,Pub Dist Sch Brd (E/F),JK-5,1.0,1.0,1.0,0,0.0,Public,25 Yorkwoods Gate,25 Yorkwoods Gate North York Ontario M3N1K1,North York,Ontario,M3N1K1,Province of Ontario,,25 yorkwoods gate north york ontario m3n1k1,25,yorkwoods gate
4137,Zion Heights Middle School,625132,Pub Dist Sch Brd (E/F),6-8,0.0,0.0,1.0,1,0.0,Public,5900 Leslie St,5900 Leslie St North York Ontario M2H1J9,North York,Ontario,M2H1J9,Province of Ontario,,5900 leslie st north york ontario m2h1j9,5900,leslie st
4138,da Vinci School,599135,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,33 Robert Street,33 Robert Street Toronto Ontario M5S2K2,Toronto,Ontario,M5S2K2,Province of Ontario,,33 robert street toronto ontario m5s2k2,33,robert street
4139,Ã‰tienne BrÃ»lÃ© Junior School,186880,Pub Dist Sch Brd (E/F),JK-5,1.0,1.0,1.0,0,0.0,Public,50 Cloverhill Rd,50 Cloverhill Rd Etobicoke Ontario M8Y1T3,Etobicoke,Ontario,M8Y1T3,Province of Ontario,,50 cloverhill rd etobicoke ontario m8y1t3,50,cloverhill rd
4140,AAEC's/e-Learning,890170,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,230 Angeline St. S,230 Angeline St. S Lindsay Ontario K9V4R2,Lindsay,Ontario,K9V4R2,Province of Ontario,,230 angeline st s lindsay ontario k9v4r2,230,angeline st s
4141,Alexandra Public School,010219,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,65 Sussex St N,65 Sussex St N Lindsay Ontario K9V4H9,Lindsay,Ontario,K9V4H9,Province of Ontario,,65 sussex st n lindsay ontario k9v4h9,65,sussex st n
4142,Alternative Education,896038,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,230 Angeline Street,230 Angeline Street Lindsay Ontario K9V0J8,Lindsay,Ontario,K9V0J8,Province of Ontario,,230 angeline street lindsay ontario k9v0j8,230,angeline street
4143,Archie Stouffer Elementary School,019577,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,12 Vintage Cres.,12 Vintage Cres. Minden Ontario K0M2K0,Minden,Ontario,K0M2K0,Province of Ontario,,12 vintage cres minden ontario k0m2k0,12,vintage cres
4144,Bobcaygeon Public School,055450,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,30 Balaclava St,30 Balaclava St Bobcaygeon Ontario K0M1A0,Bobcaygeon,Ontario,K0M1A0,Province of Ontario,,30 balaclava st bobcaygeon ontario k0m1a0,30,balaclava st
4145,Bracebridge Public School,056758,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,90 McMurray St,90 McMurray St Bracebridge Ontario P1L2G1,Bracebridge,Ontario,P1L2G1,Province of Ontario,,90 mcmurray st bracebridge ontario p1l2g1,90,mcmurray st
4146,Bracebridge and Muskoka Lakes Secondary School,895660,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,100 Clear Brook Trail,100 Clear Brook Trail Bracebridge Ontario P1L0A3,Bracebridge,Ontario,P1L0A3,Province of Ontario,,100 clear brook trail bracebridge ontario p1l0a3,100,clear brook trail
4147,Cardiff Elementary School,083798,Pub Dist Sch Brd (E/F),JK-3,1.0,1.0,1.0,0,0.0,Public,2 Short Rd,2 Short Rd Cardiff Ontario K0L1M0,Cardiff,Ontario,K0L1M0,Province of Ontario,,2 short rd cardiff ontario k0l1m0,2,short rd
4148,Central Senior School,099007,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,242 Kent St W,242 Kent St W Lindsay Ontario K9V2Z4,Lindsay,Ontario,K9V2Z4,Province of Ontario,,242 kent st w lindsay ontario k9v2z4,242,kent st w
4149,Dr George Hall Public School,147524,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,374 Eldon Rd,374 Eldon Rd Little Britain Ontario K0M2C0,Little Britain,Ontario,K0M2C0,Province of Ontario,,374 eldon rd little britain ontario k0m2c0,374,eldon rd
4150,Dunsford District Elementary School,154113,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,33 Dunsford Rd RR 2,33 Dunsford Rd RR 2 Dunsford Ontario K0M1L0,Dunsford,Ontario,K0M1L0,Province of Ontario,,33 dunsford rd rr 2 dunsford ontario k0m1l0,33,dunsford rd rr 2
4151,Fenelon Falls Secondary School,909700,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,66 Lindsay St,66 Lindsay St Fenelon Falls Ontario K0M1N0,Fenelon Falls,Ontario,K0M1N0,Province of Ontario,,66 lindsay st fenelon falls ontario k0m1n0,66,lindsay st
4152,Fenelon Twp Public School,194018,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,50 Cameron Rd R. R. #1,50 Cameron Rd R. R. #1 Cameron Ontario K0M1G0,Cameron,Ontario,K0M1G0,Province of Ontario,,50 cameron rd r r #1 cameron ontario k0m1g0,#1,cameron
4153,Glen Orchard Public School,357707,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,3954 Muskoka Road 169 Rd RR3,3954 Muskoka Road 169 Rd RR3 Port Carling Ontario P0B1J0,Port Carling,Ontario,P0B1J0,Province of Ontario,,3954 muskoka road 169 rd rr3 port carling ontario p0b1j0,3954,muskoka road 169 rd rr3
4154,Grandview Public School,227099,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,698 7A Hwy RR1,698 7A Hwy RR1 Bethany Ontario L0A1A0,Bethany,Ontario,L0A1A0,Province of Ontario,,698 7a hwy rr1 bethany ontario l0a1a0,698,7a hwy rr1
4155,Gravenhurst High School,914380,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,325 Mary St S,325 Mary St S Gravenhurst Ontario P1P1X7,Gravenhurst,Ontario,P1P1X7,Province of Ontario,,325 mary st s gravenhurst ontario p1p1x7,325,mary st s
4156,Gravenhurst Public School,228877,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,301 Mary St S,301 Mary St S Gravenhurst Ontario P1P1X6,Gravenhurst,Ontario,P1P1X6,Province of Ontario,,301 mary st s gravenhurst ontario p1p1x6,301,mary st s
4157,Haliburton Highland Secondary School,915297,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,5358 County Rd. 21,5358 County Rd. 21 Haliburton Ontario K0M1S0,Haliburton,Ontario,K0M1S0,Province of Ontario,,5358 county rd 21 haliburton ontario k0m1s0,5358,county rd 21
4158,Honey Harbour Public School,034789,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,2586 Honey Harbour Rd,2586 Honey Harbour Rd Honey Harbour Ontario P0E1E0,Honey Harbour,Ontario,P0E1E0,Province of Ontario,,2586 honey harbour rd honey harbour ontario p0e1e0,2586,honey harbour rd
4159,Huntsville High School,917761,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,58 Brunel Rd,58 Brunel Rd Huntsville Ontario P1H2A2,Huntsville,Ontario,P1H2A2,Province of Ontario,,58 brunel rd huntsville ontario p1h2a2,58,brunel rd
4160,Huntsville Public School,273597,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,16 Caroline St W,16 Caroline St W Huntsville Ontario P1H2B2,Huntsville,Ontario,P1H2B2,Province of Ontario,,16 caroline st w huntsville ontario p1h2b2,16,caroline st w
4161,I E Weldon Secondary School,918130,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,24 Weldon Rd,24 Weldon Rd Lindsay Ontario K9V4R4,Lindsay,Ontario,K9V4R4,Province of Ontario,,24 weldon rd lindsay ontario k9v4r4,24,weldon rd
4162,Irwin Memorial Public School,278211,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,1011 Dwight Beach Rd RR1,1011 Dwight Beach Rd RR1 Dwight Ontario P0A1H0,Dwight,Ontario,P0A1H0,Province of Ontario,,1011 dwight beach rd rr1 dwight ontario p0a1h0,1011,dwight beach rd rr1
4163,J Douglas Hodgson Elementary School,240761,Pub Dist Sch Brd (E/F),1-8,0.0,0.0,1.0,1,0.0,Public,1020 Grass Lake Rd,1020 Grass Lake Rd Haliburton Ontario K0M1S0,Haliburton,Ontario,K0M1S0,Province of Ontario,,1020 grass lake rd haliburton ontario k0m1s0,1020,grass lake rd
4164,Jack Callaghan Public School,418013,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,5 Tracey's Hill Rd RR 5,5 Tracey's Hill Rd RR 5 Lindsay Ontario K9V4R5,Lindsay,Ontario,K9V4R5,Province of Ontario,,5 tracey's hill rd rr 5 lindsay ontario k9v4r5,5,tracey's hill rd rr 5
