idx,facility_name,ISCED020,ISCED1,ISCED2,ISCED3,grade_range,address_str,city,postal_code,province,provider,address_str_clean,street_no,street_name
538,Christopher Lake Public School,1,1,1,0,Gr. K-8,BOX 310 CHRISTOPHER LAKE sk S0J 0N0,CHRISTOPHER LAKE,S0J 0N0,sk,Province of Saskatchewan,christopher lake sk s0j 0n0,,
539,East Central Public School,1,1,1,0,Gr. K-8,545 11TH STREET EAST PRINCE ALBERT sk S6V 1B1,PRINCE ALBERT,S6V 1B1,sk,Province of Saskatchewan,545 11th street east prince albert sk s6v 1b1,545,11th street east
540,École Arthur Pechey Public School,1,1,1,0,Gr. K-8,2675 4TH AVENUE W PRINCE ALBERT sk S6V 5H8,PRINCE ALBERT,S6V 5H8,sk,Province of Saskatchewan,2675 4th avenue w prince albert sk s6v 5h8,2675,4th avenue w
541,École Debden Public School,1,1,1,1,Gr. K-12,BOX 280 DEBDEN sk S0J 0S0,DEBDEN,S0J 0S0,sk,Province of Saskatchewan,debden sk s0j 0s0,,
542,École Vickers Public School,1,1,1,0,Gr. K-8,2800 BRADBURY DRIVE PRINCE ALBERT sk S6V 7R8,PRINCE ALBERT,S6V 7R8,sk,Province of Saskatchewan,2800 bradbury drive prince albert sk s6v 7r8,2800,bradbury drive
543,Home-based School,1,1,1,1,Gr. K-12,sk,,,sk,Province of Saskatchewan,sk,,
544,John Diefenbaker Public School,1,1,1,0,Gr. K-8,1090 BRANION DRIVE PRINCE ALBERT sk S6V 2S8,PRINCE ALBERT,S6V 2S8,sk,Province of Saskatchewan,1090 branion drive prince albert sk s6v 2s8,1090,branion drive
545,King George Public School,1,1,1,0,Gr. K-8,421 23RD STREET E PRINCE ALBERT sk S6V 1P9,PRINCE ALBERT,S6V 1P9,sk,Province of Saskatchewan,421 23rd street e prince albert sk s6v 1p9,421,23rd street e
546,Kinistino Public School,1,1,1,1,Gr. K-12,BOX 650 KINISTINO sk S0J 1H0,KINISTINO,S0J 1H0,sk,Province of Saskatchewan,kinistino sk s0j 1h0,,
547,Meath Park Public School,1,1,1,1,Gr. K-12,GENERAL DELIVERY MEATH PARK sk S0J 1T0,MEATH PARK,S0J 1T0,sk,Province of Saskatchewan,general delivery meath park sk s0j 1t0,,general delivery
548,Osborne Public School,1,1,1,0,Gr. K-8,RR 2 SITE 10 COMP 48 PRINCE ALBERT sk S6V 5P9,PRINCE ALBERT,S6V 5P9,sk,Province of Saskatchewan,rr 2 site 10 comp 48 prince albert sk s6v 5p9,,rr 2 site 10 comp 48
549,Prince Albert Collegiate Institute,0,0,1,1,Gr. 9-12,45 20TH STREET W PRINCE ALBERT sk S6V 4E9,PRINCE ALBERT,S6V 4E9,sk,Province of Saskatchewan,45 20th street w prince albert sk s6v 4e9,45,20th street w
550,Princess Margaret Public School,1,1,1,0,Gr. K-8,351 13TH AVENUE E PRINCE ALBERT sk S6V 2N3,PRINCE ALBERT,S6V 2N3,sk,Province of Saskatchewan,351 13th avenue e prince albert sk s6v 2n3,351,13th avenue e
551,Queen Mary Public School,1,1,1,0,Gr. K-8,1010 15TH STREET W PRINCE ALBERT sk S6V 3S2,PRINCE ALBERT,S6V 3S2,sk,Province of Saskatchewan,1010 15th street w prince albert sk s6v 3s2,1010,15th street w
552,Red Wing Public School,1,1,1,0,Gr. K-8,545 11TH STREET EAST PRINCE ALBERT sk S6V 1B1,PRINCE ALBERT,S6V 1B1,sk,Province of Saskatchewan,545 11th street east prince albert sk s6v 1b1,545,11th street east
553,Riverside Public School,1,1,1,0,Gr. K-8,511 5TH AVENUE E PRINCE ALBERT sk S6V 7Z6,PRINCE ALBERT,S6V 7Z6,sk,Province of Saskatchewan,511 5th avenue e prince albert sk s6v 7z6,511,5th avenue e
554,Shellbrook Public Elementary School,1,1,0,0,Gr. K-5,BOX 664 SHELLBROOK sk S0J 2E0,SHELLBROOK,S0J 2E0,sk,Province of Saskatchewan,shellbrook sk s0j 2e0,,
555,Spruce Home Public School,1,1,1,0,Gr. K-8,545 11TH STREET EAST PRINCE ALBERT sk S6V 1B1,PRINCE ALBERT,S6V 1B1,sk,Province of Saskatchewan,545 11th street east prince albert sk s6v 1b1,545,11th street east
556,St. Louis Public School,1,1,1,1,Gr. K-12,BOX 70 ST LOUIS sk S0J 2C0,ST LOUIS,S0J 2C0,sk,Province of Saskatchewan,st louis sk s0j 2c0,,
557,T.D. Michel Public School,1,1,0,0,Gr. K-6,BOX 507 BIG RIVER sk S0J 0E0,BIG RIVER,S0J 0E0,sk,Province of Saskatchewan,big river sk s0j 0e0,,
558,Vincent Massey Public School,1,1,1,0,Gr. K-8,2999 3RD AVE E PRINCE ALBERT sk S6V 8G2,PRINCE ALBERT,S6V 8G2,sk,Province of Saskatchewan,2999 3rd ave e prince albert sk s6v 8g2,2999,3rd ave e
559,W.J. Berezowsky Public School,1,1,1,0,Gr. K-8,566 MACINTOSH DRIVE PRINCE ALBERT sk S6V 6T2,PRINCE ALBERT,S6V 6T2,sk,Province of Saskatchewan,566 macintosh drive prince albert sk s6v 6t2,566,macintosh drive
560,W.P. Sandin Public High School,0,1,1,1,Gr. 6-12,BOX 790 SHELLBROOK sk S0J 2E0,SHELLBROOK,S0J 2E0,sk,Province of Saskatchewan,shellbrook sk s0j 2e0,,
561,Wesmor Public High School,0,0,1,1,Gr. 9-12,1819 14TH AVE W PRINCE ALBERT sk S6V 5P1,PRINCE ALBERT,S6V 5P1,sk,Province of Saskatchewan,1819 14th ave w prince albert sk s6v 5p1,1819,14th ave w
562,West Central Public School,1,1,1,0,Gr. K-8,545 11TH ST E PRINCE ALBERT sk S6V 1B1,PRINCE ALBERT,S6V 1B1,sk,Province of Saskatchewan,545 11th st e prince albert sk s6v 1b1,545,11th st e
563,Westview Public School,1,1,1,0,Gr. K-8,620 MACARTHUR DRIVE PRINCE ALBERT sk S6V 8C6,PRINCE ALBERT,S6V 8C6,sk,Province of Saskatchewan,620 macarthur drive prince albert sk s6v 8c6,620,macarthur drive
564,Wild Rose Public School,1,1,1,0,Gr. K-8,RR 1 SHELLBROOK sk S0J 2E0,SHELLBROOK,S0J 2E0,sk,Province of Saskatchewan,rr 1 shellbrook sk s0j 2e0,,rr 1
565,Winding River Colony School,0,1,1,1,Gr. 1-10,BOX 700 BIRCH HILLS sk S0J 0G0,BIRCH HILLS,S0J 0G0,sk,Province of Saskatchewan,birch hills sk s0j 0g0,,
566,Won Ska Cultural Public School,0,0,1,1,Gr. 9-12,2005 4TH AVENUE E PRINCE ALBERT sk S6V 2H1,PRINCE ALBERT,S6V 2H1,sk,Province of Saskatchewan,2005 4th avenue e prince albert sk s6v 2h1,2005,4th avenue e
567,Aden Bowman Collegiate,0,0,1,1,Gr. 9-12,1904 CLARENCE AVENUE SASKATOON sk S7J 1L3,SASKATOON,S7J 1L3,sk,Province of Saskatchewan,1904 clarence avenue saskatoon sk s7j 1l3,1904,clarence avenue
568,Alvin Buckwold School,1,1,1,0,Gr. K-8,715 EAST DRIVE SASKATOON sk S7J 2X8,SASKATOON,S7J 2X8,sk,Province of Saskatchewan,715 east drive saskatoon sk s7j 2x8,715,east drive
569,Bedford Road Collegiate,0,0,1,1,Gr. 9-12,722 BEDFORD ROAD SASKATOON sk S7L 0G2,SASKATOON,S7L 0G2,sk,Province of Saskatchewan,722 bedford road saskatoon sk s7l 0g2,722,bedford road
570,Brevoort Park School,1,1,1,0,Gr. K-8,2809 EARLY DRIVE SASKATOON sk S7H 3K4,SASKATOON,S7H 3K4,sk,Province of Saskatchewan,2809 early drive saskatoon sk s7h 3k4,2809,early drive
571,Brownell School,1,1,1,0,Gr. K-8,274 RUSSELL ROAD SASKATOON sk S7K 7E1,SASKATOON,S7K 7E1,sk,Province of Saskatchewan,274 russell road saskatoon sk s7k 7e1,274,russell road
572,Brunskill School,1,1,1,0,Gr. K-8,101 WIGGINS AVENUE SASKATOON sk S7N 1K3,SASKATOON,S7N 1K3,sk,Province of Saskatchewan,101 wiggins avenue saskatoon sk s7n 1k3,101,wiggins avenue
573,Buena Vista School,1,1,1,0,Gr. K-8,1306 LORNE AVENUE SASKATOON sk S7H 1X8,SASKATOON,S7H 1X8,sk,Province of Saskatchewan,1306 lorne avenue saskatoon sk s7h 1x8,1306,lorne avenue
574,Caroline Robins School,1,1,1,0,Gr. K-8,1410 BYERS CRESCENT SASKATOON sk S7L 4H3,SASKATOON,S7L 4H3,sk,Province of Saskatchewan,1410 byers crescent saskatoon sk s7l 4h3,1410,byers crescent
575,Caswell Community School,1,1,1,0,Gr. K-8,204 30TH STREET SASKATOON sk S7L 0N9,SASKATOON,S7L 0N9,sk,Province of Saskatchewan,204 30th street saskatoon sk s7l 0n9,204,30th street
576,Centennial Collegiate,0,0,1,1,Gr. 9-12,160 NELSON RD SASKATOON sk S7S 1P5,SASKATOON,S7S 1P5,sk,Province of Saskatchewan,160 nelson rd saskatoon sk s7s 1p5,160,nelson rd
577,Chief Whitecap School,1,1,1,0,Gr. K-8,812 GORDON RD SASKATOON sk S7T 0J5,SASKATOON,S7T 0J5,sk,Province of Saskatchewan,812 gordon rd saskatoon sk s7t 0j5,812,gordon rd
578,City Park Collegiate,0,1,1,1,Gr. 1-12,820 9TH AVENUE N SASKATOON sk S7K 2Z2,SASKATOON,S7K 2Z2,sk,Province of Saskatchewan,820 9th avenue n saskatoon sk s7k 2z2,820,9th avenue n
579,Colette Bourgonje School,1,1,1,0,Gr. K-8,169 OLSON LANE WEST SASKATOON sk S7V 0L1,SASKATOON,S7V 0L1,sk,Province of Saskatchewan,169 olson lane west saskatoon sk s7v 0l1,169,olson lane west
580,College Park School,1,1,1,0,Gr. K-8,3440 HARRINGTON STREET SASKATOON sk S7H 3Y4,SASKATOON,S7H 3Y4,sk,Province of Saskatchewan,3440 harrington street saskatoon sk s7h 3y4,3440,harrington street
581,Confederation Park Community School,1,1,1,0,Gr. K-8,3555 JOHN A. MACDONALD SASKATOON sk S7L 4R9,SASKATOON,S7L 4R9,sk,Province of Saskatchewan,3555 john a macdonald saskatoon sk s7l 4r9,3555,john a macdonald
582,Dr. John G. Egnatoff School,1,1,1,0,Gr. K-8,225 KENDERDINE ROAD SASKATOON sk S7N 3V2,SASKATOON,S7N 3V2,sk,Province of Saskatchewan,225 kenderdine road saskatoon sk s7n 3v2,225,kenderdine road
583,Dundonald School,1,1,1,0,Gr. K-8,162 WEDGE ROAD SASKATOON sk S7L 6Y4,SASKATOON,S7L 6Y4,sk,Province of Saskatchewan,162 wedge road saskatoon sk s7l 6y4,162,wedge road
584,Ernest Lindner School,1,1,1,0,Gr. K-8,1087 HAMPTON CIRCLE SASKATOON sk S7R 0G7,SASKATOON,S7R 0G7,sk,Province of Saskatchewan,1087 hampton circle saskatoon sk s7r 0g7,1087,hampton circle
585,Evan Hardy Collegiate,0,0,1,1,Gr. 9-12,605 ACADIA DRIVE SASKATOON sk S7H 3V8,SASKATOON,S7H 3V8,sk,Province of Saskatchewan,605 acadia drive saskatoon sk s7h 3v8,605,acadia drive
586,Fairhaven School,1,1,1,0,Gr. K-8,495 FORRESTER ROAD SASKATOON sk S7M 4P7,SASKATOON,S7M 4P7,sk,Province of Saskatchewan,495 forrester road saskatoon sk s7m 4p7,495,forrester road
587,Forest Grove School,1,1,1,0,Gr. K-8,501 115TH STREET EAST SASKATOON sk S7N 2X9,SASKATOON,S7N 2X9,sk,Province of Saskatchewan,501 115th street east saskatoon sk s7n 2x9,501,115th street east
588,Greystone Heights School,1,1,1,0,Gr. K-8,2721 MAIN STREET SASKATOON sk S7H 0M2,SASKATOON,S7H 0M2,sk,Province of Saskatchewan,2721 main street saskatoon sk s7h 0m2,2721,main street
589,Henry Kelsey School,1,1,1,0,Gr. K-8,16 VALENS DRIVE SASKATOON sk S7L 3S1,SASKATOON,S7L 3S1,sk,Province of Saskatchewan,16 valens drive saskatoon sk s7l 3s1,16,valens drive
590,Holliston School,1,1,1,0,Gr. K-8,1511 LOUISE AVENUE SASKATOON sk S7H 2R2,SASKATOON,S7H 2R2,sk,Province of Saskatchewan,1511 louise avenue saskatoon sk s7h 2r2,1511,louise avenue
591,Home-based School,0,1,1,1,Gr. 1-12,sk,,,sk,Province of Saskatchewan,sk,,
592,Howard Coad School,1,1,1,0,Gr. K-8,431 AVENUE T NORTH SASKATOON sk S7L 3B5,SASKATOON,S7L 3B5,sk,Province of Saskatchewan,431 avenue t north saskatoon sk s7l 3b5,431,avenue t north
593,Hugh Cairns VC School,1,1,1,0,Gr. K-8,2621 CAIRNS AVENUE SASKATOON sk S7J 1V8,SASKATOON,S7J 1V8,sk,Province of Saskatchewan,2621 cairns avenue saskatoon sk s7j 1v8,2621,cairns avenue
594,James L. Alexander School,1,1,1,0,Gr. K-8,427 MCCORMACK ROAD SASKATOON sk S7M 5L8,SASKATOON,S7M 5L8,sk,Province of Saskatchewan,427 mccormack road saskatoon sk s7m 5l8,427,mccormack road
595,John Dolan School,1,1,1,1,Gr. K-12,3144 ARLINGTON AVENUE SASKATOON sk S7J 3L5,SASKATOON,S7J 3L5,sk,Province of Saskatchewan,3144 arlington avenue saskatoon sk s7j 3l5,3144,arlington avenue
596,John Lake School,1,1,1,0,Gr. K-8,2606 BROADWAY AVENUE SASKATOON sk S7J 0Z6,SASKATOON,S7J 0Z6,sk,Province of Saskatchewan,2606 broadway avenue saskatoon sk s7j 0z6,2606,broadway avenue
597,King George Community School,1,1,1,0,Gr. K-8,721 AVENUE K SOUTH SASKATOON sk S7M 2E7,SASKATOON,S7M 2E7,sk,Province of Saskatchewan,721 avenue k south saskatoon sk s7m 2e7,721,avenue k south
598,Lakeridge School,1,1,1,0,Gr. K-8,305 WATERBURY DRIVE SASKATOON sk S7J 4Z7,SASKATOON,S7J 4Z7,sk,Province of Saskatchewan,305 waterbury drive saskatoon sk s7j 4z7,305,waterbury drive
599,Lakeview School,1,1,1,0,Gr. K-8,527 KINGSMERE BOULEVARD SASKATOON sk S7J 3V4,SASKATOON,S7J 3V4,sk,Province of Saskatchewan,527 kingsmere boulevard saskatoon sk s7j 3v4,527,kingsmere boulevard
600,Lawson Heights School,1,1,1,0,Gr. K-8,430 REDBERRY ROAD SASKATOON sk S7K 5H6,SASKATOON,S7K 5H6,sk,Province of Saskatchewan,430 redberry road saskatoon sk s7k 5h6,430,redberry road
601,Lester B. Pearson School,1,1,1,0,Gr. K-8,3620 CENTENNIAL DRIVE SASKATOON sk S7L 5L2,SASKATOON,S7L 5L2,sk,Province of Saskatchewan,3620 centennial drive saskatoon sk s7l 5l2,3620,centennial drive
602,Marion M. Graham Collegiate,0,0,1,1,Gr. 9-12,602 LENORE DRIVE SASKATOON sk S7K 6A6,SASKATOON,S7K 6A6,sk,Province of Saskatchewan,602 lenore drive saskatoon sk s7k 6a6,602,lenore drive
603,Mayfair Community School,1,1,1,0,Gr. K-8,510 34TH STREEET W SASKATOON sk S7L 0Y2,SASKATOON,S7L 0Y2,sk,Province of Saskatchewan,510 34th streeet w saskatoon sk s7l 0y2,510,34th streeet w
604,Montgomery School,1,1,1,0,Gr. K-8,3220 ORTONA STREET SASKATOON sk S7M 3R6,SASKATOON,S7M 3R6,sk,Province of Saskatchewan,3220 ortona street saskatoon sk s7m 3r6,3220,ortona street
605,Mount Royal Collegiate,0,0,1,1,Gr. 9-12,2220 RUSHOLME ROAD SASKATOON sk S7L 4A4,SASKATOON,S7L 4A4,sk,Province of Saskatchewan,2220 rusholme road saskatoon sk s7l 4a4,2220,rusholme road
606,North Park Wilson School,1,1,1,0,Gr. K-8,1505 9TH AVENUE N SASKATOON sk S7K 2Z8,SASKATOON,S7K 2Z8,sk,Province of Saskatchewan,1505 9th avenue n saskatoon sk s7k 2z8,1505,9th avenue n
607,Nutana Collegiate,0,0,1,1,Gr. 8-12,411 11TH STREET E SASKATOON sk S7N 0E9,SASKATOON,S7N 0E9,sk,Province of Saskatchewan,411 11th street e saskatoon sk s7n 0e9,411,11th street e
608,Pleasant Hill Community School,1,1,1,0,Gr. K-8,215 AVENUE S SOUTH SASKATOON sk S7M 2Z9,SASKATOON,S7M 2Z9,sk,Province of Saskatchewan,215 avenue s south saskatoon sk s7m 2z9,215,avenue s south
609,Prince Philip School,1,1,1,0,Gr. K-8,1715 DRINKLE STREET SASKATOON sk S7J 0P8,SASKATOON,S7J 0P8,sk,Province of Saskatchewan,1715 drinkle street saskatoon sk s7j 0p8,1715,drinkle street
610,Princess Alexandra Community School,1,1,1,0,Gr. K-8,210 AVENUE H SOUTH SASKATOON sk S7M 1W2,SASKATOON,S7M 1W2,sk,Province of Saskatchewan,210 avenue h south saskatoon sk s7m 1w2,210,avenue h south
611,Queen Elizabeth School,1,1,1,0,Gr. K-8,1905 EASTLAKE AVENUE SASKATOON sk S7J 0W9,SASKATOON,S7J 0W9,sk,Province of Saskatchewan,1905 eastlake avenue saskatoon sk s7j 0w9,1905,eastlake avenue
612,River Heights School,1,1,1,0,Gr. K-8,60 RAVINE DRIVE SASKATOON sk S7K 1E2,SASKATOON,S7K 1E2,sk,Province of Saskatchewan,60 ravine drive saskatoon sk s7k 1e2,60,ravine drive
613,Roland Michener School,1,1,1,0,Gr. K-8,4215 DEGEER STREET SASKATOON sk S7H 4N6,SASKATOON,S7H 4N6,sk,Province of Saskatchewan,4215 degeer street saskatoon sk s7h 4n6,4215,degeer street
614,Royal West Campus,0,0,0,1,Gr. 12-12,441 WITNEY AVE N SASKATOON sk S7L 3M6,SASKATOON,S7L 3M6,sk,Province of Saskatchewan,441 witney ave n saskatoon sk s7l 3m6,441,witney ave n
615,Saskatoon Christian School,1,1,1,1,Gr. K-12,BOX 8 SITE 510 RR 5 STN MAIN SASKATOON sk S7K 3J8,SASKATOON,S7K 3J8,sk,Province of Saskatchewan,site 510 rr 5 stn main saskatoon sk s7k 3j8,5,stn main
616,Saskatoon Misbah School Inc.,1,1,1,0,Gr. K-8,PO BOX 21065 SASKATOON sk S7H 5N9,SASKATOON,S7H 5N9,sk,Province of Saskatchewan,saskatoon sk s7h 5n9,,
617,Saskatoon Public Online Learning Centre,0,0,0,1,Gr. 10-12,605 ACADIA DR SASKATOON sk S7H 3V8,SASKATOON,S7H 3V8,sk,Province of Saskatchewan,605 acadia dr saskatoon sk s7h 3v8,605,acadia dr
618,Silverspring Elementary School,1,1,1,0,Gr. K-8,610 KONIHOWSKI RD SASKATOON sk S7S 1M5,SASKATOON,S7S 1M5,sk,Province of Saskatchewan,610 konihowski rd saskatoon sk s7s 1m5,610,konihowski rd
619,Silverwood Heights School,1,1,1,0,Gr. K-8,403 SILVERWOOD ROAD SASKATOON sk S7K 6G1,SASKATOON,S7K 6G1,sk,Province of Saskatchewan,403 silverwood road saskatoon sk s7k 6g1,403,silverwood road
620,Sutherland School,1,1,1,0,Gr. K-8,1008 EGBERT AVENUE SASKATOON sk S7N 1X6,SASKATOON,S7N 1X6,sk,Province of Saskatchewan,1008 egbert avenue saskatoon sk s7n 1x6,1008,egbert avenue
621,Sylvia Fedoruk School,1,1,1,0,Gr. K-8,628 MANEK RD SASKATOON sk S7W 0W3,SASKATOON,S7W 0W3,sk,Province of Saskatchewan,628 manek rd saskatoon sk s7w 0w3,628,manek rd
622,Tommy Douglas Collegiate,0,0,1,1,Gr. 9-12,130 BOWLT CRES SASKATOON sk S7M 0L1,SASKATOON,S7M 0L1,sk,Province of Saskatchewan,130 bowlt cres saskatoon sk s7m 0l1,130,bowlt cres
623,Victoria School,1,1,1,0,Gr. K-8,639 BROADWAY AVENUE SASKATOON sk S7N 1B2,SASKATOON,S7N 1B2,sk,Province of Saskatchewan,639 broadway avenue saskatoon sk s7n 1b2,639,broadway avenue
624,Vincent Massey School,1,1,1,0,Gr. K-8,1001 NORTHUMBERLAND AVENUE SASKATOON sk S7L 3W8,SASKATOON,S7L 3W8,sk,Province of Saskatchewan,1001 northumberland avenue saskatoon sk s7l 3w8,1001,northumberland avenue
625,W.P. Bate Community School,1,1,1,0,Gr. K-8,2515 18TH ST W SASKATOON sk S7M 4A9,SASKATOON,S7M 4A9,sk,Province of Saskatchewan,2515 18th st w saskatoon sk s7m 4a9,2515,18th st w
626,Walter Murray Collegiate,0,0,1,1,Gr. 9-12,1905 PRESTON AVENUE SASKATOON sk S7J 2E7,SASKATOON,S7J 2E7,sk,Province of Saskatchewan,1905 preston avenue saskatoon sk s7j 2e7,1905,preston avenue
627,Westmount Community School,1,1,1,0,Gr. K-8,411 AVENUE J NORTH SASKATOON sk S7L 2K4,SASKATOON,S7L 2K4,sk,Province of Saskatchewan,411 avenue j north saskatoon sk s7l 2k4,411,avenue j north
628,Wildwood School,1,1,1,0,Gr. K-8,203 ROSEDALE ROAD SASKATOON sk S7H 5H1,SASKATOON,S7H 5H1,sk,Province of Saskatchewan,203 rosedale road saskatoon sk s7h 5h1,203,rosedale road
629,Willowgrove School,1,1,1,0,Gr. K-8,805 STENSRUD ROAD SASKATOON sk S7W 0B1,SASKATOON,S7W 0B1,sk,Province of Saskatchewan,805 stensrud road saskatoon sk s7w 0b1,805,stensrud road
630,33 Central,1,1,1,1,Gr. K-12,BOX 89 FILLMORE sk S0G 1N0,FILLMORE,S0G 1N0,sk,Province of Saskatchewan,fillmore sk s0g 1n0,,
631,Alameda School,1,1,1,0,Gr. K-9,BOX 237 ALAMEDA sk S0C 0A0,ALAMEDA,S0C 0A0,sk,Province of Saskatchewan,alameda sk s0c 0a0,,
632,Arcola School,1,1,1,1,Gr. K-12,BOX 356 ARCOLA sk S0C 0G0,ARCOLA,S0C 0G0,sk,Province of Saskatchewan,arcola sk s0c 0g0,,
633,Assiniboia Park Elementary School,1,1,0,0,Gr. K-6,817 13TH STREET NE WEYBURN sk S4H 3M5,WEYBURN,S4H 3M5,sk,Province of Saskatchewan,817 13th street ne weyburn sk s4h 3m5,817,13th street ne
634,Carievale School,1,1,1,0,Gr. K-8,BOX 250 CARIEVALE sk S0C 0P0,CARIEVALE,S0C 0P0,sk,Province of Saskatchewan,carievale sk s0c 0p0,,
635,Carlyle Elementary School,1,1,0,0,Gr. K-6,BOX 789 CARLYLE sk S0C 0R0,CARLYLE,S0C 0R0,sk,Province of Saskatchewan,carlyle sk s0c 0r0,,
636,Carnduff Education Complex,1,1,1,1,Gr. K-12,BOX 398 CARNDUFF sk S0C 0S0,CARNDUFF,S0C 0S0,sk,Province of Saskatchewan,carnduff sk s0c 0s0,,
637,Cyber Stone Virtual School,0,0,1,1,Gr. 9-12,80 A 18TH ST NE WEYBURN sk S4H 2W4,WEYBURN,S4H 2W4,sk,Province of Saskatchewan,80 a 18th st ne weyburn sk s4h 2w4,80 a,18th st ne
638,Estevan Comprehensive,0,0,1,1,Gr. 9-12,255 SPRUCE DRIVE ESTEVAN sk S4A 2A6,ESTEVAN,S4A 2A6,sk,Province of Saskatchewan,255 spruce drive estevan sk s4a 2a6,255,spruce drive
639,Gladmar Regional School,1,1,1,1,Gr. K-12,BOX 39 GLADMAR sk S0C 1A0,GLADMAR,S0C 1A0,sk,Province of Saskatchewan,gladmar sk s0c 1a0,,
640,Gordon F. Kells High School,0,0,1,1,Gr. 7-12,BOX 489 CARLYLE sk S0C 0R0,CARLYLE,S0C 0R0,sk,Province of Saskatchewan,carlyle sk s0c 0r0,,
641,Haig School,1,1,0,0,Gr. K-6,1113 COTEAU AVE NE WEYBURN sk S4H 0H5,WEYBURN,S4H 0H5,sk,Province of Saskatchewan,1113 coteau ave ne weyburn sk s4h 0h5,1113,coteau ave ne
642,Hillcrest Elementary School,1,1,1,0,Gr. K-8,609 ROOKS AVENUE ESTEVAN sk S4A 0B4,ESTEVAN,S4A 0B4,sk,Province of Saskatchewan,609 rooks avenue estevan sk s4a 0b4,609,rooks avenue
643,Home-based School,1,1,1,1,Gr. K-12,sk,,,sk,Province of Saskatchewan,sk,,
644,Lampman School,1,1,1,1,Gr. K-12,BOX 370 LAMPMAN sk S0C 1N0,LAMPMAN,S0C 1N0,sk,Province of Saskatchewan,lampman sk s0c 1n0,,
645,Lyndale School,1,1,1,0,Gr. K-9,BOX 28 OUNGRE sk S0C 1Z0,OUNGRE,S0C 1Z0,sk,Province of Saskatchewan,oungre sk s0c 1z0,,
646,MacLeod Elementary School,1,1,0,0,Gr. K-5,1016 GORDON STREET MOOSOMIN sk S0G 3N0,MOOSOMIN,S0G 3N0,sk,Province of Saskatchewan,1016 gordon street moosomin sk s0g 3n0,1016,gordon street
647,Macoun School,1,1,1,0,Gr. K-8,BOX 40 MACOUN sk S0C 1P0,MACOUN,S0C 1P0,sk,Province of Saskatchewan,macoun sk s0c 1p0,,
648,Manor School,1,1,1,1,Gr. K-12,BOX 28 MANOR sk S0C 1R0,MANOR,S0C 1R0,sk,Province of Saskatchewan,manor sk s0c 1r0,,
649,Maryfield School,1,1,1,1,Gr. K-12,201 BARROWS STREET MARYFIELD sk S0G 3K0,MARYFIELD,S0G 3K0,sk,Province of Saskatchewan,201 barrows street maryfield sk s0g 3k0,201,barrows street
650,McNaughton High School,0,1,1,1,Gr. 6-12,BOX 1377 MOOSOMIN sk S0G 3N0,MOOSOMIN,S0G 3N0,sk,Province of Saskatchewan,moosomin sk s0g 3n0,,
651,Midale Central School,1,1,1,1,Gr. K-12,BOX 390 MIDALE sk S0C 1S0,MIDALE,S0C 1S0,sk,Province of Saskatchewan,midale sk s0c 1s0,,
652,Ogema School,1,1,1,1,Gr. K-12,BOX 280 OGEMA sk S0C 1Y0,OGEMA,S0C 1Y0,sk,Province of Saskatchewan,ogema sk s0c 1y0,,
653,Oxbow Prairie Horizons School,1,1,1,1,Gr. K-12,P O BOX 660 OXBOW sk S0C 2B0,OXBOW,S0C 2B0,sk,Province of Saskatchewan,p o oxbow sk s0c 2b0,,
654,Pangman School,1,1,1,1,Gr. K-12,BOX 188 PANGMAN sk S0C 2C0,PANGMAN,S0C 2C0,sk,Province of Saskatchewan,pangman sk s0c 2c0,,
655,Pleasantdale Elementary,1,1,1,0,Gr. K-8,1700 DIEPPE CRESCENT ESTEVAN sk S4A 1X1,ESTEVAN,S4A 1X1,sk,Province of Saskatchewan,1700 dieppe crescent estevan sk s4a 1x1,1700,dieppe crescent
656,Queen Elizabeth Elementary,1,1,0,0,Gr. K-6,725 KING STREET WEYBURN sk S4H 0P9,WEYBURN,S4H 0P9,sk,Province of Saskatchewan,725 king street weyburn sk s4h 0p9,725,king street
657,Radville Regional High School,0,0,1,1,Gr. 7-12,BOX 710 RADVILLE sk S0C 2G0,RADVILLE,S0C 2G0,sk,Province of Saskatchewan,radville sk s0c 2g0,,
658,Redvers School,1,1,1,1,Gr. K-12,BOX 9 REDVERS sk S0C 2H0,REDVERS,S0C 2H0,sk,Province of Saskatchewan,redvers sk s0c 2h0,,
659,Rocanville School,1,1,1,1,Gr. K-12,1002 FRANCIS AVENUE ROCANVILLE sk S0A 3L0,ROCANVILLE,S0A 3L0,sk,Province of Saskatchewan,1002 francis avenue rocanville sk s0a 3l0,1002,francis avenue
660,Souris School,1,1,0,0,Gr. K-6,316 5TH AVENUE S.E. WEYBURN sk S4H 1Y5,WEYBURN,S4H 1Y5,sk,Province of Saskatchewan,316 5th avenue se weyburn sk s4h 1y5,316,5th avenue se
661,Spruce Ridge School,1,1,1,0,Gr. K-8,321 SPRUCE DRIVE ESTEVAN sk S4A 2W9,ESTEVAN,S4A 2W9,sk,Province of Saskatchewan,321 spruce drive estevan sk s4a 2w9,321,spruce drive
662,Stoughton Central School,1,1,1,1,Gr. K-12,BOX 640 STOUGHTON sk S0G 4T0,STOUGHTON,S0G 4T0,sk,Province of Saskatchewan,stoughton sk s0g 4t0,,
