Municipality,Single Detached,Cottage,Semi Detached,Row,Apartment,Extract Date
TOWN OF PORT HAWKESBURY,0,0,0,0,0,04/03/2018 08:28:57 AM
TOWN OF SHELBURNE,0,0,0,0,0,04/03/2018 08:28:57 AM
TOWN OF STELLARTON,0,0,0,0,0,04/03/2018 08:28:57 AM
TOWN OF STEWIACKE,0,0,0,0,0,04/03/2018 08:28:57 AM
TOWN OF TRENTON,0,0,0,0,0,04/03/2018 08:28:57 AM
TOWN OF TRURO,0,0,0,0,0,04/03/2018 08:28:57 AM
TOWN OF WESTVILLE,0,0,0,0,0,04/03/2018 08:28:57 AM
TOWN OF WINDSOR,0,0,0,0,0,04/03/2018 08:28:57 AM
TOWN OF WOLFVILLE,0,0,0,0,0,04/03/2018 08:28:57 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,1,0,0,0,0,03/01/2018 07:30:26 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,0,0,0,0,0,03/01/2018 07:30:26 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,0,0,0,0,0,03/01/2018 07:30:26 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,0,0,0,0,0,03/01/2018 07:30:26 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,0,0,0,0,0,03/01/2018 07:30:26 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,0,0,0,0,0,03/01/2018 07:30:26 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,0,0,0,0,0,03/01/2018 07:30:26 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,0,0,0,0,0,03/01/2018 07:30:26 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,0,0,0,0,0,03/01/2018 07:30:26 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,0,0,0,0,0,03/01/2018 07:30:26 AM
REGION OF QUEENS MUNICIPALITY,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF ANNAPOLIS ROYAL,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF ANTIGONISH,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF BRIDGEWATER,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF CLARK'S HARBOUR,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF DIGBY,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF LOCKEPORT,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF LUNENBURG,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF MIDDLETON,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF MULGRAVE,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF PORT HAWKESBURY,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF SHELBURNE,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF STELLARTON,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF STEWIACKE,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF WESTVILLE,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF WINDSOR,0,0,0,0,0,03/01/2018 07:30:26 AM
TOWN OF WOLFVILLE,0,0,0,0,0,03/01/2018 07:30:26 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,0,0,0,0,0,02/01/2018 07:58:46 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,0,0,0,0,0,02/01/2018 07:58:46 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,0,0,0,0,0,02/01/2018 07:58:46 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,0,0,0,0,0,02/01/2018 07:58:46 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,0,0,0,0,0,02/01/2018 07:58:46 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,0,0,0,0,0,02/01/2018 07:58:46 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,0,0,0,0,0,02/01/2018 07:58:46 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,1,0,0,0,0,02/01/2018 07:58:46 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,0,0,0,0,0,02/01/2018 07:58:46 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,0,0,0,0,0,02/01/2018 07:58:46 AM
REGION OF QUEENS MUNICIPALITY,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF ANNAPOLIS ROYAL,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF ANTIGONISH,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF BRIDGEWATER,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF CLARK'S HARBOUR,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF DIGBY,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF LOCKEPORT,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF LUNENBURG,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF MIDDLETON,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF MULGRAVE,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF PORT HAWKESBURY,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF SHELBURNE,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF STELLARTON,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF STEWIACKE,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF WESTVILLE,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF WINDSOR,0,0,0,0,0,02/01/2018 07:58:46 AM
TOWN OF WOLFVILLE,0,0,0,0,0,02/01/2018 07:58:46 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,0,0,0,0,0,01/02/2018 08:14:51 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,0,0,0,0,0,01/02/2018 08:14:51 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,0,0,0,0,0,01/02/2018 08:14:51 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,0,0,0,0,0,01/02/2018 08:14:51 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,0,0,0,0,0,01/02/2018 08:14:51 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,0,0,0,0,0,01/02/2018 08:14:51 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,0,0,0,0,0,01/02/2018 08:14:51 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,0,0,0,0,0,01/02/2018 08:14:51 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,0,0,0,0,0,01/02/2018 08:14:51 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,0,0,0,0,0,01/02/2018 08:14:51 AM
REGION OF QUEENS MUNICIPALITY,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF ANNAPOLIS ROYAL,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF ANTIGONISH,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF BRIDGEWATER,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF CLARK'S HARBOUR,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF DIGBY,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF LOCKEPORT,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF LUNENBURG,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF MIDDLETON,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF PORT HAWKESBURY,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF SHELBURNE,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF STELLARTON,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF STEWIACKE,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF WESTVILLE,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF WINDSOR,0,0,0,0,0,01/02/2018 08:14:51 AM
TOWN OF WOLFVILLE,0,0,0,0,0,01/02/2018 08:14:51 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,0,0,0,0,0,12/01/2017 08:21:47 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,0,0,0,0,0,12/01/2017 08:21:47 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,0,0,0,0,0,12/01/2017 08:21:47 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,0,0,0,0,0,12/01/2017 08:21:47 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,0,0,0,0,0,12/01/2017 08:21:47 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,0,0,0,0,0,12/01/2017 08:21:47 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,0,0,0,0,0,12/01/2017 08:21:47 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,0,0,0,0,0,12/01/2017 08:21:47 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,0,0,0,0,0,12/01/2017 08:21:47 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,0,0,0,0,0,12/01/2017 08:21:47 AM
REGION OF QUEENS MUNICIPALITY,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF ANNAPOLIS ROYAL,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF ANTIGONISH,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF BRIDGEWATER,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF CLARK'S HARBOUR,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF DIGBY,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF LOCKEPORT,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF LUNENBURG,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF MIDDLETON,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF PORT HAWKESBURY,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF SHELBURNE,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF STELLARTON,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF STEWIACKE,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF WESTVILLE,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF WINDSOR,0,0,0,0,0,12/01/2017 08:21:47 AM
TOWN OF WOLFVILLE,0,0,0,0,0,12/01/2017 08:21:47 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,0,0,0,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,0,0,0,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,0,0,0,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,0,0,0,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,0,0,0,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,0,0,0,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,0,0,0,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,0,0,0,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,0,0,0,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,0,0,0,0,0,11/01/2017 07:30:54 AM
REGION OF QUEENS MUNICIPALITY,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF ANNAPOLIS ROYAL,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF ANTIGONISH,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF BRIDGEWATER,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF CLARK'S HARBOUR,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF DIGBY,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF LOCKEPORT,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF LUNENBURG,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF MIDDLETON,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF PORT HAWKESBURY,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF SHELBURNE,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF STELLARTON,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF STEWIACKE,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF WESTVILLE,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF WINDSOR,0,0,0,0,0,11/01/2017 07:30:54 AM
TOWN OF WOLFVILLE,0,0,0,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,1,0,0,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,0,0,0,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,0,0,0,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,0,0,0,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,0,0,0,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,0,0,0,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,0,0,0,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,0,0,0,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,0,0,0,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,0,0,0,0,0,10/01/2017 07:31:06 AM
REGION OF QUEENS MUNICIPALITY,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF ANNAPOLIS ROYAL,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF ANTIGONISH,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF BRIDGEWATER,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF CLARK'S HARBOUR,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF DIGBY,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF LOCKEPORT,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF LUNENBURG,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF MIDDLETON,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF PORT HAWKESBURY,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF SHELBURNE,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF STELLARTON,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF STEWIACKE,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF WESTVILLE,0,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF WINDSOR,2,0,0,0,0,10/01/2017 07:31:06 AM
TOWN OF WOLFVILLE,0,0,0,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,0,0,0,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,0,0,0,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,0,0,0,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,0,0,0,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,0,0,0,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,0,0,0,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,0,0,0,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,0,0,0,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,0,0,0,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,0,0,0,0,0,09/01/2017 09:47:01 AM
REGION OF QUEENS MUNICIPALITY,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF ANNAPOLIS ROYAL,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF ANTIGONISH,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF BRIDGEWATER,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF CLARK'S HARBOUR,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF DIGBY,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF LOCKEPORT,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF LUNENBURG,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF MIDDLETON,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF PORT HAWKESBURY,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF SHELBURNE,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF STELLARTON,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF STEWIACKE,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF WESTVILLE,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF WINDSOR,0,0,0,0,0,09/01/2017 09:47:01 AM
TOWN OF WOLFVILLE,0,0,0,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,1,0,0,0,0,08/01/2017 08:38:49 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,0,0,0,0,0,08/01/2017 08:38:49 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,0,0,0,0,0,08/01/2017 08:38:49 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,0,0,0,0,0,08/01/2017 08:38:49 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,0,0,0,0,0,08/01/2017 08:38:49 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,0,0,0,0,0,08/01/2017 08:38:49 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,0,0,0,0,0,08/01/2017 08:38:49 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,0,0,0,0,0,08/01/2017 08:38:49 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,0,0,0,0,0,08/01/2017 08:38:49 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,0,0,0,0,0,08/01/2017 08:38:49 AM
REGION OF QUEENS MUNICIPALITY,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF ANNAPOLIS ROYAL,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF ANTIGONISH,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF BRIDGEWATER,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF CLARK'S HARBOUR,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF DIGBY,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF LOCKEPORT,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF LUNENBURG,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF MIDDLETON,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF SHELBURNE,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF STELLARTON,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF STEWIACKE,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF WESTVILLE,0,0,0,0,0,08/01/2017 08:38:49 AM
TOWN OF WINDSOR,0,0,0,0,8,08/01/2017 08:38:49 AM
TOWN OF WOLFVILLE,0,0,0,0,0,08/01/2017 08:38:49 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,0,0,0,0,0,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,0,0,0,0,0,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,0,0,0,0,0,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,0,0,0,0,0,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,0,0,0,0,0,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,0,0,0,0,0,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,0,0,0,0,0,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,0,0,0,0,0,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,0,0,0,0,0,07/04/2017 11:10:39 AM
REGION OF QUEENS MUNICIPALITY,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF ANNAPOLIS ROYAL,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF ANTIGONISH,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF BRIDGEWATER,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF CLARK'S HARBOUR,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF LOCKEPORT,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF LUNENBURG,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF MIDDLETON,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF STELLARTON,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF STEWIACKE,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF WESTVILLE,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF WINDSOR,0,0,0,0,0,07/04/2017 11:10:39 AM
TOWN OF WOLFVILLE,0,0,0,0,0,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,0,0,0,0,0,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,0,0,0,0,0,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,0,0,0,0,0,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,0,0,0,0,0,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,0,0,0,0,0,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,0,0,0,0,0,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,0,0,0,0,0,06/01/2017 09:15:20 AM
REGION OF QUEENS MUNICIPALITY,0,0,0,0,0,06/01/2017 09:15:20 AM
TOWN OF ANTIGONISH,0,0,0,0,0,06/01/2017 09:15:20 AM
TOWN OF BRIDGEWATER,0,0,0,0,0,06/01/2017 09:15:20 AM
TOWN OF CLARK'S HARBOUR,0,0,0,0,0,06/01/2017 09:15:20 AM
TOWN OF LUNENBURG,0,0,0,0,0,06/01/2017 09:15:20 AM
TOWN OF MIDDLETON,0,0,0,0,0,06/01/2017 09:15:20 AM
TOWN OF STELLARTON,0,0,0,0,0,06/01/2017 09:15:20 AM
TOWN OF STEWIACKE,0,0,0,0,0,06/01/2017 09:15:20 AM
TOWN OF WESTVILLE,0,0,0,0,0,06/01/2017 09:15:20 AM
TOWN OF WINDSOR,0,0,0,0,0,06/01/2017 09:15:20 AM
