idx,facility_name,source_id,authority_type,grade_range,facility_type,address_str,street_addr,city,province,postal_code,provider,address_str_clean,street_no,street_name
1385,Nak'albun Elementary School,9197495,Independent School,K-7,Standard School,PO Box 1390 Fort St James BC V0J 1P0,PO Box 1390,Fort St James,BC,V0J 1P0,Province of British Columbia,fort st james bc v0j 1p0,,
1386,Nakusp Elementary,1010004,Public School,K-7,Standard School,PO Box 250 Nakusp BC V0G 1R0,PO Box 250,Nakusp,BC,V0G 1R0,Province of British Columbia,nakusp bc v0g 1r0,,
1387,Nakusp Secondary,1010006,Public School,12-Aug,Standard School,PO Box 249 Nakusp BC V0G 1R0,PO Box 249,Nakusp,BC,V0G 1R0,Province of British Columbia,nakusp bc v0g 1r0,,
1388,Nakusp StrongStart Centre,1025031,StrongStart BC,Pre-K,Early Learning Program,619 A 4th St NW Nakusp BC V0G 1R0,619 A 4th St NW,Nakusp,BC,V0G 1R0,Province of British Columbia,619 a 4th st nw nakusp bc v0g 1r0,619 a,4th st nw
1389,Nala'atsi Alternate Program,7199299,Public School,12-Oct,Alternate Programs,665 16th St Courtenay BC V9N 1X6,665 16th St,Courtenay,BC,V9N 1X6,Province of British Columbia,665 16th st courtenay bc v9n 1x6,665,16th st
1390,Nanaimo Christian School,6896256,Independent School,K-12,Standard School,198 Holland Rd Nanaimo BC V9R 6W2,198 Holland Rd,Nanaimo,BC,V9R 6W2,Province of British Columbia,198 holland rd nanaimo bc v9r 6w2,198,holland rd
1391,Nanaimo District Secondary,6868001,Public School,12-Aug,Standard School,355 Wakesiah Ave Nanaimo BC V9R 3K5,355 Wakesiah Ave,Nanaimo,BC,V9R 3K5,Province of British Columbia,355 wakesiah ave nanaimo bc v9r 3k5,355,wakesiah ave
1392,Nanoose Bay Elementary,6969018,Public School,"K-7, EU",Standard School,PO Box 130 Nanoose Bay BC V9P 9J9,PO Box 130,Nanoose Bay,BC,V9P 9J9,Province of British Columbia,nanoose bay bc v9p 9j9,,
1393,Naramata Elementary,6715003,Public School,K-5,Standard School,General Delivery Naramata BC V0H 1N0,General Delivery,Naramata,BC,V0H 1N0,Province of British Columbia,general delivery naramata bc v0h 1n0,,general delivery
1394,Nathan Barton Elementary,9292008,Public School,K-7,Standard School,1310 Volunteer St Kincolith BC V0V 1B0,1310 Volunteer St,Kincolith,BC,V0V 1B0,Province of British Columbia,1310 volunteer st kincolith bc v0v 1b0,1310,volunteer st
1395,Navigate Academy,7171082,Public School,"K-8, EU",Standard School,2505 Smith Rd Courtenay BC V9J 1T6,2505 Smith Rd,Courtenay,BC,V9J 1T6,Province of British Columbia,2505 smith rd courtenay bc v9j 1t6,2505,smith rd
1396,Nazko Valley Elementary,2828041,Public School,K-7,Standard School,9560 Nazko Rd Quesnel BC V2J 3H9,9560 Nazko Rd,Quesnel,BC,V2J 3H9,Province of British Columbia,9560 nazko rd quesnel bc v2j 3h9,9560,nazko rd
1397,Nechako Elementary,8280001,Public School,K-6,Standard School,61 Nightingale St Kitimat BC V8C 1M9,61 Nightingale St,Kitimat,BC,V8C 1M9,Province of British Columbia,61 nightingale st kitimat bc v8c 1m9,61,nightingale st
1398,Nechako Valley Secondary,9191024,Public School,12-Jul,Standard School,PO Box 950 Vanderhoof BC V0J 3A0,PO Box 950,Vanderhoof,BC,V0J 3A0,Province of British Columbia,vanderhoof bc v0j 3a0,,
1399,Neilson Grove Elementary,3737043,Public School,K-7,Standard School,5500 Admiral Blvd Delta BC V4K 5B7,5500 Admiral Blvd,Delta,BC,V4K 5B7,Province of British Columbia,5500 admiral blvd delta bc v4k 5b7,5500,admiral blvd
1400,Nelson Christian Community School,896710,Independent School,K-8,Standard School,810 Tenth St Nelson BC V1L 3C7,810 Tenth St,Nelson,BC,V1L 3C7,Province of British Columbia,810 tenth st nelson bc v1l 3c7,810,tenth st
1401,Nelson Elementary,4141040,Public School,K-7,Standard School,4850 Irmin St Burnaby BC V5J 1Y2,4850 Irmin St,Burnaby,BC,V5J 1Y2,Province of British Columbia,4850 irmin st burnaby bc v5j 1y2,4850,irmin st
1402,Nelson Waldorf School,896449,Independent School,K-7,Standard School,PO Box 165 STN Main Nelson BC V1L 5P9,PO Box 165 STN Main,Nelson,BC,V1L 5P9,Province of British Columbia,stn main nelson bc v1l 5p9,,
1403,Nenqayni Treatment Centre,2795040,Public School,No Enrolment Reported,Short Term PRP,2448 Sandberg Rd Williams Lake BC V2G 4W5,2448 Sandberg Rd,Williams Lake,BC,V2G 4W5,Province of British Columbia,2448 sandberg rd williams lake bc v2g 4w5,2448,sandberg rd
1404,Nesika Elementary,2727065,Public School,K-6,Standard School,1180 Moon Ave Williams Lake BC V2G 4A6,1180 Moon Ave,Williams Lake,BC,V2G 4A6,Province of British Columbia,1180 moon ave williams lake bc v2g 4a6,1180,moon ave
1405,New Hazelton Elementary,8288008,Public School,K-7,Standard School,PO Box 220 New Hazelton BC V0J 2J0,PO Box 220,New Hazelton,BC,V0J 2J0,Province of British Columbia,new hazelton bc v0j 2j0,,
1406,New Westminster Continuing Education,4040000,Public School,"10-12, GA",Continuing Education,835 Eighth St New Westminster BC V3M 3S9,835 Eighth St,New Westminster,BC,V3M 3S9,Province of British Columbia,835 eighth st new westminster bc v3m 3s9,835,eighth st
1407,New Westminster Online Schools,4099185,Public School,"10-12, SU, GA",Distributed Learning Programs,200-1065 Columbia St New Westminster BC V3M 6H7,200-1065 Columbia St,New Westminster,BC,V3M 6H7,Province of British Columbia,200 1065 columbia st new westminster bc v3m 6h7,200 1065,columbia st
1408,New Westminster Secondary,4040008,Public School,12-Sep,Standard School,835 Eighth St New Westminster BC V3M 3S9,835 Eighth St,New Westminster,BC,V3M 3S9,Province of British Columbia,835 eighth st new westminster bc v3m 3s9,835,eighth st
1409,Newbridge Academy,3696923,Independent School,K-4,Standard School,251-1959 152 St Surrey BC V4A 9E3,251-1959 152 St,Surrey,BC,V4A 9E3,Province of British Columbia,251 1959 152 st surrey bc v4a 9e3,251 1959,152 st
1410,Newton Elementary,3636072,Public School,K-7,Standard School,13359 81 Ave Surrey BC V3W 3C5,13359 81 Ave,Surrey,BC,V3W 3C5,Province of British Columbia,13359 81 ave surrey bc v3w 3c5,13359,81 ave
1411,Nicholson Elementary,618007,Public School,K-7,Standard School,PO Box 331 Golden BC V0A 1H0,PO Box 331,Golden,BC,V0A 1H0,Province of British Columbia,golden bc v0a 1h0,,
1412,Nicola Canford Elementary,5831007,Public School,K-7,Standard School,2311 Postell St Lower Nicola BC V0K 1Y0,2311 Postell St,Lower Nicola,BC,V0K 1Y0,Province of British Columbia,2311 postell st lower nicola bc v0k 1y0,2311,postell st
1413,Nicola Canford StrongStart,5825157,StrongStart BC,Pre-K,Early Learning Program,2311 Postell St Merritt BC V0K 1Y0,2311 Postell St,Merritt,BC,V0K 1Y0,Province of British Columbia,2311 postell st merritt bc v0k 1y0,2311,postell st
1414,Nicomekl Elementary,3535037,Public School,K-5,Standard School,20050 53 Ave Langley BC V3A 3T9,20050 53 Ave,Langley,BC,V3A 3T9,Province of British Columbia,20050 53 ave langley bc v3a 3t9,20050,53 ave
1415,Nicomekl StrongStart Centre,3525020,StrongStart BC,Pre-K,Early Learning Program,20050 53 Ave Langley BC V3A 3T9,20050 53 Ave,Langley,BC,V3A 3T9,Province of British Columbia,20050 53 ave langley bc v3a 3t9,20050,53 ave
1416,Nisga'a Elementary Secondary,9292007,Public School,K-12,Standard School,Box 239 New Aiyansh BC V0J 1A0,Box 239,New Aiyansh,BC,V0J 1A0,Province of British Columbia,new aiyansh bc v0j 1a0,,
1417,Nkwala School,5897019,Independent School,K-12,Standard School,PO Box 3700 Merritt BC V1K 1B8,PO Box 3700,Merritt,BC,V1K 1B8,Province of British Columbia,merritt bc v1k 1b8,,
1418,Noel Booth Elementary,3535044,Public School,K-7,Standard School,20202 35 Ave Langley BC V2Z 1A2,20202 35 Ave,Langley,BC,V2Z 1A2,Province of British Columbia,20202 35 ave langley bc v2z 1a2,20202,35 ave
1419,Noorunissa Montessori Academy of Canada,7996959,Independent School,No Enrolment Reported,Standard School,2375 Koksilah Rd Duncan BC V9L 6M5,2375 Koksilah Rd,Duncan,BC,V9L 6M5,Province of British Columbia,2375 koksilah rd duncan bc v9l 6m5,2375,koksilah rd
1420,Nootka Community Elementary,3939101,Public School,K-7,Standard School,3375 Nootka St Vancouver BC V5M 3N2,3375 Nootka St,Vancouver,BC,V5M 3N2,Province of British Columbia,3375 nootka st vancouver bc v5m 3n2,3375,nootka st
1421,Norgate Community Elementary,4444013,Public School,K-7,Standard School,1295 Sowden St North Vancouver BC V7P 1L9,1295 Sowden St,North Vancouver,BC,V7P 1L9,Province of British Columbia,1295 sowden st north vancouver bc v7p 1l9,1295,sowden st
1422,Norgate StrongStart Centre,4425144,StrongStart BC,Pre-K,Early Learning Program,1295 Sowden St North Vancouver BC V7P 1L9,1295 Sowden St,North Vancouver,BC,V7P 1L9,Province of British Columbia,1295 sowden st north vancouver bc v7p 1l9,1295,sowden st
1423,NorKam Senior Secondary,7324044,Public School,"10-12, SU",Standard School,730 12th St Kamloops BC V2B 3C1,730 12th St,Kamloops,BC,V2B 3C1,Province of British Columbia,730 12th st kamloops bc v2b 3c1,730,12th st
1424,Norma Rose Point Elementary Junior,3939143,Public School,K-7,Standard School,5488 Ortona Ave Vancouver BC V6T 1S2,5488 Ortona Ave,Vancouver,BC,V6T 1S2,Province of British Columbia,5488 ortona ave vancouver bc v6t 1s2,5488,ortona ave
1425,North Canoe Elementary,8389021,Public School,K-5,Standard School,PO Box 78 Canoe BC V0E 1K0,PO Box 78,Canoe,BC,V0E 1K0,Province of British Columbia,canoe bc v0e 1k0,,
1426,North Cariboo Christian School,2896621,Independent School,K-9,Standard School,2876 Red Bluff Rd Quesnel BC V2J 6C7,2876 Red Bluff Rd,Quesnel,BC,V2J 6C7,Province of British Columbia,2876 red bluff rd quesnel bc v2j 6c7,2876,red bluff rd
1427,North Coast Distance Education,8298009,Public School,"10-12, GA",Distributed Learning Programs,3120 Highway 16 East Terrace BC V8G 3E9,3120 Highway 16 East,Terrace,BC,V8G 3E9,Province of British Columbia,3120 highway 16 east terrace bc v8g 3e9,3120,highway 16 east
1428,North Delta Secondary,3737012,Public School,12-Aug,Standard School,11447 82 Ave Delta BC V4C 5J6,11447 82 Ave,Delta,BC,V4C 5J6,Province of British Columbia,11447 82 ave delta bc v4c 5j6,11447,82 ave
1429,North Glenmore Elementary,2323032,Public School,K-6,Standard School,125 Snowsell St North Kelowna BC V1V 2E3,125 Snowsell St North,Kelowna,BC,V1V 2E3,Province of British Columbia,125 snowsell st north kelowna bc v1v 2e3,125,snowsell st north
1430,North Island Distance Education,7198008,Public School,"K-12, SU, GA",Distributed Learning Programs,2505 Smith Rd Courtenay BC V9J 1T6,2505 Smith Rd,Courtenay,BC,V9J 1T6,Province of British Columbia,2505 smith rd courtenay bc v9j 1t6,2505,smith rd
1431,North Island Secondary,8585018,Public School,12-Aug,Standard School,PO Box 100 Port McNeill BC V0N 2R0,PO Box 100,Port McNeill,BC,V0N 2R0,Province of British Columbia,port mcneill bc v0n 2r0,,
1432,North Okanagan Junior Academy,8396116,Independent School,K-9,Standard School,4699 South Grandview Flats Rd Armstrong BC V0E 1B5,4699 South Grandview Flats Rd,Armstrong,BC,V0E 1B5,Province of British Columbia,4699 south grandview flats rd armstrong bc v0e 1b5,4699,south grandview flats rd
1433,North Otter Elementary,3535015,Public School,K-7,Standard School,5370 248 St Aldergrove BC V4W 1A7,5370 248 St,Aldergrove,BC,V4W 1A7,Province of British Columbia,5370 248 st aldergrove bc v4w 1a7,5370,248 st
1434,North Otter StrongStart Centre,3525229,StrongStart BC,Pre-K,Early Learning Program,5370 248 St Aldergrove BC V4W 1A7,5370 248 St,Aldergrove,BC,V4W 1A7,Province of British Columbia,5370 248 st aldergrove bc v4w 1a7,5370,248 st
1435,North Oyster Elementary,6868058,Public School,K-7,Standard School,13470 Cedar Rd Ladysmith BC V9G 1H6,13470 Cedar Rd,Ladysmith,BC,V9G 1H6,Province of British Columbia,13470 cedar rd ladysmith bc v9g 1h6,13470,cedar rd
1436,North Peace Secondary,6060015,Public School,"10-12, SU",Standard School,9304 86 St Fort St John BC V1J 6L9,9304 86 St,Fort St John,BC,V1J 6L9,Province of British Columbia,9304 86 st fort st john bc v1j 6l9,9304,86 st
1437,North Ridge Elementary,3636138,Public School,K-7,Standard School,13460 62 Ave Surrey BC V3X 2J2,13460 62 Ave,Surrey,BC,V3X 2J2,Province of British Columbia,13460 62 ave surrey bc v3x 2j2,13460,62 ave
1438,North Saanich Middle School,6363026,Public School,08-Jun,Standard School,10400 McDonald Park Rd North Saanich BC V8L 0A3,10400 McDonald Park Rd,North Saanich,BC,V8L 0A3,Province of British Columbia,10400 mcdonald park rd north saanich bc v8l 0a3,10400,mcdonald park rd
1439,North Shuswap Elementary,8383039,Public School,K-8,Standard School,5295 Squilax-Anglemont Rd Celista BC V0E 1M6,5295 Squilax-Anglemont Rd,Celista,BC,V0E 1M6,Province of British Columbia,5295 squilax anglemont rd celista bc v0e 1m6,5295,squilax anglemont rd
1440,North Star Montessori Elementary School,4496654,Independent School,"K, EU",Standard School,1325 Keith Rd E North Vancouver BC V7J 1J3,1325 Keith Rd E,North Vancouver,BC,V7J 1J3,Province of British Columbia,1325 keith rd e north vancouver bc v7j 1j3,1325,keith rd e
1441,North Surrey Learning Centre,3636591,Public School,No Enrolment Reported,Standard School,9260 140 St Surrey BC V3V 5Z4,9260 140 St,Surrey,BC,V3V 5Z4,Province of British Columbia,9260 140 st surrey bc v3v 5z4,9260,140 st
1442,North Surrey Secondary,3636028,Public School,12-Aug,Standard School,15945 96 Ave Surrey BC V4N 2R8,15945 96 Ave,Surrey,BC,V4N 2R8,Province of British Columbia,15945 96 ave surrey bc v4n 2r8,15945,96 ave
1443,North Vancouver Online Learning,4499176,Public School,"8-12, GA",Distributed Learning Programs,3365 Mahon Ave North Vancouver BC V7N 3T7,3365 Mahon Ave,North Vancouver,BC,V7N 3T7,Province of British Columbia,3365 mahon ave north vancouver bc v7n 3t7,3365,mahon ave
1444,Northridge Elementary,6161054,Public School,K-5,Standard School,4190 Carey Rd Victoria BC V8Z 4G8,4190 Carey Rd,Victoria,BC,V8Z 4G8,Province of British Columbia,4190 carey rd victoria bc v8z 4g8,4190,carey rd
1445,Northside Christian School,9196232,Independent School,"K-12, SU",Standard School,3337 Voth Rd Vanderhoof BC V0J 3A2,3337 Voth Rd,Vanderhoof,BC,V0J 3A2,Province of British Columbia,3337 voth rd vanderhoof bc v0j 3a2,3337,voth rd
1446,Notre Dame,5996172,Independent School,K-7,Standard School,925 104 Ave Dawson Creek BC V1G 2H8,925 104 Ave,Dawson Creek,BC,V1G 2H8,Province of British Columbia,925 104 ave dawson creek bc v1g 2h8,925,104 ave
1447,Notre Dame Regional Secondary,3996022,Independent School,12-Aug,Standard School,2880 Venables St Vancouver BC V5K 4Z6,2880 Venables St,Vancouver,BC,V5K 4Z6,Province of British Columbia,2880 venables st vancouver bc v5k 4z6,2880,venables st
1448,Nukko Lake Elementary,5757045,Public School,K-7,Standard School,23955 Chief Lake Rd Prince George BC V2K 5L1,23955 Chief Lake Rd,Prince George,BC,V2K 5L1,Province of British Columbia,23955 chief lake rd prince george bc v2k 5l1,23955,chief lake rd
1449,Nusatsum StrongStart Centre,4925052,StrongStart BC,Pre-K,Early Learning Program,PO Bag 800 Hagensborg BC V0T 1H0,PO Bag 800,Hagensborg,BC,V0T 1H0,Province of British Columbia,po bag 800 hagensborg bc v0t 1h0,800,po bag
1450,Nusatsum Elementary/Secondary,4949008,Public School,07-May,Standard School,PO Box 18 Hagensborg BC V0T 1H0,PO Box 18,Hagensborg,BC,V0T 1H0,Province of British Columbia,hagensborg bc v0t 1h0,,
1451,Nusdeh Yoh,5757116,Public School,K-7,Standard School,2579 Victoria St Prince George BC V2L 2M3,2579 Victoria St,Prince George,BC,V2L 2M3,Province of British Columbia,2579 victoria st prince george bc v2l 2m3,2579,victoria st
1452,NW Regional Trades & Training Centre,8282040,Public School,No Enrolment Reported,Standard School,3120 16 Hwy E Terrace BC V8G 4N8,3120 16 Hwy E,Terrace,BC,V8G 4N8,Province of British Columbia,3120 16 hwy e terrace bc v8g 4n8,3120,16 hwy e
1453,Oak & Orca School (DL),6196745,Independent School,"K, EU, SU",Distributed Learning Programs,2738 Higgins St Victoria BC V8T 3N1,2738 Higgins St,Victoria,BC,V8T 3N1,Province of British Columbia,2738 higgins st victoria bc v8t 3n1,2738,higgins st
1454,Oak and Orca Bioregional School,6196695,Independent School,"K, EU, SU",Standard School,2738 Higgins St Victoria BC V8T 3N1,2738 Higgins St,Victoria,BC,V8T 3N1,Province of British Columbia,2738 higgins st victoria bc v8t 3n1,2738,higgins st
1455,Oak Bay Secondary,6161024,Public School,"9-12, SU",Standard School,2121 Cadboro Bay Rd Victoria BC V8R 5G4,2121 Cadboro Bay Rd,Victoria,BC,V8R 5G4,Province of British Columbia,2121 cadboro bay rd victoria bc v8r 5g4,2121,cadboro bay rd
1456,Oaklands Elementary,6161013,Public School,K-5,Standard School,2827 Belmont Ave Victoria BC V8R 4B2,2827 Belmont Ave,Victoria,BC,V8R 4B2,Province of British Columbia,2827 belmont ave victoria bc v8r 4b2,2827,belmont ave
1457,Oakridge Montessori Children's Learning,3996963,Independent School,No Enrolment Reported,Standard School,619 45th Ave W Vancouver BC V5Z 4G2,619 45th Ave W,Vancouver,BC,V5Z 4G2,Province of British Columbia,619 45th ave w vancouver bc v5z 4g2,619,45th ave
1458,Oasis School,7295043,Public School,No Enrolment Reported,Long Term PRP,740 Robron Rd Campbell River BC V9W 6J7,740 Robron Rd,Campbell River,BC,V9W 6J7,Province of British Columbia,740 robron rd campbell river bc v9w 6j7,740,robron rd
1459,Ocean Cliff Elementary,3636170,Public School,K-7,Standard School,12550 20 Ave Surrey BC V4A 1Y6,12550 20 Ave,Surrey,BC,V4A 1Y6,Province of British Columbia,12550 20 ave surrey bc v4a 1y6,12550,20 ave
1460,Ocean Grove Elementary,7272061,Public School,K-5,Standard School,3773 McLelan Campbell River BC V9H 1K2,3773 McLelan,Campbell River,BC,V9H 1K2,Province of British Columbia,3773 mclelan campbell river bc v9h 1k2,3773,mclelan
1461,Oceane,9368067,Public School,K-7,Standard School,1951 Estevan Rd Nanaimo BC V9S 3Y9,1951 Estevan Rd,Nanaimo,BC,V9S 3Y9,Province of British Columbia,1951 estevan rd nanaimo bc v9s 3y9,1951,estevan rd
1462,Oceanside Elementary,6969023,Public School,"K-7, EU",Standard School,PO Box 520 Parksville BC V9P 2G6,PO Box 520,Parksville,BC,V9P 2G6,Province of British Columbia,parksville bc v9p 2g6,,
1463,Odyssey K-9 SD 42,4242047,Public School,K-10,Standard School,12209 206th Ave Maple Ridge BC V2X 1T8,12209 206th Ave,Maple Ridge,BC,V2X 1T8,Province of British Columbia,12209 206th ave maple ridge bc v2x 1t8,12209,206th ave
1464,Okanagan Christian School,2396023,Independent School,K-12,Standard School,1035 Hollywood Rd S Kelowna BC V1X 4N3,1035 Hollywood Rd S,Kelowna,BC,V1X 4N3,Province of British Columbia,1035 hollywood rd s kelowna bc v1x 4n3,1035,hollywood rd s
1465,Okanagan Falls Elementary,5314002,Public School,K-7,Standard School,PO Box 6 Okanagan Falls BC V0H 1R0,PO Box 6,Okanagan Falls,BC,V0H 1R0,Province of British Columbia,okanagan falls bc v0h 1r0,,
1466,Okanagan Falls StrongStart Centre,5325011,StrongStart BC,Pre-K,Early Learning Program,PO Box 6 Okanagan Falls BC V0H 1R0,PO Box 6,Okanagan Falls,BC,V0H 1R0,Province of British Columbia,okanagan falls bc v0h 1r0,,
1467,Okanagan Landing Elementary,2222013,Public School,K-7,Standard School,7322 Grant Rd Vernon BC V1H 1G6,7322 Grant Rd,Vernon,BC,V1H 1G6,Province of British Columbia,7322 grant rd vernon bc v1h 1g6,7322,grant rd
1468,Okanagan Landing StrongStart Centre,2225313,StrongStart BC,Pre-K,Early Learning Program,7322 Grant Rd Vernon BC V1H 1G6,7322 Grant Rd,Vernon,BC,V1H 1G6,Province of British Columbia,7322 grant rd vernon bc v1h 1g6,7322,grant rd
1469,Okanagan Mission Secondary,2323059,Public School,"8-12, SU",Standard School,4544 Gordon Dr Kelowna BC V1W 1T4,4544 Gordon Dr,Kelowna,BC,V1W 1T4,Province of British Columbia,4544 gordon dr kelowna bc v1w 1t4,4544,gordon dr
