OBJECTID;DT_MAJ_GDUNO;CD_IMM;CD_CS;NUM_IMM_CS;NOM_OFFCL;ADRS_GEO_L1_GDUNO;ADRS_GEO_L2_GDUNO;CD_MUNCP;NOM_MUNCP;STAT_MUNCP;CD_POSTL_GDUNO;PRESC;PRIM;SEC;FORM_PRO;ADULTE;STAT_PROP_IMM;COORD_X_LL84;COORD_Y_LL84;ORDRE_ENS;TYPE_CS;STYLE_CART
1416;20201019;841022;841000;022;Saint-Paul;400, boulevard Lacombe;;60013;Repentigny;V;J5Z1N6;1;1;0;0;0;Propriété de la CS;-73.471016;45.751887;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
1417;20201019;841023;841000;023;Jean-Claude-Crevier;391, rue Notre-Dame;;60013;Repentigny;V;J5Z1S6;0;0;1;0;0;Propriété de la CS;-73.470408;45.751504;Secondaire;Franco;3_Imm_Franco_secondaire
1418;20201019;841024;841000;024;Louis-Joseph-Huot;375, boulevard Lacombe;;60013;Repentigny;V;J5Z1N5;0;1;0;0;0;Propriété de la CS;-73.472931;45.752247;Primaire;Franco;1_Imm_Franco_primaire
1419;20201019;867017;867000;017;Jean-XXIII;415, rue Longtin;;67015;La Prairie;V;J5R2W3;1;1;0;0;1;Propriété de la CS;-73.495568;45.412233;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
1420;20201019;867018;867000;018;Saint-Marc;30, chemin Haendel;;67020;Candiac;V;J5R1R8;1;1;0;0;1;Propriété de la CS;-73.519054;45.390832;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
1421;20201019;884010;884000;010;Saint-Lawrence - Saint-Raymond;150, boulevard Champlain;;67020;Candiac;V;J5R3T2;1;1;0;0;0;Propriété de la CS;-73.528031;45.387653;Préscolaire - Primaire;Anglo;1_Imm_Anglo_primaire
1422;20201019;831059;831000;059;Arc-en-ciel, pavillon 2, de l';50, rue Proulx Ouest;;65005;Laval;V;H7N1P1;1;1;0;0;0;Propriété de la CS;-73.694716;45.565736;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
1423;20201019;831069;831000;069;Sainte-Marguerite;40, avenue Dussault;;65005;Laval;V;H7N3K1;1;1;0;0;0;Propriété de la CS;-73.710808;45.547079;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
1424;20201019;853035;853000;035;Pavillon Marie-Rose;35, rue Filion;;77043;Saint-Sauveur;V;J0R1R0;1;1;0;0;0;Propriété de la CS;-74.159295;45.896348;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
1588;20201019;854049;854000;049;Jean-XXIII;525, rue Achim;;79088;Mont-Laurier;V;J9L2H5;0;1;0;0;1;Propriété de la CS;-75.509239;46.549618;Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
1589;20201019;854050;854000;050;Carrière, de la;654, rue Léonard;;79088;Mont-Laurier;V;J9L2Z8;0;1;0;0;1;Propriété de la CS;-75.488871;46.555868;Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
1590;20201019;854052;854000;052;Saint-Eugène;318, rue du Pont;;79088;Mont-Laurier;V;J9L2R2;1;1;0;0;1;Propriété de la CS;-75.497136;46.549469;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
1591;20201019;854054;854000;054;Centre administratif - école du Sacré-Coeur;525, rue de la Madone;;79088;Mont-Laurier;V;J9L1S4;1;1;0;0;1;Propriété de la CS;-75.497999;46.5528;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
1592;20201019;854055;854000;055;Madone, de la;631, rue Hébert;;79088;Mont-Laurier;V;J9L2X4;1;1;0;0;1;Propriété de la CS;-75.492673;46.555998;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
1593;20201019;854056;854000;056;Henri-Bourassa;591, chemin du Progrès;;79065;Chute-Saint-Philippe;M;J0W1A0;0;1;0;0;1;Propriété de la CS;-75.241942;46.652333;Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
1594;20201019;854057;854000;057;Notre-Dame-du-Saint-Sacrement, de;290, 12e Avenue;;79097;Ferme-Neuve;M;J0W1C0;1;1;0;0;1;Propriété de la CS;-75.449999;46.701856;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
1595;20201019;854058;854000;058;Sacré-Coeur, du;148, 12e Rue;;79097;Ferme-Neuve;M;J0W1C0;0;1;0;0;1;Propriété de la CS;-75.451628;46.701512;Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
1596;20201019;854059;854000;059;Sacré-Coeur, du;91, rue de l'Église;;79110;Mont-Saint-Michel;M;J0W1P0;1;1;0;0;1;Propriété de la CS;-75.336823;46.780882;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
1597;20201019;854062;854000;062;Sainte-Anne, de;13, rue Notre-Dame;;79115;Sainte-Anne-du-Lac;M;J0W1V0;0;1;0;0;1;Propriété de la CS;-75.325367;46.87956;Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
4026;20201019;722009;722000;009;Fredeau-Duchesne;201, rue Saint-Louis;;93042;Alma;V;G8B3S9;0;0;0;0;0;Propriété de la CS;-71.625364;48.575571;;Franco;5_Imm_Franco_Autre
4027;20201019;851800;851000;800;Carrefour Saint-Eustache;430, rue Arthur-Sauvé;;72005;Saint-Eustache;V;J7R6V6;0;0;0;0;0;Location;-73.907134;45.565029;;Franco;5_Imm_Franco_Autre
4028;20201019;852952;852000;952;Terrain - Fabrique Sainte-Sophie;2334, rue Saint-Joseph;;75028;Sainte-Sophie;M;J5J1M9;0;0;0;0;0;Location;-73.898886;45.816313;;Franco;5_Imm_Franco_Autre
4029;20201019;852955;852000;955;Ensemble de terrains non contigus (Saint-Jérôme);Rang Saint-Camil;;75017;Saint-Jérôme;V;J5L2M1;0;0;0;0;0;Propriété de la CS;-74.102132;45.799018;;Franco;5_Imm_Franco_Autre
4030;20201019;759225;759000;225;Maison en rangée;225 ABC, rue Kaominak;;99806;Waskaganish;TC;J0M1R0;0;0;0;0;0;Propriété de la CS;-78.753824;51.483711;;Statut;5_Imm_Statut_Autre
4031;20201019;759226;759000;226;Maison en rangée;226 ABC, rue Kaominak;;99806;Waskaganish;TC;J0M1R0;0;0;0;0;0;Propriété de la CS;-78.754002;51.483557;;Statut;5_Imm_Statut_Autre
4032;20201019;759227;759000;227;Maison en rangée;227 ABCD, rue Kaominak;;99806;Waskaganish;TC;J0M1R0;0;0;0;0;0;Propriété de la CS;-78.754065;51.483643;;Statut;5_Imm_Statut_Autre
4033;20201019;759228;759000;228;Maison en rangée;228 ABC, rue Shipashtikw;;99806;Waskaganish;TC;J0M1R0;0;0;0;0;0;Propriété de la CS;-78.749202;51.486364;;Statut;5_Imm_Statut_Autre
4034;20201019;759229;759000;229;Jumelé;15 AB, rue Tamarack;;99806;Waskaganish;TC;J0M1R0;0;0;0;0;0;Propriété de la CS;-78.748325;51.482713;;Statut;5_Imm_Statut_Autre
4035;20201019;769135;769000;135;Quadruplex 1;285;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
4036;20201019;769356;769000;356;Duplex;365;;99130;Kangiqsujuaq;VN;J0M1K0;0;0;0;0;0;Propriété de la CS;-71.956748;61.596598;;Statut;5_Imm_Statut_Autre
4037;20201019;769358;769000;358;Quadruplex;363;;99130;Kangiqsujuaq;VN;J0M1K0;0;0;0;0;0;Propriété de la CS;-71.956748;61.596598;;Statut;5_Imm_Statut_Autre
3466;20201019;842090;842000;090;Préambule, du;50, rue Pierre-De Coubertin;;61035;Saint-Charles-Borromée;V;J6E8A8;1;1;0;0;0;Propriété de la CS;-73.471837;46.043042;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3467;20201019;862012;862000;012;Immeuble Saint-Marcel;488, rue de l'École;;54125;Saint-Marcel-de-Richelieu;M;J0H1T0;1;1;0;0;0;Propriété de la CS;-72.898744;45.861056;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3468;20201019;831123;831000;123;Le 1755, boulevard Fortin;1755, boulevard Fortin;;65005;Laval;V;H7S2M8;0;0;0;1;1;Propriété de la CS;-73.718561;45.57409;Formation professionnelle - Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3469;20201019;713028;713000;028;Garage Maison familiale rurale;1, rue Saint-Pierre;;11005;Saint-Clément;M;G0L2N0;0;0;0;1;0;Propriété de la CS;-69.096294;47.924259;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3470;20201019;831092;831000;092;Nouvelle école primaire Chomedey Sud;4055, boul. Saint-Martin Ouest;;65005;Laval;V;H7T1B7;1;1;0;0;0;Propriété de la CS;-73.763851;45.550782;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3471;20201019;793800;793000;800;Conseil des Montagnais de Nutashkuan;89 Papua Shipek;;98806;Nutashkuan;R;G0E2E0;0;0;0;0;1;Location;-61.805317;50.130773;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3472;20201019;793801;793000;801;Conseil des Innus d'Ekuanitshit;11 Uanuhu Tshuap;;98808;Mingan;R;G0V1V0;0;0;0;0;1;Location;-64.025534;50.289516;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3473;20201019;741870;741000;870;Centre de réadaptation, Pavillon Bourgeois (2);2735, rue Papineau;;37067;Trois-Rivières;V;G8Z1N8;0;0;1;0;0;Entente MEES/MSSS;-72.564889;46.349733;Secondaire;Franco;3_Imm_Franco_secondaire
3474;20201019;762821;762000;821;ÉMAM, annexe Québec;800, 8e Rue de l'aéroport;;23027;Québec;V;G2G2S6;0;0;0;1;0;Location;-71.376904;46.797129;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3475;20201019;752003;752000;003;Croisée, de la;1805, rue Luce-Dufresne;;43027;Sherbrooke;V;J1R0W9;1;1;0;0;0;Propriété de la CS;-71.998385;45.383885;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3476;20201019;761851;761000;851;Centre de réadaptation - Hôpital RDP;7070, boulevard Perras;;66023;Montréal;V;H1E1A4;1;1;1;0;0;Entente MEES/MSSS;-73.611763;45.624558;Préscolaire - Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
3652;20201019;885034;885000;034;Craft Centre;90, route de Crystal Falls;;78060;Arundel;CT;J0T1A0;0;0;0;0;0;Propriété de la CS;-74.620955;46.001508;;Anglo;5_Imm_Anglo_Autre
3653;20201019;885035;885000;035;Sugar Camp;90, route de Crystal Falls;;78060;Arundel;CT;J0T1A0;0;0;0;0;0;Propriété de la CS;-74.620955;46.001508;;Anglo;5_Imm_Anglo_Autre
3654;20201019;885036;885000;036;Pioneer Camp # 1;90, route de Crystal Falls;;78060;Arundel;CT;J0T1A0;0;0;0;0;0;Propriété de la CS;-74.620955;46.001508;;Anglo;5_Imm_Anglo_Autre
3655;20201019;885037;885000;037;Pioneer Camp # 2;90, route de Crystal Falls;;78060;Arundel;CT;J0T1A0;0;0;0;0;0;Propriété de la CS;-74.620955;46.001508;;Anglo;5_Imm_Anglo_Autre
3656;20201019;885038;885000;038;Boys Dormitory;90, route de Crystal Falls;;78060;Arundel;CT;J0T1A0;0;0;0;0;0;Propriété de la CS;-74.620955;46.001508;;Anglo;5_Imm_Anglo_Autre
3657;20201019;885951;885000;951;Terrain vacant;Arundel;;78060;Arundel;CT;;0;0;0;0;0;Propriété de la CS;-74.618779;45.968025;;Anglo;5_Imm_Anglo_Autre
3658;20201019;732087;732000;087;CSRM;125, des Commissaires Ouest;;23027;Québec;V;G1K1M7;0;0;0;0;0;Propriété de la CS;-71.233793;46.813088;;Franco;5_Imm_Franco_Autre
3659;20201019;689048;689000;048;Résidence 07M1;Baie des Moutons;;98014;Gros-Mécatina;M;G0G2C0;0;0;0;0;0;Propriété de la CS;-59.026949;50.773539;;Statut;5_Imm_Statut_Autre
3660;20201019;689049;689000;049;Résidence 08M1;La Tabatière;;98014;Gros-Mécatina;M;G0G1T0;0;0;0;0;0;Propriété de la CS;-58.960485;50.829078;;Statut;5_Imm_Statut_Autre
3661;20201019;888051;888000;051;Le 55, 5e Avenue;55, 5e Avenue;;66023;Montréal;V;H8P2K1;0;0;0;0;0;Propriété de la CS;-73.594769;45.430532;;Anglo;5_Imm_Anglo_Autre
3662;20201019;689050;689000;050;Entrepôt 08M2;La Tabatière;;98014;Gros-Mécatina;M;G0G1T0;0;0;0;0;0;Propriété de la CS;-58.960485;50.829085;;Statut;5_Imm_Statut_Autre
3663;20201019;689052;689000;052;Résidence 09A3,B3;Rivière Saint-Augustin;;98012;Saint-Augustin;M;G0G2R0;0;0;0;0;0;Propriété de la CS;-58.655091;51.227417;;Statut;5_Imm_Statut_Autre
3838;20201019;734090;734000;090;Centre administratif;643, avenue du Cénacle;;23027;Québec;V;G1E1B3;0;0;0;0;0;Propriété de la CS;-71.191809;46.873445;;Franco;5_Imm_Franco_Autre
3839;20201019;824110;824000;110;Centre administratif;1860, 1re Rue;;25213;Lévis;V;G6W5M6;0;0;0;0;0;Propriété de la CS;-71.242598;46.748239;;Franco;5_Imm_Franco_Autre
3840;20201019;841133;841000;133;Le Relais;2997, chemin Saint-Charles;;64008;Terrebonne;V;J6V1A6;0;0;0;0;0;Propriété de la CS;-73.568126;45.701702;;Franco;5_Imm_Franco_Autre
3841;20201019;773014;773000;014;Entrepôt - LJP;104, allée des Montfortains N.;;80037;Papineauville;M;J0V1R0;0;0;0;0;0;Propriété de la CS;-75.026855;45.617835;;Franco;5_Imm_Franco_Autre
3842;20201019;769103;769000;103;Résidence;646;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3843;20201019;769600;769000;600;Résidence;600;;99085;Inukjuak;VN;J0M1M0;0;0;0;0;0;Propriété de la CS;-78.103568;58.454044;;Statut;5_Imm_Statut_Autre
3844;20201019;769601;769000;601;Résidence;601;;99085;Inukjuak;VN;J0M1M0;0;0;0;0;0;Propriété de la CS;-78.103568;58.454051;;Statut;5_Imm_Statut_Autre
3845;20201019;769602;769000;602;Résidence;602;;99085;Inukjuak;VN;J0M1M0;0;0;0;0;0;Propriété de la CS;-78.103568;58.454044;;Statut;5_Imm_Statut_Autre
3846;20201019;769606;769000;606;Résidence;606;;99085;Inukjuak;VN;J0M1M0;0;0;0;0;0;Propriété de la CS;-78.103568;58.454051;;Statut;5_Imm_Statut_Autre
3847;20201019;769607;769000;607;Résidence;607;;99085;Inukjuak;VN;J0M1M0;0;0;0;0;0;Propriété de la CS;-78.103582;58.454044;;Statut;5_Imm_Statut_Autre
3848;20201019;801016;801000;016;Résidence;13, Grande Allée;;99015;Matagami;V;J0Y2A0;0;0;0;0;0;Propriété de la CS;-77.625885;49.754942;;Franco;5_Imm_Franco_Autre
3849;20201019;769104;769000;104;Résidence;640;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3850;20201019;769105;769000;105;Résidence;650;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3304;20201019;869043;869000;043;Orioles, des;20, avenue des Maîtres;;71025;Saint-Zotique;M;J0P1Z0;1;1;0;0;0;Propriété de la CS;-74.251386;45.241172;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3305;20201019;761073;761000;073;Marc-Laflamme-Le Prélude;555, 19e Avenue;;66023;Montréal;V;H1B3E3;1;1;1;0;0;Propriété de la CS;-73.490476;45.645822;Préscolaire - Primaire - Secondaire;Franco;2_Imm_Franco_prim_sec
3306;20201019;713008;713000;008;Bureau (Basley);1000, rue Baseley;;13005;Dégelis;V;G5T2C9;0;0;0;1;0;Propriété de la CS;-68.568023;47.597268;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3307;20201019;713012;713000;012;Cafétéria (Basley);1000, rue Baseley;;13005;Dégelis;V;G5T2C9;0;0;0;1;0;Propriété de la CS;-68.568023;47.597268;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3308;20201019;713014;713000;014;Dortoir principal (Basley);1000, rue Baseley;;13005;Dégelis;V;G5T2C9;0;0;0;1;0;Propriété de la CS;-68.568023;47.597268;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3309;20201019;713015;713000;015;Atelier (Basley);1000, rue Baseley;;13005;Dégelis;V;G5T2C9;0;0;0;1;0;Propriété de la CS;-68.568023;47.597268;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3310;20201019;713016;713000;016;Dortoir secondaire (Basley);1000, rue Baseley;;13005;Dégelis;V;G5T2C9;0;0;0;1;0;Propriété de la CS;-68.568023;47.597268;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3311;20201019;713026;713000;026;Grange (Basley);1000, rue Baseley;;13005;Dégelis;V;G5T2C9;0;0;0;1;0;Propriété de la CS;-68.568023;47.597268;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3312;20201019;781003;781000;003;Serre Atelier Frère-Moffet;17, rue Dollard;;85025;Ville-Marie;V;J9V1X7;0;0;0;1;0;Propriété de la CS;-79.442563;47.332651;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3313;20201019;721020;721000;020;Roulotte de formation FP 089-132;1111, 2e Avenue;;92022;Dolbeau-Mistassini;V;G8L3C6;0;0;0;1;0;Propriété de la CS;-72.279712;48.849605;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3477;20201019;841043;841000;043;Explorateurs, des;1185, boulevard des Plateaux;;64008;Terrebonne;V;J6Y0E5;1;1;0;0;0;Propriété de la CS;-73.68522;45.705719;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3478;20201019;872803;872000;803;Prise inc.;265, boulevard Labbé Nord;;39062;Victoriaville;V;G6P1A7;0;0;0;0;1;Location;-71.951062;46.069784;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3479;20201019;851105;851000;105;Centre Multiservice de Sainte-Thérèse;125, rue Beauchamps;;73010;Sainte-Thérèse;V;J7E5A4;0;0;0;0;1;Propriété de la CS;-73.83727;45.642911;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3480;20201019;865033;865000;033;Rocher, Le;735, rue du Parchemin;;59015;Saint-Amable;V;J0L1N0;1;1;0;0;1;Propriété de la CS;-73.303988;45.647979;Préscolaire - Primaire - Éducation aux adultes;Franco;1_Imm_Franco_primaire
3481;20201019;841028;841000;028;Pionniers, des;1241, avenue de la Croisée;;64008;Terrebonne;V;J6V0H4;1;1;0;0;0;Propriété de la CS;-73.503346;45.727695;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3482;20201019;853810;853000;810;Association Villégiature Tremblant (camp de base);161, ch. du Curé-Deslaurier;;78102;Mont-Tremblant;V;J8E1C9;0;0;0;1;0;Location;-74.586067;46.211147;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3483;20201019;723816;723000;816;Centre communautaire Petite école;239, rue Saint-Jean-Baptiste;;94210;L'Anse-Saint-Jean;M;G0V1J0;0;0;0;0;1;Location;-70.210503;48.230998;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3484;20201019;723817;723000;817;Édifice municipal Petit-Saguenay;35, rue du Quai;;94205;Petit-Saguenay;M;G0V1N0;0;0;0;0;1;Location;-70.077489;48.216052;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3485;20201019;723818;723000;818;Édifice municipal Falardeau;140, boulevard Saint-David;;94245;Saint-David-de-Falardeau;M;G0V1C0;0;0;0;0;1;Location;-71.111042;48.620622;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3486;20201019;723819;723000;819;Centre récréatif Saint-Honoré;100, rue Paul-Aimé-Hudon;;94240;Saint-Honoré;V;G0V1L0;0;0;0;0;1;Location;-71.082924;48.534824;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3487;20201019;772805;772000;805;Pavillon Lucien-Brault;101, rue Saint-Jean-Bosco;;81017;Gatineau;V;J8Y3G5;0;0;0;0;1;Location;-75.73832;45.428265;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3664;20201019;689013;689000;013;Résidence 14A1,A2;Lourdes-de-Blanc-Sablon;;98005;Blanc-Sablon;M;G0G1W0;0;0;0;0;0;Propriété de la CS;-57.203806;51.413481;;Statut;5_Imm_Statut_Autre
3665;20201019;689053;689000;053;Résidence 09A4,B4;Rivière Saint-Augustin;;98012;Saint-Augustin;M;G0G2R0;0;0;0;0;0;Propriété de la CS;-58.655091;51.227408;;Statut;5_Imm_Statut_Autre
3666;20201019;732034;732000;034;Centre d'enseignement primaire Stadacona;1455, avenue François 1er;;23027;Québec;V;G1L4L3;0;0;0;0;0;Propriété de la CS;-71.243265;46.824317;;Franco;5_Imm_Franco_Autre
3667;20201019;689056;689000;056;Résidence 09M3;Rivière Saint-Augustin;;98012;Saint-Augustin;M;G0G2R0;0;0;0;0;0;Propriété de la CS;-58.655099;51.227412;;Statut;5_Imm_Statut_Autre
3668;20201019;689057;689000;057;Résidence 10M1;Vieux Fort;;98010;Bonne-Espérance;M;G0G2G0;0;0;0;0;0;Propriété de la CS;-57.823623;51.425479;;Statut;5_Imm_Statut_Autre
3669;20201019;689058;689000;058;Résidence 11A1,A2;Rivière Saint-Paul;;98010;Bonne-Espérance;M;G0G2P0;0;0;0;0;0;Propriété de la CS;-57.712373;51.469395;;Statut;5_Imm_Statut_Autre
3670;20201019;689059;689000;059;Résidence 11A3,A4,A5,A6;Rivière Saint-Paul;;98010;Bonne-Espérance;M;G0G2P0;0;0;0;0;0;Propriété de la CS;-57.712373;51.469395;;Statut;5_Imm_Statut_Autre
3671;20201019;689060;689000;060;Résidence 01M1;Kégaska;;98015;Côte-Nord-du-Golfe-du-Saint-Laurent;M;G0G1S0;0;0;0;0;0;Propriété de la CS;-61.272308;50.18925;;Statut;5_Imm_Statut_Autre
3672;20201019;689025;689000;025;Résidence 04A1,A2;Harrington Harbour;;98015;Côte-Nord-du-Golfe-du-Saint-Laurent;M;G0G1N0;0;0;0;0;0;Propriété de la CS;-59.480023;50.500137;;Statut;5_Imm_Statut_Autre
3673;20201019;689064;689000;064;Maison mobile 14R3;Blanc Sablon;;98005;Blanc-Sablon;M;G0G1C0;0;0;0;0;0;Propriété de la CS;-57.153249;51.427289;;Statut;5_Imm_Statut_Autre
3674;20201019;689066;689000;066;Résidence 14A12,A13;Lourdes-de-Blanc-Sablon;;98005;Blanc-Sablon;M;G0G1W0;0;0;0;0;0;Propriété de la CS;-57.203806;51.413481;;Statut;5_Imm_Statut_Autre
3675;20201019;689067;689000;067;Résidence 14M1;Lourdes-de-Blanc-Sablon;;98005;Blanc-Sablon;M;G0G1W0;0;0;0;0;0;Propriété de la CS;-57.203806;51.413481;;Statut;5_Imm_Statut_Autre
3851;20201019;769106;769000;106;Résidence;642;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3852;20201019;769107;769000;107;Résidence;610;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3853;20201019;769108;769000;108;Duplex;612;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3854;20201019;769111;769000;111;Duplex;817;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3855;20201019;769112;769000;112;Résidence;815;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3856;20201019;769610;769000;610;Résidence;610;;99085;Inukjuak;VN;J0M1M0;0;0;0;0;0;Propriété de la CS;-78.103554;58.454044;;Statut;5_Imm_Statut_Autre
3857;20201019;769611;769000;611;Résidence;611;;99085;Inukjuak;VN;J0M1M0;0;0;0;0;0;Propriété de la CS;-78.103568;58.454044;;Statut;5_Imm_Statut_Autre
3858;20201019;769612;769000;612;Résidence;612;;99085;Inukjuak;VN;J0M1M0;0;0;0;0;0;Propriété de la CS;-78.103582;58.454044;;Statut;5_Imm_Statut_Autre
3859;20201019;769613;769000;613;Résidence;613;;99085;Inukjuak;VN;J0M1M0;0;0;0;0;0;Propriété de la CS;-78.103582;58.454044;;Statut;5_Imm_Statut_Autre
3860;20201019;769115;769000;115;Résidence;616;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3861;20201019;769116;769000;116;Résidence;824;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3862;20201019;769117;769000;117;Résidence;822;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3863;20201019;769118;769000;118;Duplex;816;;99095;Kuujjuaq;VN;J0M1C0;0;0;0;0;0;Propriété de la CS;-68.390472;58.10968;;Statut;5_Imm_Statut_Autre
3314;20201019;734804;734000;804;Logisport;517, route des Prêtres;;20025;Saint-Pierre-de-l'Île-d'Orléans;M;G0A4E0;1;1;0;0;0;Location;-71.069874;46.888144;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3315;20201019;886871;886000;871;Complex Héritage (2);155, chemin Freeman;;81017;Gatineau;V;J8Z2A7;1;1;1;0;0;Entente MEES/MSSS;-75.743816;45.472179;Préscolaire - Primaire - Secondaire;Anglo;2_Imm_Anglo_prim_sec
3316;20201019;852032;852000;032;Mer-et-Monde;16905, rue de l'Ambre;;74005;Mirabel;V;J7N0K4;1;1;0;0;0;Propriété de la CS;-74.060287;45.749163;Préscolaire - Primaire;Franco;1_Imm_Franco_primaire
3317;20201019;831093;831000;093;CQPEL;705, chemin du Trait-Carré;;65005;Laval;V;H7N1B3;0;0;1;1;1;Propriété de la CS;-73.717084;45.566746;Secondaire - Formation professionnelle - Éducation aux adultes;Franco;3_Imm_Franco_secondaire
3318;20201019;842078;842000;078;Centre multisport de Lanaudière;1000, rue Ladouceur;;61025;Joliette;V;J6E3W7;0;0;1;0;0;Propriété de la CS;-73.422817;46.031036;Secondaire;Franco;3_Imm_Franco_secondaire
3319;20201019;881800;881000;800;James Chescappio Learning Center;104, route Nabinacaboo;;97806;Kawawachikamach;TK;G0G2Z0;0;0;0;0;1;Location;-66.757682;54.861811;Éducation aux adultes;Anglo;4_Imm_Anglo_Fp_Adulte
3320;20201019;872791;872000;791;D'école de la rue;115, rue Saint-Louis;;39062;Victoriaville;V;G6P3P7;0;0;0;0;1;Location;-71.959614;46.057295;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
3321;20201019;824056;824000;056;Entrepôt CNCEC;1050, chemin Bélair Ouest;;25213;Lévis;V;G6Z2L2;0;0;0;1;0;Propriété de la CS;-71.170262;46.675482;Formation professionnelle;Franco;4_Imm_Franco_Fp_Adulte
3322;20201019;865022;865000;022;Centre administratif SRI;1216, rue Lionel-H.-Grisé;;58037;Saint-Bruno-de-Montarville;V;J3V4W4;0;0;0;0;1;Propriété de la CS;-73.342332;45.533635;Éducation aux adultes;Franco;4_Imm_Franco_Fp_Adulte
