idx,facility_name,facility_type,longitude,latitude,street_addr,provider
523,Marais Trépanier,Autres étendues d'eau,45.555606,-75.354814,,Gatineau
524,Marais des Sarcelles,Autres étendues d'eau,45.524227,-75.423941,,Gatineau
525,Marais de Touraine,Autres étendues d'eau,45.493633,-75.734411,,Gatineau
526,Marais McLaurin,Autres étendues d'eau,45.496378,-75.562378,,Gatineau
527,Marais du Canard Branchu,Autres étendues d'eau,45.380041,-75.807716,,Gatineau
528,Petite rivière Blanche,Rivière et ruisseau,45.505267,-75.520887,,Gatineau
529,Rivière Gatineau,Rivière et ruisseau,45.457982,-75.710532,,Gatineau
530,Rivière du Lièvre,Rivière et ruisseau,45.535029,-75.428468,,Gatineau
531,Rivière des Outaouais,Rivière et ruisseau,45.392076,-75.773275,,Gatineau
532,Lac Deschênes,Lac,45.374052,-75.838312,,Gatineau
533,Lac des Fées,Lac,45.438179,-75.752459,,Gatineau
534,Lac Mulvihill,Lac,45.483655,-75.85517,,Gatineau
535,Lac Pink,Lac,45.46838,-75.808175,,Gatineau
536,Lac Leamy,Lac,45.451499,-75.722276,,Gatineau
537,Lac Beauchamp,Lac,45.490163,-75.621624,,Gatineau
538,Ruisseau Desjardins,Rivière et ruisseau,45.479073,-75.734534,,Gatineau
539,Ruisseau Wabassee,Rivière et ruisseau,45.482171,-75.637253,,Gatineau
540,Ruisseau Burke,Rivière et ruisseau,45.516145,-75.492454,,Gatineau
541,Ruisseau Charbonneau,Rivière et ruisseau,45.517652,-75.523272,,Gatineau
542,Ruisseau Clément,Rivière et ruisseau,45.530895,-75.469506,,Gatineau
543,Ruisseau Joanisse,Rivière et ruisseau,45.533127,-75.453782,,Gatineau
544,Hôpital de jour gériatrique,Centre hospitalier,45.493517,-75.676739,455 Montée Paiement,Gatineau
545,Parc-o-bus de l'Église,Parc-o-bus,45.497829,-75.704887,770 Boulevard Gréber,Gatineau
546,Parc-o-bus Branchaud-Brière,Parc-o-bus,45.498162,-75.642909,499 Boulevard Labrosse,Gatineau
547,École de l'Amérique-Francaise,École primaire,45.436498,-75.81205,125 Boulevard de l'Amérique-Française,Gatineau
548,Hydro-Québec,Service électrique,45.461094,-75.733292,200 Rue Jean-Proulx,Gatineau
549,Ateliers municipaux Edmonton,Atelier et garage municipaux,45.451906,-75.733556,100 Rue d'Edmonton,Gatineau
550,Aréna Beaudry,Aréna,45.494397,-75.756913,23 Rue Saint-Alexandre,Gatineau
551,École Massé,École primaire,45.49396,-75.754233,1 Rue Saint-Alexandre,Gatineau
552,Collège Saint-Alexandre,École secondaire,45.492974,-75.74977,2425 Rue Saint-Louis,Gatineau
553,Aréna Campeau,Aréna,45.497357,-75.592894,165 Rue des Sables,Gatineau
554,École la Sablonnière,École primaire,45.496241,-75.59304,143 Rue des Sables,Gatineau
555,CPE Trois Petits Points (Neuville),Service de garderie,45.536053,-75.483132,1105 Rue de Neuville,Gatineau
556,CPE Les Enfants d'abord,Service de garderie,45.501635,-75.63708,291 Rue de Malartic,Gatineau
557,CPE La Nacelle,Service de garderie,45.460959,-75.719548,1579 Rue Saint-Louis,Gatineau
558,CPE Coup de Pouce inc,Service de garderie,45.480599,-75.69471,110 Rue Nelligan,Gatineau
559,CPE Coop Libelle,Service de garderie,45.460813,-75.768661,355 Boulevard de la Cité-des-Jeunes,Gatineau
560,CPE L'Univers des Petits,Service de garderie,45.422099,-75.740588,325 Boulevard Alexandre-Taché,Gatineau
561,Garderie Unik 2,Service de garderie,45.425354,-75.762026,300 Boulevard Saint-Raymond,Gatineau
562,Garderie Unik,Service de garderie,45.42551,-75.762043,300 Boulevard Saint-Raymond,Gatineau
563,CPE Aux Petits Lurons (Front),Service de garderie,45.403282,-75.855194,115 Rue Front,Gatineau
564,CPE Aux Petits Lurons (Eardley),Service de garderie,45.402826,-75.856122,104 Chemin Eardley,Gatineau
565,CPE La Maison des Petits Castors,Service de garderie,45.41007,-75.794656,30 Chemin Rivermead,Gatineau
566,Parc-o-bus Freeman,Parc-o-bus,45.473327,-75.741066,1163 Boulevard Saint-Joseph,Gatineau
567,Centre sportif Robert-Rochon,Aréna,45.547325,-75.408597,97 Rue de l'Aréna,Gatineau
568,Centre de services de Masson-Angers,Édifice municipal,45.544839,-75.414128,57 Chemin de Montréal Est,Gatineau
569,École Saint-Jean-de-Brébeuf,École primaire,45.543742,-75.416369,32 Chemin de Montréal Est,Gatineau
570,École Monseigneur-Charbonneau,École primaire,45.578441,-75.423082,661 Rue Allaire,Gatineau
571,École primaire Buckingham,École primaire,45.582147,-75.422626,615 Rue Georges,Gatineau
572,Centre sportif de Buckingham,Aréna,45.589066,-75.410852,485 Rue James,Gatineau
573,École Saint-Laurent,École primaire,45.590233,-75.412945,402 Rue Bélanger,Gatineau
574,Centre de services Buckingham,Édifice municipal,45.587188,-75.415722,515 Rue Charles,Gatineau
575,École des Rapides-Deschênes Immeuble Notre-Dame,École primaire,45.388724,-75.804745,113 Chemin Vanier,Gatineau
576,Musée de l'Auberge Symmes,Musée,45.394495,-75.854945,1 Rue Front,Gatineau
577,Ateliers municipaux Eardley,Atelier et garage municipaux,45.39951,-75.849784,44 Chemin Eardley,Gatineau
578,Parc Guertin,Autre parc,45.39249,-75.853189,33 Rue Oscar-Guertin,Gatineau
579,Parc Woods,Parc récréatif,45.390113,-75.84708,81 Rue Woods,Gatineau
580,Parc Aquamarine,Parc récréatif,45.38567,-75.846688,15 Rue du Tamarac,Gatineau
581,Parc Gérald-Millar,Parc récréatif,45.382574,-75.840982,1 Rue Lake,Gatineau
582,Parc du Tourbillon,Parc récréatif,45.386519,-75.841233,39 Rue Lake,Gatineau
583,Résidence de Buckingham s.e.n.c.,"Résidence pour personnes âgées(Type ""Familiale"")",45.589419,-75.404762,512 Rue Brewer,Gatineau
584,Résidence Michel L'Écuyer,"Résidence pour personnes âgées(Type ""Familiale"")",45.520997,-75.501743,1515 Chemin de Montréal Ouest,Gatineau
585,Village Riviera,Résidence pour personnes âgées,45.483825,-75.736445,2199 Rue Saint-Louis,Gatineau
586,Château Symmes,Résidence pour personnes âgées,45.401069,-75.840386,255 Rue North,Gatineau
587,Centre Aydelu,"Association civique, sociale et fraternelle",45.393861,-75.843864,94 Rue du Patrimoine,Gatineau
588,Association Récréative Les Jardins du Château,Autres lieux d'assemblée pour les loisirs,45.420092,-75.759941,100 Rue du Château,Gatineau
589,Centre aquatique Paul-Pelletier,Piscine,45.397047,-75.825233,325 Chemin d'Aylmer,Gatineau
590,Centre Loblaws,Centre commercial,45.397706,-75.823009,375 Chemin d'Aylmer,Gatineau
591,Résidence Chartwell Le Monastère d'Aylmer,Résidence pour personnes âgées,45.396393,-75.839728,161 Rue Principale,Gatineau
592,Parc Elgin,Parc récréatif,45.39362,-75.832819,65(A) Rue Elgin,Gatineau
593,Parc Yvette-Debain Ouest,Autre parc,45.394298,-75.833853,53(A) Rue de la Terrasse,Gatineau
594,Centre communautaire Belmont,Centre communautaire,45.392299,-75.830112,26 Rue Belmont,Gatineau
595,Parc Eastern,Autre parc,45.389918,-75.828998,43 Rue Glenwood,Gatineau
596,Parc Magique,Autre parc,45.389446,-75.835887,64(A) Rue du Claret,Gatineau
597,Parc de Lausanne,Parc récréatif,45.401967,-75.836677,504 Rue de Neuchâtel,Gatineau
598,Parc du Relais,Parc récréatif,45.400842,-75.833727,433 Rue des Caravelles,Gatineau
599,Parc des Paysans,Parc récréatif,45.408458,-75.832501,261 Avenue des Paysans,Gatineau
600,Parc Clétrem,Autre parc,45.416023,-75.846775,60 Rue du Lys,Gatineau
601,Parc des Coquelicots,Parc récréatif,45.414803,-75.842551,25 Rue des Coquelicots,Gatineau
602,Parc des Mineurs,Autre parc,45.476024,-75.786999,1024 Boulevard de la Cité-des-Jeunes,Gatineau
603,Parc du Silex,Autre parc,45.476472,-75.783128,8 Rue du Silex,Gatineau
604,Parc du Gabbro,Parc récréatif,45.480101,-75.790255,79 Rue du Gabbro,Gatineau
605,Parc Jolicoeur,Parc récréatif,45.462614,-75.756523,110 Rue Jolicoeur,Gatineau
606,Parc des Pins,Autre parc,45.462528,-75.75357,61 Rue Lavallée,Gatineau
607,Parc Lanctôt,Parc récréatif,45.459891,-75.749022,61 Rue Lanctôt,Gatineau
608,Parc Riel,Parc récréatif,45.457544,-75.749261,27(A) Avenue du Parc,Gatineau
609,Parc Eugène-Sauvageau,Parc récréatif,45.455681,-75.739147,179 Rue Mutchmore,Gatineau
610,Parc Saint-Jean,Parc récréatif,45.433394,-75.74085,40 Rue Labelle,Gatineau
611,Parc Jean-Dallaire,Autre parc,45.426562,-75.727371,31 Rue Hanson,Gatineau
612,Parc des Chars-de-Combat,Parc récréatif,45.426386,-75.732422,52 Boulevard Saint-Joseph,Gatineau
613,Parc Baker,Autre parc,45.423146,-75.730589,62 Rue Millar,Gatineau
614,Parc Sainte-Thérèse,Parc récréatif,45.423687,-75.748637,116 Rue Sainte-Thérèse,Gatineau
615,Parc du Cosmos,Parc récréatif,45.442193,-75.782608,2 Rue de l'Hémisphère,Gatineau
616,Parc du Méridien,Parc récréatif,45.442715,-75.776081,16 Rue du Méridien,Gatineau
617,Palais des Congrès,Centre de conférence et congrès,45.427075,-75.712831,160 Rue de l'Hôtel-de-Ville,Gatineau
618,Parc Mont-Luc,Parc récréatif,45.49373,-75.718626,14 Rue du Mont-Luc,Gatineau
619,Parc Le Roy,Autre parc,45.497732,-75.747767,81 Rue Le Roy,Gatineau
620,Corridor de la Vigne,Parc récréatif,45.498411,-75.745146,Rue Dumont,Gatineau
621,Parc Achbar,Parc récréatif,45.487189,-75.633507,525 Rue Léveillé,Gatineau
622,Parc Beauvais,Parc récréatif,45.501891,-75.66577,375 Rue Beauvais,Gatineau
623,École du Bois Joli,École primaire,45.505449,-75.591719,1165 Boulevard Saint-René Est,Gatineau
624,Parc du Vallon,Parc récréatif,45.497586,-75.726669,80 Rue de Cannes,Gatineau
625,Parc Louis-Taché,Parc récréatif,45.495413,-75.747647,62 Rue Le Roy,Gatineau
626,CPE de L'Érablière,Service de garderie,45.499625,-75.750391,45 Chemin des Érables,Gatineau
627,Parc Gilbert-Garneau,Parc récréatif,45.464792,-75.70807,80 Rue Moreau,Gatineau
628,Parc-o-bus Pierre-Lafontaine,Parc-o-bus,45.470959,-75.699684,255 Rue Saint-Antoine,Gatineau
629,Parc Pierre-Lafontaine,Parc récréatif,45.471137,-75.69798,251 Rue Saint-Antoine,Gatineau
630,Aréna Stade-Pierre-Lafontaine,Aréna,45.471887,-75.69903,255 Rue Saint-Antoine,Gatineau
631,Parc La Vérendrye,Parc récréatif,45.504561,-75.651152,730 Rue Main,Gatineau
632,Pataugeoire La Vérendrye,Piscine,45.504623,-75.652156,730 Rue Main,Gatineau
633,Parc Pierre-Laporte,Parc récréatif,45.494577,-75.67047,489 Rue Antoine,Gatineau
634,Parc Saint-Gérard,Parc récréatif,45.495097,-75.581079,1259 Boulevard Maloney Est,Gatineau
635,Parc des Grands-Jardins,Autre parc,45.506972,-75.750825,192 Avenue des Grands-Jardins,Gatineau
636,Parc de Roberval,Parc récréatif,45.526417,-75.628505,140 Rue de Roberval,Gatineau
637,Parc Limbour,Parc récréatif,45.494078,-75.755935,23(A) Rue Saint-Alexandre,Gatineau
638,Parc Joseph,Autre parc,45.591405,-75.411524,181 Rue Joseph,Gatineau
639,Parc McAndrew,Parc récréatif,45.582301,-75.409142,170 Rue John F.-Kennedy,Gatineau
640,École Saint-Michel,École primaire,45.586491,-75.413778,146(B) Rue Maclaren Est,Gatineau
641,Place Normand-Racicot,Autre parc,45.484238,-75.648794,193 Boulevard Maloney Est,Gatineau
642,Parc de l'Oiseau-Bleu,Parc récréatif,45.48629,-75.69285,110 Avenue de la Drave,Gatineau
643,Parc Vignan,Autre parc,45.496776,-75.700462,205 Rue Albert-Einstein,Gatineau
644,Parc Berthiaume,Parc récréatif,45.498262,-75.599424,36 Rue Berthiaume,Gatineau
645,Parc George-Étienne-Cartier,Parc récréatif,45.475709,-75.716655,36 Rue de Savoie,Gatineau
646,École de Touraine Édifice George-Étienne Cartier,École primaire,45.476277,-75.717684,30 Rue de Savoie,Gatineau
647,Parc Saint-Rosaire,Parc récréatif,45.470519,-75.688672,52 Rue Saint-Rosaire,Gatineau
648,Parc Édouard-Mercier,Parc récréatif,45.486109,-75.669854,555 Rue Gouin,Gatineau
649,Parc Schingh,Parc récréatif,45.494789,-75.6049,8 Rue Schingh,Gatineau
650,Parc de la Sablonnière,Parc récréatif,45.491315,-75.597688,930 Rue Bel-Air,Gatineau
651,CPE L'Arche des Petits (Baie),Service de garderie,45.460861,-75.697066,96 Rue de la Baie,Gatineau
652,Réservoir Charles,Réservoir d'eau potable,45.594294,-75.418146,100 Rue Charles,Gatineau
653,Usine de filtration Secteur Buckingham,Usine de traitement des eaux,45.594398,-75.41847,100 Rue Charles,Gatineau
654,Parc de Neuville,Autre parc,45.532159,-75.490412,1178 Rue de Neuville,Gatineau
655,Parc Marc-Gosselin,Parc récréatif,45.537016,-75.484153,1109 Rue de Neuville,Gatineau
656,Parc Jack-Eyamie,Parc récréatif,45.542364,-75.413694,40 Rue du Bassin,Gatineau
657,Parc de l'Aréna,Parc récréatif,45.548041,-75.408872,97 Rue de l'Aréna,Gatineau
658,Parc Gaston-Renaud,Parc récréatif,45.568196,-75.432975,18 Rue Racan,Gatineau
659,Parc Plouffe,Parc récréatif,45.565088,-75.423362,945 Rue Grandmaison,Gatineau
660,Parc Périard,Autre parc,45.570904,-75.428942,870 Rue Albert-Fillion,Gatineau
661,Parc Gratton,Autre parc,45.57026,-75.425922,904 Rue Arthur-Gratton,Gatineau
662,Parc Guitard,Parc récréatif,45.576081,-75.425581,150 Rue Elzéar-Lafleur,Gatineau
663,Parc Robitaille,Parc récréatif,45.580883,-75.409288,145 Rue Churchill,Gatineau
664,Parc Laframboise,Parc récréatif,45.588353,-75.405074,555 Rue Laframboise,Gatineau
665,Parc Brady,Autre parc,45.584232,-75.393294,620 Rue Matte,Gatineau
666,Parc Gendron,Parc récréatif,45.596434,-75.417205,130 Rue Judge,Gatineau
667,Parc du Landing,Autre parc,45.595708,-75.419834,261 Avenue de Buckingham,Gatineau
668,Parc Polyvalente Nicolas-Gatineau,Parc récréatif,45.498083,-75.646427,360 Boulevard La Vérendrye Est,Gatineau
669,Parc du Dôme,Parc récréatif,45.473381,-75.750367,60 Rue du Dôme,Gatineau
670,Parc Saint-Jean-de-Brébeuf,Autre parc,45.543426,-75.416798,32 Chemin de Montréal Est,Gatineau
671,Parc des Vignobles,Parc récréatif,45.503887,-75.671635,449 Rue Nobert,Gatineau
672,Station du Lac-Leamy,Station Rapibus,45.45192,-75.729313,730 Boulevard de la Carrière,Gatineau
673,Station Taché-UQO,Station Rapibus,45.423724,-75.732027,100 Boulevard Alexandre-Taché,Gatineau
674,Station du Casino,Station Rapibus,45.445937,-75.727711,600 Boulevard de la Carrière,Gatineau
675,Station les Galeries de Hull,Station Rapibus,45.441943,-75.72804,200 Boulevard de la Carrière,Gatineau
676,Station Montcalm,Station Rapibus,45.430562,-75.729388,196 Rue Montcalm,Gatineau
677,Parc-o-bus de la Gappe,Parc-o-bus,45.468186,-75.716956,109 Boulevard de la Gappe,Gatineau
678,Parc-o-bus Labrosse,Parc-o-bus,45.49111,-75.643264,266 Boulevard Saint-René Est,Gatineau
679,Station de la Cité,Station Rapibus,45.481506,-75.682779,459 Boulevard de la Cité,Gatineau
680,Parc-o-bus Cheval-Blanc,Parc-o-bus,45.504502,-75.58263,615 Avenue du Cheval-Blanc,Gatineau
681,Place de la Cité,Autre parc,45.484754,-75.680524,570 Boulevard de la Cité,Gatineau
682,Salle Odyssée,Salle de spectacle,45.484711,-75.681988,855 Boulevard de la Gappe,Gatineau
683,Maison de la Culture,Galerie d'art,45.484452,-75.68186,855 Boulevard de la Gappe,Gatineau
684,Bibliothèque Guy-Sanche,Bibliothèque,45.48427,-75.682333,855 Boulevard de la Gappe,Gatineau
685,Cégep de l'Outaouais Campus Felix-Leclerc,Collège,45.483154,-75.683581,820 Boulevard de la Gappe,Gatineau
686,Parc de Londres,Autre parc,45.439208,-75.80116,70 Rue de Londres,Gatineau
687,Parc de la Forêt-Boucher,Autre parc,45.423819,-75.824235,1151 Chemin Antoine-Boucher,Gatineau
688,Parc d'Andromède,Autre parc,45.440492,-75.800068,220 Rue d'Andromède,Gatineau
689,Parc Camille,Autre parc,45.49694,-75.577531,1395 Rue Camille,Gatineau
690,Parc de Bruxelles,Autre parc,45.431852,-75.794382,75 Rue de Bruxelles,Gatineau
691,Parc des Deux-Ravins,Autre parc,45.506754,-75.666913,3 Rue Nobert,Gatineau
692,Parc Belmont,Parc récréatif,45.392487,-75.829467,26 Rue Belmont,Gatineau
693,Parc D'Arcy-McGee–Symmes,Autre parc,45.421973,-75.803478,100 Rue de la Boussole,Gatineau
694,Parc de Batiscan,Autre parc,45.499165,-75.576931,179 Rue de Batiscan,Gatineau
695,Place Aubry,Autre parc,45.426918,-75.715535,1(A) Rue Aubry,Gatineau
696,Parc Robinson,Parc récréatif,45.461265,-75.697454,98 Rue de la Baie,Gatineau
697,Place des Pionniers,Édifice municipal,45.39507,-75.844855,115 Rue Principale,Gatineau
698,Mosquée d'Aylmer,Lieu de culte,45.395582,-75.844725,21 Rue Park,Gatineau
699,Résidence Notre Chez-nous,"Résidence pour personnes âgées(Type ""Familiale"")",45.58494,-75.404079,238 Rue Church,Gatineau
700,Parc des Pêcheurs,Autre parc,45.49232,-75.580039,1234 Rue Notre-Dame,Gatineau
701,Parc Alphonse-Dutil,Parc récréatif,45.461441,-75.709346,1347 Rue Saint-Louis,Gatineau
702,Parc Marcel-Gladu,Parc récréatif,45.483925,-75.710282,104 Rue du Barry,Gatineau
703,Parc Émard,Autre parc,45.500942,-75.73612,15 Rue Major,Gatineau
704,Parc Desnoyers,Parc récréatif,45.49705,-75.662866,534 Rue Jacques-Poulin,Gatineau
705,Parc de Laperrière,Parc récréatif,45.520271,-75.737009,63 Rue de Laperrière,Gatineau
706,Parc de la Citadelle,Parc récréatif,45.474382,-75.758961,67 Avenue de la Citadelle,Gatineau
707,Parc Saint-Dominique,Autre parc,45.424912,-75.754327,50 Rue Gabriel-Lacasse,Gatineau
708,Parc Marcel-Chaput,Parc récréatif,45.420158,-75.762472,26 Rue Marcel-Chaput,Gatineau
709,École des Rapides-Deschènes Immeuble Arc-en-Ciel,École primaire,45.387899,-75.804675,107 Chemin Vanier,Gatineau
710,Parc de Brignoles,Parc récréatif,45.484494,-75.724962,19 Rue de Brignoles,Gatineau
711,Parc de l'Oasis,Autre parc,45.496133,-75.687389,883(A) Rue de l'Oasis,Gatineau
712,Parc du Havre,Autre parc,45.475191,-75.739175,1 Rue de l'Anse-aux-Bateaux,Gatineau
713,Parc Wilfrid-Latour,Autre parc,45.46033,-75.744661,159 Rue Isabelle,Gatineau
714,Parc Frank-Robinson,Autre parc,45.394992,-75.84118,150(A) Rue Principale,Gatineau
715,Garderie Maison d'enfants Montessori,Service de garderie,45.422421,-75.74737,14 Rue Saint-François,Gatineau
716,Garderie Montessori Mavie,Service de garderie,45.428052,-75.735365,25 Rue Booth,Gatineau
717,Parc du Drakkar,Parc récréatif,45.499685,-75.584551,126 Rue du Drakkar,Gatineau
718,Parc de la Fabrique,Autre parc,45.410173,-75.865294,180 Rue de la Fabrique,Gatineau
719,Parc Claude-Rioux,Autre parc,45.403599,-75.863552,201 Rue des Hautes-Rives,Gatineau
720,Parc de la Baie,Autre parc,45.462192,-75.691498,988 Rue Saint-Louis,Gatineau
721,Parc Roger-St-Onge,Parc récréatif,45.550686,-75.420571,114 Rue Roger-St-Onge,Gatineau
722,Parc Armand-Daddy-Lacelle,Autre parc,45.546856,-75.422011,850 Chemin de Masson,Gatineau
723,Parc Saint-Benoît,Autre parc,45.437276,-75.746624,198 Rue Dumas,Gatineau
724,Parc Jeannine-Grégoire-Ross,Autre parc,45.496772,-75.570127,431 Rue Jeannine-Grégoire-Ross,Gatineau
725,Parc de la Pointe-Pelée,Autre parc,45.510205,-75.762857,208 Rue de la Pointe-Pelée,Gatineau
726,Parc de la Vaudaire,Autre parc,45.447413,-75.793169,210 Rue de la Vaudaire,Gatineau
727,Parc des Vieux-Moulins,Autre parc,45.412088,-75.859802,60 Rue des Vieux-Moulins,Gatineau
728,Garderie Nana Papillon,Service de garderie,45.396851,-75.810115,1 Rue Shortley,Gatineau
729,Garderie Ponpon,Service de garderie,45.404111,-75.855465,117 Rue Front,Gatineau
730,Parc des Ravin-Boisés,Parc récréatif,45.497785,-75.680207,153 Rue Lacombe,Gatineau
731,Parc Lemoyne,Parc récréatif,45.495364,-75.655698,480 Rue Bigué,Gatineau
732,Parc de Côtéville,Parc récréatif,45.482975,-75.63045,155 Rue de Côtéville,Gatineau
733,Parc Atholl-Doune,Autre parc,45.405477,-75.786617,1010 Chemin d'Aylmer,Gatineau
734,Parc du Languedoc,Autre parc,45.388333,-75.83263,50 Rue du Languedoc,Gatineau
735,Parc Paul-Pelletier,Autre parc,45.397941,-75.826729,325 Chemin d'Aylmer,Gatineau
736,Parc Aydelu,Parc récréatif,45.391656,-75.844227,20 Rue Court,Gatineau
737,Parc des Deux-Ruisseaux,Autre parc,45.437138,-75.795166,22 Rue du Tropique,Gatineau
738,Parc du Renard,Autre parc,45.413427,-75.856335,35 Rue du Renard,Gatineau
739,Parc de la Bastide,Autre parc,45.381592,-75.824112,119 Impasse de la Bastide,Gatineau
740,Parc de Fronsac,Autre parc,45.381232,-75.831581,30 Rue de Fronsac,Gatineau
741,Parc Jean-Louis-Morin,Autre parc,45.423776,-75.843639,51 Rue Jean-Louis-Morin,Gatineau
742,Parc du Luxembourg,Autre parc,45.439605,-75.80748,106 Rue du Luxembourg,Gatineau
743,Parc Central,Autre parc,45.433626,-75.80139,205 Rue de Bruxelles,Gatineau
744,Parc de la Petite-Nation,Autre parc,45.414543,-75.802248,50 Rue Alphonse-Daudet,Gatineau
745,Pavillon Robert-Middlemiss,Édifice communautaire,45.395949,-75.85793,1 Rue Principale,Gatineau
746,Parc des Cèdres,Parc récréatif,45.395465,-75.85637,1 Rue Principale,Gatineau
747,Parc du Manoir-Champlain,Autre parc,45.426016,-75.797545,62 Rue Robert-Pilon,Gatineau
748,Parc du Marigot,Autre parc,45.426409,-75.809325,100 Rue du Marigot,Gatineau
749,Parc d'Orsay,Autre parc,45.43522,-75.811483,195 Rue d'Orsay,Gatineau
750,Parc de Ganymède,Autre parc,45.442379,-75.792508,146 Rue de Ganymède,Gatineau
751,Parc des Soeurs-Maristes,Parc récréatif,45.467244,-75.773388,45 Rue de la Soeur-Jeanne-Marie-Chavoin,Gatineau
752,Parc du Lac-Leamy,Autre parc,45.453302,-75.725211,100 Rue Atawe,Gatineau
753,Parc-o-bus Lorrain,Parc-o-bus,45.49552,-75.607942,115 Boulevard Lorrain,Gatineau
754,Parc-o-bus Saint-Alexandre,Parc-o-bus,45.492922,-75.753472,1 Chemin des Érables,Gatineau
755,Parc-o-bus Sainte-Rose-de-Lima,Parc-o-bus,45.498533,-75.60768,861 Boulevard Saint-René Est,Gatineau
756,Parc-o-bus Allumettières,Parc-o-bus,45.407774,-75.866596,305 Rue des Hautes-Rives,Gatineau
757,École du Plateau,École primaire,45.439912,-75.781289,145 Rue de l'Atmosphère,Gatineau
758,École des Deux-Ruisseaux,École primaire,45.43591,-75.793259,278 Rue de l'Atmosphère,Gatineau
759,Garderie Centre Éducatif au Royaume des Enfants,Service de garderie,45.435409,-75.794027,86 Rue du Tropique,Gatineau
760,Garderie éducative Chez Danielle,Service de garderie,45.404365,-75.807584,296 Chemin Vanier,Gatineau
761,École Montessori de l'Outaouais,École primaire,45.396037,-75.840189,161 Rue Principale,Gatineau
762,CPE La Ribambelle d'Aylmer,Service de garderie,45.419752,-75.839208,272 Rue des Thuyas,Gatineau
763,C.L.S.C de Gatineau (Maison Bruyère),C.L.S.C.,45.397201,-75.848816,57 Rue du Couvent,Gatineau
764,Maison communautaire Bruyère,Édifice communautaire,45.397247,-75.848602,57 Rue du Couvent,Gatineau
765,Port de plaisance Jacques-Cartier,Marina,45.432185,-75.707503,160 Rue Laurier,Gatineau
766,Garage Municipale Masson-Angers,Atelier et garage municipaux,45.547939,-75.399454,214 Chemin de Montréal Est,Gatineau
767,C.L.S.C de Gatineau (de la Gappe),C.L.S.C.,45.483226,-75.685875,777 Boulevard de la Gappe,Gatineau
768,Parc Polyvalente de l'Érablière,Parc récréatif,45.494012,-75.74038,500 Rue de Cannes,Gatineau
769,Centre d'hébergement Champlain-Gatineau,C.H.S.L.D.,45.500623,-75.637554,510 Boulevard La Vérendrye Est,Gatineau
770,Hôpital de Gatineau,Centre hospitalier,45.493261,-75.691095,909 Boulevard La Vérendrye Ouest,Gatineau
771,École des Belles-Rives,École primaire,45.500189,-75.609633,23 Rue Forget,Gatineau
772,Aréna Jean-Paul-Sabourin,Aréna,45.469263,-75.743397,70 Rue Jean-Proulx,Gatineau
773,Musée Canadien de l'Histoire,Musée,45.429311,-75.708785,100 Rue Laurier,Gatineau
774,Salle Jean-Desprez,Salle de spectacle,45.42771,-75.710998,25 Rue Laurier,Gatineau
775,Bibliothèque Docteur-Jean-Lorrain,Bibliothèque,45.488821,-75.602571,20 Boulevard Lorrain,Gatineau
776,Parc Desjardins,Parc récréatif,45.443021,-75.714702,1 Rue Goyette,Gatineau
777,Centre communautaire Sainte-Bernadette,Centre communautaire,45.428323,-75.722295,40 Rue Pilon,Gatineau
778,Centre culturel Jacques-Auger,Centre culturel,45.426755,-75.718439,39 Rue Leduc,Gatineau
779,Maison Alcide-Clément,Autre centre de services sociaux,45.429934,-75.719213,132 Rue Saint-Jacques,Gatineau
780,La maison de la famille de Gatineau,Autre centre de services sociaux,45.47975,-75.724702,69 Avenue Gatineau,Gatineau
781,Palestre municipale,Centre sportif,45.49031,-75.68425,795 Boulevard Saint-René Ouest,Gatineau
782,Parc Marengère,Parc récréatif,45.459822,-75.702069,5 Rue Marengère,Gatineau
783,Centre communautaire Docteur-Jean-Lorrain,Centre communautaire,45.488737,-75.602552,20 Boulevard Lorrain,Gatineau
784,Centre de détention de Hull,Centre de détention,45.427148,-75.748914,75 Rue Saint-François,Gatineau
785,Conservatoire de musique et de l'art de Gatineau,Centre de formation,45.421906,-75.748683,430 Boulevard Alexandre-Taché,Gatineau
786,Écomusée,Musée,45.42981,-75.726862,170 Rue Montcalm,Gatineau
787,Place Cartier,Centre commercial,45.445974,-75.733851,425 Boulevard Saint-Joseph,Gatineau
788,Caserne 2 Calixte-Rouleau,Incendie,45.437685,-75.766922,204 Boulevard Saint-Raymond,Gatineau
789,Caserne 3 Dion-Latour,Incendie,45.462174,-75.739455,175 Rue Deveault,Gatineau
790,Cégep de l'Outaouais Campus Louis-Reboul,Collège,45.437658,-75.713507,125 Boulevard Sacré-Coeur,Gatineau
791,École Saint-Rédempteur,École primaire,45.434456,-75.719352,39 Rue Saint-Florent,Gatineau
792,Imprimerie National,Édifice fédéral,45.437547,-75.718242,45 Boulevard Sacré-Coeur,Gatineau
793,Complexe Branchaud-Brière,Aréna,45.497047,-75.644218,499 Boulevard Labrosse,Gatineau
794,Garderie Petits Créatifs 2,Service de garderie,45.409974,-75.853413,28 Rue du Vison,Gatineau
795,CPE La Jeune Ronde,Service de garderie,45.445912,-75.747208,140 Boulevard Lionel-Émond,Gatineau
796,Garderie mon petit cosmos 2,Service de garderie,45.419312,-75.850511,260 Rue Maurice-Duplessis,Gatineau
797,Baie Carpentier,Baie,45.513576,-75.496519,,Gatineau
798,Baie McLaurin,Baie,45.487993,-75.581203,,Gatineau
799,Baie Murphy,Baie,45.487833,-75.557922,,Gatineau
