idx,facility_name,facility_type,longitude,latitude,street_addr,provider
261,Parc du Lac-des-Fées,Autre parc,45.441296,-75.753162,387 Rue Gamelin,Gatineau
262,Corridor Philemon-Wright,Autre parc,45.4693,-75.754563,60 Rue Charles-Albanel,Gatineau
263,Corridor du Ruisseau-des-Fées,Autre parc,45.439664,-75.783787,Rue de l'Atmosphère,Gatineau
264,Parc du Plateau,Autre parc,45.439199,-75.782659,155 Rue de l'Atmosphère,Gatineau
265,Réservoir Gamelin,Réservoir d'eau potable,45.443188,-75.749969,260 Rue Gamelin,Gatineau
266,Station Labrosse,Station Rapibus,45.490793,-75.642555,351 Boulevard Labrosse,Gatineau
267,Station Gouin,Station Rapibus,45.486218,-75.66189,356 Rue Gouin,Gatineau
268,Station de la Gappe,Station Rapibus,45.469494,-75.71629,119 Boulevard de la Gappe,Gatineau
269,Station les Promenades,Station Rapibus,45.478105,-75.69723,2 Rue de l'Alliance,Gatineau
270,École Internationale du Mont-Bleu,École primaire,45.457876,-75.755951,45 Rue Boucher,Gatineau
271,École du Parc-de-la-Montagne,École primaire,45.450427,-75.747729,15 Rue Doucet,Gatineau
272,Bibliothèque Aurélien-Doucet,Bibliothèque,45.460289,-75.766708,207 Boulevard du Mont-Bleu,Gatineau
273,École la Source,École primaire,45.487061,-75.704271,22 Rue de l'Acadie,Gatineau
274,École le Tremplin Édifice Le Coteau,École primaire,45.470847,-75.708835,31 Rue de l'Abbé-Ginguet,Gatineau
275,École du Nouveau-Monde Édifice Saint-Rosaire,École primaire,45.471739,-75.688789,9 Rue Sainte-Yvonne,Gatineau
276,École de l'Escalade,École primaire,45.505859,-75.635896,605 Rue Davidson Est,Gatineau
277,CPE Marie-Soleil,Service de garderie,45.503425,-75.651207,185 Rue P.-Labine,Gatineau
278,École de l'Odyssée Édifice Jean-XXII,École primaire,45.493857,-75.653637,180 Rue Magnus Ouest,Gatineau
279,École de l'Odyssée Édifice Saint-René-Goupil,École primaire,45.492409,-75.653707,179 Boulevard Saint-René Ouest,Gatineau
280,École Carle,École primaire,45.488357,-75.663199,306 Rue Jacques-Buteux,Gatineau
281,École des Trois-Saisons Édifice Saint-Pie X,École primaire,45.486222,-75.649357,114 Rue de la Reine-Élisabeth Est,Gatineau
282,Usine de filtration Secteur Gatineau,Usine de traitement des eaux,45.475767,-75.666538,437 Rue Saint-Louis,Gatineau
283,Édifice John-R Luck,Édifice municipal,45.483989,-75.645674,280 Boulevard Maloney Est,Gatineau
284,Centre communautaire de la Riviera,Centre communautaire,45.470267,-75.724063,12 Rue de Picardie,Gatineau
285,Centre communautaire Gérard-Pezzani,Centre communautaire,45.4744,-75.725905,22 Rue d'Auvergne,Gatineau
286,Ateliers municipaux Eugène-Beaudoin,Atelier et garage municipaux,45.492561,-75.636966,476 Boulevard Saint-René Est,Gatineau
287,Centre communautaire Le Baron,Centre communautaire,45.484277,-75.710749,104 Rue du Barry,Gatineau
288,Parc de la Côte-des-Neiges,Parc récréatif,45.50176,-75.699834,187 Rue Louis-Colin,Gatineau
289,Parc de l'Hôpital,Autre parc,45.494821,-75.693588,217 Rue Jules-Bordet,Gatineau
290,Parc des Vendanges,Parc récréatif,45.500962,-75.67355,72 Rue de Saint-Émilion,Gatineau
291,Parc de Boisbriand,Parc récréatif,45.507951,-75.656819,80 Rue de Boisbriand,Gatineau
292,Parc D'Aoust,Autre parc,45.502854,-75.655543,15 Rue D'Aoust,Gatineau
293,Parc de Lotbinière,Autre parc,45.520577,-75.695575,24 Rue de Terrebonne,Gatineau
294,Parc Victoria,Parc récréatif,45.486757,-75.662071,328 Rue de la Reine-Victoria,Gatineau
295,Parc Bélisle,Parc récréatif,45.486172,-75.656168,255 Rue Broadway Ouest,Gatineau
296,Parc Broadway,Parc récréatif,45.485682,-75.652703,182 Rue de la Reine-Élisabeth Ouest,Gatineau
297,Parc de la Reine-Élisabeth,Parc récréatif,45.485726,-75.6492,122 Rue de la Reine-Élisabeth Est,Gatineau
298,Parc Lavictoire,Autre parc,45.480412,-75.647286,95 Rue East,Gatineau
299,Parc Hétu,Parc récréatif,45.489434,-75.654943,333 Rue Hétu,Gatineau
300,Parc Hilltop,Autre parc,45.49935,-75.658139,140 Rue du Versant-Nord,Gatineau
301,Parc Fernand-Béland,Parc récréatif,45.501517,-75.647533,268 Rue F.-Béland,Gatineau
302,Parc de Mingan,Parc récréatif,45.508527,-75.648131,99 Rue de Mingan,Gatineau
303,Parc du Voilier,Parc récréatif,45.500113,-75.562401,67 Rue du Voilier,Gatineau
304,Aéroport Exécutif Gatineau-Ottawa,Aéroport,45.518642,-75.561024,1717 Rue Arthur-Fecteau,Gatineau
305,Parc de la Colline,Autre parc,45.495123,-75.646941,231 Rue Magnus Est,Gatineau
306,Parc des Noisetiers,Autre parc,45.42854,-75.761378,241 Boulevard Saint-Raymond,Gatineau
307,Parc des Lutins,Autre parc,45.444245,-75.756352,21 Rue des Lutins,Gatineau
308,Parc Jacques-Cartier Nord,Autre parc,45.440808,-75.706519,350 Rue Laurier,Gatineau
309,Parc Dupuis,Parc récréatif,45.435215,-75.71827,50 Rue Isidore-Ostiguy,Gatineau
310,Parc Jean-Paul-Sabourin,Autre parc,45.469556,-75.742843,70 Rue Jean-Proulx,Gatineau
311,Parc Raymond-Madore,Parc récréatif,45.506113,-75.606619,160 Rue des Fleurs,Gatineau
312,Parc Généreux,Parc récréatif,45.493078,-75.670201,436 Rue Généreux,Gatineau
313,Centre d'hébergement Vallée-de-la-Lièvre,C.H.S.L.D.,45.580317,-75.422972,111 Rue Gérard-Gauthier,Gatineau
314,Caserne 8 Cadieux-Laflamme,Incendie,45.572217,-75.412702,850 Avenue de Buckingham,Gatineau
315,École des Tournesols,École primaire,45.411054,-75.858435,45 Rue de la Fabrique,Gatineau
316,Relais plein air du parc de la Gatineau,Centre récréatif,45.46232,-75.774298,397 Boulevard de la Cité-des-Jeunes,Gatineau
317,La Maison de la famille Vallée-de-la-Lièvre,Autre centre de services sociaux,45.591958,-75.417889,321 Avenue de Buckingham,Gatineau
318,Maison d'accueil Mutchmore,Autre centre de services sociaux,45.454813,-75.73771,142 Rue Mutchmore,Gatineau
319,Commission scolaire Western Quebec,Commission scolaire,45.42152,-75.805883,15 Rue Katimavik,Gatineau
320,CPE Bébéjou (Sillery),Service de garderie,45.475464,-75.709454,35 Rue de Sillery,Gatineau
321,Parc des Draveurs,Parc récréatif,45.474915,-75.710161,205 Boulevard de la Gappe,Gatineau
322,M-Ado jeunes,Autre centre de services sociaux,45.474293,-75.725846,22 Rue d'Auvergne,Gatineau
323,Parc du Côteau,Parc récréatif,45.470437,-75.706898,60 Rue Louis-Riel,Gatineau
324,Association récréative de Templeton,Centre récréatif,45.491821,-75.605597,13 Rue du Curé-Labelle,Gatineau
325,Casino du Lac-Leamy,Édifice provincial,45.446136,-75.724975,5 Boulevard du Casino,Gatineau
326,Théâtre IMAX,Cinéma,45.429282,-75.709682,100 Rue Laurier,Gatineau
327,Parc-o-bus Saint-Dominique,Parc-o-bus,45.419869,-75.753832,495 Boulevard Alexandre-Taché,Gatineau
328,CPE Aux Trois Pommes (Labelle),Service de garderie,45.433009,-75.741187,30 Rue Labelle,Gatineau
329,Piscine Desjardins,Piscine,45.443158,-75.715801,1 Rue Goyette,Gatineau
330,Parc de la Rosée,Parc récréatif,45.438618,-75.78868,15 Rue de la Rosée,Gatineau
331,Parc-o-bus Galeries Aylmer,Parc-o-bus,45.398425,-75.835118,420 Boulevard Wilfrid-Lavigne,Gatineau
332,Place Aubry,Aménagement public,45.426941,-75.715544,Rue Aubry,Gatineau
333,Garderie Petits Créatifs,Service de garderie,45.409966,-75.853257,30 Rue du Vison,Gatineau
334,CPE La Grande Envolée (Buckingham),Service de garderie,45.545501,-75.412601,75 Chemin de Montréal Est,Gatineau
335,Garderie Au Jardin des Petits Amis,Service de garderie,45.461179,-75.750757,2 Rue du Père-Béland,Gatineau
336,Parc Moussette,Parc récréatif,45.419645,-75.749612,361 Boulevard de Lucerne,Gatineau
337,Parc de Lucerne,Parc récréatif,45.463856,-75.720793,33 Rue Olida,Gatineau
338,"Centre d'éducation des adultes des Portages de-l'outaouais, Centre L'Arrimage",Centre de formation,45.399811,-75.835209,450 Rue LeGuerrier,Gatineau
339,Centre de formation professionelle de l'Outatouais,Centre de formation,45.451615,-75.765004,249 Boulevard de la Cité-des-Jeunes,Gatineau
340,"Centre d'éducation des adultes des Portages de-l'outaouais,Centre La Génération",Centre de formation,45.431626,-75.739205,35 Rue Davies,Gatineau
341,CPE Les Petits Fripons (des Bouleaux),Service de garderie,45.55793,-75.440048,375 Rue des Bouleaux,Gatineau
342,Garderie éducative les ptits coeurs de lorrain,Service de garderie,45.495235,-75.607276,106 Boulevard Lorrain,Gatineau
343,CPE Alakazou (Joseph-Demontigny),Service de garderie,45.495249,-75.669231,454 Rue Joseph-Demontigny,Gatineau
344,CPE La Ciboulette,Service de garderie,45.482241,-75.650482,155 Rue Vianney,Gatineau
345,CPE La Jonglerie (Cheval-Blanc),Service de garderie,45.498686,-75.581314,479 Avenue du Cheval-Blanc,Gatineau
346,Parc Martin-Perrier,Parc récréatif,45.407552,-75.83747,578 Rue Martin-Perrier Nord,Gatineau
347,Parc du Vieux-Verger,Parc récréatif,45.404557,-75.835682,510 Rue du Caveau,Gatineau
348,Parc Tibérius,Parc récréatif,45.395332,-75.852114,12 Rue Tiberius,Gatineau
349,Parc des Cèdres,Parc récréatif,45.399238,-75.860458,15 Rue Raoul-Roy,Gatineau
350,Cégep Heritage College,Collège,45.455248,-75.764822,325 Boulevard de la Cité-des-Jeunes,Gatineau
351,Cégep de l'Outaouais Campus Gabrielle-Roy,Collège,45.459303,-75.769209,333 Boulevard de la Cité-des-Jeunes,Gatineau
352,Parc de la Riviera,Parc récréatif,45.474289,-75.724539,22 Rue d'Auvergne,Gatineau
353,École Côte-du-Nord,École primaire,45.461428,-75.762579,15 Rue Des Groseilliers,Gatineau
354,Parc des Chevaliers,Autre parc,45.515181,-75.737653,94 Rue de Fleurimont,Gatineau
355,Parc Saint-René,Parc récréatif,45.492022,-75.64672,238 Boulevard Saint-René Est,Gatineau
356,Parc Queen,Autre parc,45.413817,-75.888837,1145 Chemin Queen's Park,Gatineau
357,Résidences Wilfrid-Lavigne 1,"Résidence pour personnes âgées(Type ""Familiale"")",45.39829,-75.838163,433 Boulevard Wilfrid-Lavigne,Gatineau
358,Centre d'hébergement Renaissance,C.H.S.L.D.,45.39923,-75.838422,445 Boulevard Wilfrid-Lavigne,Gatineau
359,Place Lavigne,Centre commercial,45.398702,-75.836491,420 Boulevard Wilfrid-Lavigne,Gatineau
360,Église Aylmer united,Lieu de culte,45.395028,-75.838782,164 Rue Principale,Gatineau
361,Église Christ church Aylmer,Lieu de culte,45.396271,-75.841369,101 Rue Symmes,Gatineau
362,Église Saint-Mark the evangelist,Lieu de culte,45.394858,-75.839749,160 Rue Principale,Gatineau
363,Église Saint-Andrew,Lieu de culte,45.395838,-75.845364,1 Chemin Eardley,Gatineau
364,Église L'Ange-Gardien,Lieu de culte,45.524536,-75.491823,255 Rue du Progrès,Gatineau
365,Église Notre-Dame-des-neiges,Lieu de culte,45.544474,-75.419281,3 Rue Donat-Saint-Amour,Gatineau
366,Centre communautaire Marengère,Centre communautaire,45.459512,-75.702238,5 Rue Marengère,Gatineau
367,Théâtre de l'Île,Salle de spectacle,45.425613,-75.724788,1 Rue Wellington,Gatineau
368,Parc du Ruisseau,Parc récréatif,45.520593,-75.491882,132(A) Rue du Ruisseau,Gatineau
369,Parc de l'Écorce,Parc récréatif,45.559392,-75.430077,95 Rue de l'Écorce,Gatineau
370,Terrasse de la Chaudière - Édifice Central,Immeuble à bureaux,45.425169,-75.721837,1 Promenade du Portage,Gatineau
371,Pont Alonzo-Wright,Pont,45.487222,-75.748566,1 Avenue du Pont,Gatineau
372,Pont Cartier-Macdonald,Pont,45.437093,-75.703305,2 Autoroute de la Gatineau,Gatineau
373,Pont Alexandra,Pont,45.430333,-75.704854,2 Boulevard des Allumettières,Gatineau
374,Pont du Portage,Pont,45.422688,-75.713766,2 Boulevard Maisonneuve,Gatineau
375,Pont des Chaudières,Pont,45.421678,-75.718672,2 Rue Eddy,Gatineau
376,StarCité Hull,Cinéma,45.43381,-75.775281,115 Boulevard du Plateau,Gatineau
377,Parc Nobert,Parc récréatif,45.502312,-75.680245,56 Rue Laflamme,Gatineau
378,Maison Charron,Édifice fédéral,45.434208,-75.707566,164 Rue Laurier,Gatineau
379,Maison Gilmour Hughson,Édifice fédéral,45.441842,-75.707583,350 Rue Laurier,Gatineau
380,Pavillon du Lac-Leamy,Centre récréatif,45.45179,-75.719434,100 Promenade du Lac-Leamy,Gatineau
381,CPE Au Pays des Anges,Service de garderie,45.448436,-75.736594,11 Rue Roy,Gatineau
382,Garderie Centre d'Éveil devenir Grand,Service de garderie,45.52226,-75.693841,36 Rue de Lotbinière,Gatineau
383,Garderie éducative les ptits coeurs de Mont-Bleu,Service de garderie,45.462578,-75.746161,34 Boulevard du Mont-Bleu,Gatineau
384,Garderie Imagine,Service de garderie,45.431327,-75.713959,89 Rue Dollard-Des Ormeaux,Gatineau
385,Caserne 1 Roland-Guertin,Incendie,45.397593,-75.83841,425 Boulevard Wilfrid-Lavigne,Gatineau
386,Aréna Paul-et-Isabelle-Duchesnay,Aréna,45.392951,-75.843865,92 Rue du Patrimoine,Gatineau
387,Ateliers municipaux de Buckingham,Atelier et garage municipaux,45.594991,-75.417603,250 Rue Charles,Gatineau
388,Salle La Basoche,Salle de spectacle,45.394509,-75.843806,120 Rue Principale,Gatineau
389,Réservoir de la Côte d'Azur,Réservoir d'eau potable,45.49191,-75.738545,459(A) Rue de Cannes,Gatineau
390,Entrepôt Montcalm,Édifice municipal,45.429694,-75.728274,185 Rue Montcalm,Gatineau
391,Commission scolaire au Coeur-des Vallées,Commission scolaire,45.587027,-75.400761,582 Rue Maclaren Est,Gatineau
392,Centre de formation Relais de la Lièvre-Seigneurie,Centre de formation,45.58625,-75.400102,584 Rue Maclaren Est,Gatineau
393,Centre aquatique Lucien-Houle,Piscine,45.58789,-75.40098,580(A) Rue Maclaren Est,Gatineau
394,Centre de retraite Temple Pastures,Lieu de culte,45.549414,-75.662647,286 Chemin Fogarty,Gatineau
395,École de Touraine Édifice Riviera,École primaire,45.473672,-75.723132,59 Rue de Provence,Gatineau
396,École de L'Oiseau-Bleu,École primaire,45.485322,-75.694676,184 Rue Nelligan,Gatineau
397,Centre d'hébergement La Pietà,C.H.S.L.D.,45.439331,-75.70879,273 Rue Laurier,Gatineau
398,Parc Larocque,Parc récréatif,45.436163,-75.736392,2 Rue Fortier,Gatineau
399,Piscine Larocque,Piscine,45.436458,-75.736626,2 Rue Fortier,Gatineau
400,Piscine Laurent-Groulx,Piscine,45.446016,-75.739076,1 Rue Lévesque,Gatineau
401,Maison-Wright-Scott,Édifice municipal,45.424806,-75.725635,28 Boulevard Alexandre-Taché,Gatineau
402,Atelier Leduc,Édifice municipal,45.431518,-75.718271,160 Rue Leduc,Gatineau
403,Pont Champlain,Pont,45.411363,-75.762259,2 Place Samuel-De Champlain,Gatineau
404,Pont des Draveurs,Pont,45.457147,-75.716087,1500 Rue Saint-Louis,Gatineau
405,Pont Lady-Aberdeen,Pont,45.456858,-75.701222,1 Boulevard Gréber,Gatineau
406,Pont Brady,Pont,45.585952,-75.418751,1 Rue Maclaren Ouest,Gatineau
407,Usine d'épuration des eaux usées (Masson),Usine de traitement des eaux,45.535249,-75.421171,150 Chemin de la Rive,Gatineau
408,Parc-o-bus Gréber/Saint-Louis,Parc-o-bus,45.460489,-75.700323,42 Boulevard Gréber,Gatineau
409,CPE Grande Rivière,Service de garderie,45.392758,-75.831027,44 Rue Elizabeth,Gatineau
410,CPE L'Arche des Petits (Vauquelin),Service de garderie,45.492306,-75.645265,24 Rue de Vauquelin,Gatineau
411,Garderie Les petits Explorateurs,Service de garderie,45.413204,-75.807823,80 Rue des Attikameks,Gatineau
412,Parc de l'Imaginaire,Autre parc,45.395299,-75.855308,9(A) Rue Front,Gatineau
413,Parc Riverain,Autre parc,45.383576,-75.818104,1 Rue Lamoureux,Gatineau
414,Parc Robert-Stewart,Autre parc,45.398196,-75.800627,56 Rue Lynn,Gatineau
415,Parc Antoine-Boucher,Autre parc,45.422526,-75.85745,215 Rue du Raton-Laveur,Gatineau
416,Parc Nadon,Autre parc,45.593501,-75.401132,Chemin Belter,Gatineau
417,Parc de la Ferme-Dalton,Parc récréatif,45.506791,-75.590604,199 Montée Dalton,Gatineau
418,Corridor Beauvallon-Beausoleil,Autre parc,45.488903,-75.729904,19 Rue de Brignoles,Gatineau
419,Parc René-Lévesque,Parc récréatif,45.497381,-75.739112,288 Chemin Lebaudy,Gatineau
420,Parc Louis-Taché,Parc récréatif,45.495641,-75.744472,163 Chemin Lebaudy,Gatineau
421,Corridor de l'Hopital-Côtes des neiges,Autre parc,45.499617,-75.701823,Rue de la Côte-des-Neiges,Gatineau
422,Corridor des Grands-Ravins,Autre parc,45.504625,-75.661758,Rue Davidson Ouest,Gatineau
423,Parc des Bouleaux,Autre parc,45.506382,-75.657388,155 Rue de l'Orée-des-Bois,Gatineau
424,Corridor des Vendanges,Autre parc,45.499874,-75.67174,Rue Nobert,Gatineau
425,Corridor du Ruisseau Desjardins,Autre parc,45.480857,-75.730946,Avenue Gatineau,Gatineau
426,Corridor Laflamme-Nobert,Autre parc,45.500933,-75.681021,Rue Laflamme et Rue Nobert,Gatineau
427,Corridor Père-Bériault,Autre parc,45.490778,-75.743945,Rue du Père-Bériault,Gatineau
428,Parc Lamarche,Parc récréatif,45.497775,-75.719631,13 Rue Stéphane,Gatineau
429,Parc en Mémoire-d'Elles,Parc récréatif,45.458593,-75.700203,10 Rue Bruyère,Gatineau
430,Parc des Résineux,Autre parc,45.509854,-75.583822,36 Rue des Résineux,Gatineau
431,Parc Sanscartier,Parc récréatif,45.478586,-75.640941,5 Rue Sanscartier,Gatineau
432,Parc de la Sucrerie,Autre parc,45.500263,-75.747519,77 Chemin des Érables,Gatineau
433,Parc de l'Arc-en-Ciel,Autre parc,45.442137,-75.788006,81 Rue de l'Arc-en-Ciel,Gatineau
434,Résidence Diane L'Ecuyer,"Résidence pour personnes âgées(Type ""Familiale"")",45.495399,-75.583911,1205 Rue Alexandre,Gatineau
435,Résidence Dion inc,"Résidence pour personnes âgées(Type ""Familiale"")",45.468929,-75.724873,1799 Rue Saint-Louis,Gatineau
436,Résidence Ma Maison,"Résidence pour personnes âgées(Type ""Familiale"")",45.451006,-75.740388,3 Rue Boulay,Gatineau
437,Église baptiste évangélique de la Lièvre,Lieu de culte,45.586465,-75.421803,117 Rue Maclaren Ouest,Gatineau
438,Église Our Lady of Victory,Lieu de culte,45.588034,-75.415053,490 Rue Charles,Gatineau
439,Église Saint-Andrew,Lieu de culte,45.584904,-75.415197,570 Avenue de Buckingham,Gatineau
440,Église Saint-Grégoire-de-Nazianze,Lieu de culte,45.587538,-75.413395,150 Rue Maclaren Est,Gatineau
441,Église Notre-Dame-de-Fatima,Lieu de culte,45.427228,-75.726833,42 Rue Hanson,Gatineau
442,Église Notre-Dame-de-l'Ile,Lieu de culte,45.437605,-75.714378,115 Boulevard Sacré-Coeur,Gatineau
443,Église Notre-Dame-de-la-Guadeloupe,Lieu de culte,45.45163,-75.748155,30 Rue St-Onge,Gatineau
444,Église Notre-Dame-de-Lorette,Lieu de culte,45.419712,-75.744498,45 Rue Prévost,Gatineau
445,Église Oméga,Lieu de culte,45.4258,-75.726331,20 Rue Hanson,Gatineau
446,Église Saint-Esprit,Lieu de culte,45.427721,-75.723714,13 Rue Sainte-Bernadette,Gatineau
447,Église Saint-James,Lieu de culte,45.424787,-75.7188,60 Promenade du Portage,Gatineau
448,Église Orthodoxe Roumaine de Gatineau,Lieu de culte,45.428449,-75.735559,45 Rue Saint-Jean-Bosco,Gatineau
449,Our Lady of the Annunciation,Lieu de culte,45.451828,-75.744575,189 Rue Archambault,Gatineau
450,Église Saint-Pierre-Chanel,Lieu de culte,45.46186,-75.762441,17 Rue Des Groseilliers,Gatineau
451,Église Saint-Médard,Lieu de culte,45.385394,-75.806523,23 Rue Saint-Médard,Gatineau
452,Église Le Chemin,Lieu de culte,45.444228,-75.799676,480 Rue de Vernon,Gatineau
453,Parc de la Gatineau,Autre parc,45.451614,-75.774861,Promenade de la Gatineau,Gatineau
454,Parc de Cherbourg,Autre parc,45.386891,-75.806034,10 Rue de Cherbourg,Gatineau
455,Parc de Sainte-Maxime,Autre parc,45.487002,-75.721422,280 Rue de Sainte-Maxime,Gatineau
456,Parc-école Jean-De Brébeuf,Autres lieux d'assemblée pour les loisirs,45.420576,-75.74931,370 Boulevard de Lucerne,Gatineau
457,Parc-école du Lac-des-Fées,Parc récréatif,45.438805,-75.745223,165 Rue Bisson,Gatineau
458,Parc des Servantes,Parc récréatif,45.54565,-75.417223,46 Rue des Servantes,Gatineau
459,Parc Wellington,Autre parc,45.426055,-75.718739,120 Rue Wellington,Gatineau
460,Parc Ravin-Bleu,Autre parc,45.465994,-75.769188,96 Rue du Ravin-Bleu,Gatineau
461,Parc Pharand,Autre parc,45.424487,-75.739317,11 Rue Pharand,Gatineau
462,Parc Morley-Walters,Autre parc,45.406368,-75.80292,55 Chemin Morley-Walters,Gatineau
463,Église Alliance Chrétienne et Missionnaire,Lieu de culte,45.509141,-75.542951,1907 Boulevard Maloney Est,Gatineau
464,Garderie Excelsiori Daycare,Service de garderie,45.442856,-75.734385,23 Rue Bourque,Gatineau
465,Garderie La Maisonnette Bleue,Service de garderie,45.443601,-75.74237,198 Rue Gamelin,Gatineau
466,Garderie Nos p'tits coeurs,Service de garderie,45.484618,-75.648509,97 Rue Broadway Est,Gatineau
467,Garderie Les petits Sourires,Service de garderie,45.44665,-75.750447,162 Boulevard Saint-Raymond,Gatineau
468,Édifice Jean-René-Monette,Édifice communautaire,45.479599,-75.648241,89 Rue Jean-René-Monette,Gatineau
469,Centre communautaire Saint-Jean-Bosco,Centre communautaire,45.428695,-75.7356,100 Rue Scott,Gatineau
470,M-Ado jeunes (Masson),Autre centre de services sociaux,45.546454,-75.406137,106 Chemin de Montréal Est,Gatineau
471,C.L.S.C de Gatineau (avenue Gatineau),C.L.S.C.,45.480103,-75.72304,80 Avenue Gatineau,Gatineau
472,C.L.S.C de Gatineau (du Mont-Bleu),C.L.S.C.,45.460137,-75.76648,207 Boulevard du Mont-Bleu,Gatineau
473,C.L.S.C de Gatineau (Saint-Raymond),C.L.S.C.,45.447175,-75.742227,92 Boulevard Saint-Raymond,Gatineau
474,C.L.S.C de Gatineau (Alexandre-Taché),C.L.S.C.,45.421806,-75.746559,400 Boulevard Alexandre-Taché,Gatineau
475,C.L.S.C de Gatineau (Saint-Rédempteur),C.L.S.C.,45.42701,-75.72171,85 Rue Saint-Rédempteur,Gatineau
476,Maison-Scott,Monument et site historique,45.444402,-75.740413,100 Rue Gamelin,Gatineau
477,Fondation Québécoise du Cancer,Autres services médicaux et de santé,45.494886,-75.69068,555 Boulevard de l'Hôpital,Gatineau
478,CPE La Jonglerie (Hôpital),Service de garderie,45.494862,-75.689844,551 Boulevard de l'Hôpital,Gatineau
479,Place du Centre,Centre commercial,45.426708,-75.714546,200 Promenade du Portage,Gatineau
480,Centre L'Escale,Centre de formation,45.481986,-75.710003,85 Rue Du Barry,Gatineau
481,Entrepôt Buckingham,Édifice municipal,45.590344,-75.417486,389 Avenue de Buckingham,Gatineau
482,Garderie Les petits Shakits,Service de garderie,45.410408,-75.808575,350 Chemin Vanier,Gatineau
483,Garderie Les Racines de vie Montessori,Service de garderie,45.442968,-75.745114,225 Rue Gamelin,Gatineau
484,Garderie La pré-maternelle du village,Service de garderie,45.400735,-75.852689,70 Chemin Eardley,Gatineau
485,Parc-école de la Traversée,Parc récréatif,45.486652,-75.630355,257 Rue Luck,Gatineau
486,Parc de Trigance,Autre parc,45.492457,-75.731395,36 Rue de Trigance,Gatineau
487,Parc du Grand-Ruisseau,Parc récréatif,45.508881,-75.627159,116 Rue du Grand-Ruisseau,Gatineau
488,Parc Saint-Bernardin,Autre parc,45.442764,-75.736016,51 Rue Bourque,Gatineau
489,Corridor des Grands-Ravins,Autre parc,45.506743,-75.667654,Rue Davidson Ouest,Gatineau
490,Parc des Deux-Ravins,Autre parc,45.507452,-75.663632,81 Rue Nobert,Gatineau
491,Parc de la Baie,Autre parc,45.468394,-75.682236,988 Rue Saint-Louis,Gatineau
492,Centre communautaire Front,Centre communautaire,45.405215,-75.855041,175 Rue Front,Gatineau
493,Parc Front,Parc récréatif,45.405108,-75.85629,175 Rue Front,Gatineau
494,Centre sportif de Gatineau,Centre sportif,45.483098,-75.682297,850 Boulevard de la Gappe,Gatineau
495,Centre de services Gatineau,Édifice municipal,45.481726,-75.687011,144 Boulevard de l'Hôpital,Gatineau
496,Édifice Pierre-Papin,Édifice municipal,45.481756,-75.687342,144 Boulevard de l'Hôpital,Gatineau
497,Résidence Church,"Résidence pour personnes âgées(Type ""Familiale"")",45.585758,-75.408327,195 Rue Church,Gatineau
498,Garderie Académie Trivium,Service de garderie,45.479607,-75.64748,88 Rue Jean-René-Monette,Gatineau
499,CPE Petits Pieds,Service de garderie,45.504585,-75.590923,1174 Boulevard Saint-René Est,Gatineau
500,Garderie École Montessori de Gatineau,Service de garderie,45.474781,-75.728944,1915 Rue Saint-Louis,Gatineau
501,Garderie École Montessori de l'Outaouais,Service de garderie,45.396213,-75.838966,161 Rue Principale,Gatineau
502,Garderie de la Marina,Service de garderie,45.394347,-75.850495,44 Rue Principale,Gatineau
503,Garderie Planète kids(Gatineau),Service de garderie,45.485216,-75.639551,405 Boulevard Maloney Est,Gatineau
504,Garderie Le Paradis des amis,Service de garderie,45.423156,-75.804133,77 Rue de la Boussole,Gatineau
505,Garderie Pouponnière Rêve d'enfance,Service de garderie,45.402688,-75.801156,745 Chemin d'Aylmer,Gatineau
506,Garderie Le Royaume du petit,Service de garderie,45.569571,-75.424419,916 Rue Georges,Gatineau
507,Garderie Petit Jacob,Service de garderie,45.450029,-75.74489,38 Rue Isabelle,Gatineau
508,Place Wal-Mart,Centre commercial,45.48124,-75.677667,640 Boulevard Maloney Ouest,Gatineau
509,École des Trois-Saisons Édifice Lavictoire,École primaire,45.484758,-75.64874,212 Rue Cedar,Gatineau
510,Centre Administration Commerce et Secrétariat de Gatineau Édifice Raymond,Centre de formation,45.491245,-75.659306,385 Rue Brébeuf,Gatineau
511,La Maison Mathieu-Froment-Savoie,Autres services médicaux et de santé,45.438308,-75.742928,170 Rue Sherbrooke,Gatineau
512,Écocentre de l'Aéroparc,Centre de récupération,45.507836,-75.559157,26 Rue Pierre-Ménard,Gatineau
513,Parc de l'Île,Parc récréatif,45.437465,-75.724251,305 Rue Saint-Rédempteur,Gatineau
514,Corridor des Grands-Jardins,Autre parc,45.508123,-75.759004,Rue de la Pointe-Pelée,Gatineau
515,Pont Noir,Pont,45.463318,-75.724937,1700 Rue Saint-Louis,Gatineau
516,Pont Prince-de-Galles,Pont,45.418427,-75.729614,1495 Boulevard Alexandre-Taché,Gatineau
517,Pont Quevillon,Pont,45.551743,-75.427681,Autoroute de l'Outaouais,Gatineau
518,Garderie Le Jardin des Copains,Service de garderie,45.506718,-75.762293,2947 Rue Saint-Louis,Gatineau
519,Garderie des Jardins,Service de garderie,45.487609,-75.744432,2299 Rue Saint-Louis,Gatineau
520,Église Saint-Paul,Lieu de culte,45.397674,-75.847369,61 Rue du Couvent,Gatineau
521,Caserne 6 James-John-O'Farrell,Incendie,45.493344,-75.641965,325 Boulevard Saint-René Est,Gatineau
522,Marais de Masson,Autres étendues d'eau,45.531031,-75.440233,,Gatineau
