idx,facility_name,source_id,ISCED020,ISCED1,ISCED2,ISCED3,address_str,city,province,postal_code,provider,address_str_clean,street_no,street_name
209,Beachy Cove Elementary,320,1,1,0,0,"P.O. Box 578 Portugal Cove, NL A1M 3R6",Portugal Cove - St. Philip's,NL,A1M 3R6,Province of Newfoundland and Labrador,portugal cove nl a1m 3r6,,
210,Brookside Intermediate,496,0,1,1,0,1169-1181 Thorburn Road Portugal Cove - St. Philip's A1M 1T6,Portugal Cove - St. Philip's,NL,A1M 1T6,Province of Newfoundland and Labrador,1169 1181 thorburn road portugal cove st philip's a1m 1t6,1169,1181 thorburn road
211,Cape St. Francis Elementary,473,1,1,0,0,"P.O. Box 220 Pouch Cove, NL A0A 3L0",Pouch Cove,NL,A0A 3L0,Province of Newfoundland and Labrador,pouch cove nl a0a 3l0,,
212,Holy Redeemer Elementary,285,1,1,1,0,"Box 40 Spaniard's Bay, NL A0A 3X0",Spaniard's Bay,NL,A0A 3X0,Province of Newfoundland and Labrador,spaniard's bay nl a0a 3x0,,
213,Fatima Academy,286,0,1,1,1,"General Delivery St. Bride's, NL A0B 2Z0",St. Bride's,NL,A0B 2Z0,Province of Newfoundland and Labrador,general delivery st bride's nl a0b 2z0,,general delivery
214,Beaconsfield Junior High,324,0,0,1,0,"210 Waterford Bridge Road St. John's, NL A1E 1E2",St. John's,NL,A1E 1E2,Province of Newfoundland and Labrador,210 waterford bridge road st john's nl a1e 1e2,210,waterford bridge road
215,Bishop Abraham Elementary,325,1,1,0,0,"196 Pennywell Rd. St. John's, NL A1C 2L6",St. John's,NL,A1C 2L6,Province of Newfoundland and Labrador,196 pennywell rd st john's nl a1c 2l6,196,pennywell rd
216,Bishop Feild Elementary,326,1,1,0,0,"44 Bond Street St. John's, NL A1C 1S6",St. John's,NL,A1C 1S6,Province of Newfoundland and Labrador,44 bond street st john's nl a1c 1s6,44,bond street
217,Brother Rice Junior High,330,0,0,1,0,"75 Bonaventure Ave. St. John's, NL A1C 3Z3",St. John's,NL,A1C 3Z3,Province of Newfoundland and Labrador,75 bonaventure ave st john's nl a1c 3z3,75,bonaventure ave
218,Cowan Heights Elementary,331,1,1,1,0,"104 Canada Drive St. John's, NL A1E 2M8",St. John's,NL,A1E 2M8,Province of Newfoundland and Labrador,104 canada drive st john's nl a1e 2m8,104,canada drive
219,Larkhall Academy,334,1,1,0,0,"16 Larkhall St St. John's, NL A1B 2C3",St. John's,NL,A1B 2C3,Province of Newfoundland and Labrador,16 larkhall st st john's nl a1b 2c3,16,larkhall st
220,Leary's Brook Junior High,335,0,1,1,0,"15 Larkhall St St. John's, NL A1B 2C4",St. John's,NL,A1B 2C4,Province of Newfoundland and Labrador,15 larkhall st st john's nl a1b 2c4,15,larkhall st
221,Gonzaga Regional High,336,0,0,0,1,"20 Smithville Cres St. John's, NL A1B 2V2",St. John's,NL,A1B 2V2,Province of Newfoundland and Labrador,20 smithville cres st john's nl a1b 2v2,20,smithville cres
222,Holy Heart of Mary Regional High,340,0,0,0,1,"55 Bonaventure Ave St. John's, NL A1C 3Z3",St. John's,NL,A1C 3Z3,Province of Newfoundland and Labrador,55 bonaventure ave st john's nl a1c 3z3,55,bonaventure ave
223,Macdonald Drive Elementary,342,1,1,0,0,"150 Macdonald Drive St. John's, NL A1A 2K9",St. John's,NL,A1A 2K9,Province of Newfoundland and Labrador,150 macdonald drive st john's nl a1a 2k9,150,macdonald drive
224,Macdonald Drive Junior High,343,0,0,1,0,"152 MacDonald Drive St. John's, NL A1A 2K9",St. John's,NL,A1A 2K9,Province of Newfoundland and Labrador,152 macdonald drive st john's nl a1a 2k9,152,macdonald drive
225,Mary Queen of Peace Elementary,345,1,1,0,0,"137 Torbay Road St. John's, NL A1A 2G9",St. John's,NL,A1A 2G9,Province of Newfoundland and Labrador,137 torbay road st john's nl a1a 2g9,137,torbay road
226,Prince of Wales Collegiate,347,0,0,0,1,"3 Paton Street St. John's, NL A1B 3E7",St. John's,NL,A1B 3E7,Province of Newfoundland and Labrador,3 paton street st john's nl a1b 3e7,3,paton street
227,Roncalli Elementary,348,1,1,0,0,"130 Airport Hgts Dr St. John's, NL A1A 4Z7",St. John's,NL,A1A 4Z7,Province of Newfoundland and Labrador,130 airport hgts dr st john's nl a1a 4z7,130,airport hgts dr
228,St. Andrew's Elementary,349,1,1,0,0,"141 University Ave St. John's, NL A1B 1Z4",St. John's,NL,A1B 1Z4,Province of Newfoundland and Labrador,141 university ave st john's nl a1b 1z4,141,university ave
229,St. John Bosco School,350,1,1,1,0,"P.O. Box 150, Shea Heights St. John's, NL A0A 1J0",St. John's,NL,A0A 1J0,Province of Newfoundland and Labrador,shea heights st john's nl a0a 1j0,,
230,St. Mary's Elementary,355,1,1,0,0,"124 Waterford Bridge Rd St. John's, NL A1E 1C9",St. John's,NL,A1E 1C9,Province of Newfoundland and Labrador,124 waterford bridge rd st john's nl a1e 1c9,124,waterford bridge rd
231,St. Matthew's Elementary,356,1,1,1,0,"115 Cowan Avenue St. John's, NL A1E 3W4",St. John's,NL,A1E 3W4,Province of Newfoundland and Labrador,115 cowan avenue st john's nl a1e 3w4,115,cowan avenue
232,St. Paul's Junior High,359,0,0,1,0,"340 Newfoundland Dr St. John's, NL A1A 3R9",St. John's,NL,A1A 3R9,Province of Newfoundland and Labrador,340 newfoundland dr st john's nl a1a 3r9,340,newfoundland dr
233,Rennie's River Elementary School,360,1,1,0,0,"150 Elizabeth Avenue St. John's, NL A1B 1S4",St. John's,NL,A1B 1S4,Province of Newfoundland and Labrador,150 elizabeth avenue st john's nl a1b 1s4,150,elizabeth avenue
234,St. Teresa's School/Ecole Ste-Therese,362,1,1,0,0,"100 Mundy Pond Road St. John's, NL A1E 1V1",St. John's,NL,A1E 1V1,Province of Newfoundland and Labrador,100 mundy pond road st john's nl a1e 1v1,100,mundy pond road
235,Vanier Elementary,363,1,1,0,0,"75 Ennis Avenue St. John's, NL A1A 1Y7",St. John's,NL,A1A 1Y7,Province of Newfoundland and Labrador,75 ennis avenue st john's nl a1a 1y7,75,ennis avenue
236,East Point Elementary,364,1,1,0,0,"14 Middleton Street St. John's, NL A1A 3H9",St. John's,NL,A1A 3H9,Province of Newfoundland and Labrador,14 middleton street st john's nl a1a 3h9,14,middleton street
237,District School,452,0,0,1,1,145 St. Clare Avenue St. John's A1C 2J9,St. John's,NL,A1C 2J9,Province of Newfoundland and Labrador,145 st clare avenue st john's a1c 2j9,145,st clare avenue
238,Hazelwood Elementary,468,1,1,0,0,"391 Topsail Rd St. John's, NL A1E 2B7",St. John's,NL,A1E 2B7,Province of Newfoundland and Labrador,391 topsail rd st john's nl a1e 2b7,391,topsail rd
239,Waterford Valley High,489,0,0,0,1,465 Topsail Road St. John's A1E 0E3,St. John's,NL,A1E 0E3,Province of Newfoundland and Labrador,465 topsail road st john's a1e 0e3,465,topsail road
240,Goulds Elementary,337,1,1,0,0,"Box 6, 46 Doyles Road Goulds, NL A1S 1A1",St. John's (Goulds),NL,A1S 1A1,Province of Newfoundland and Labrador,46 doyles road goulds nl a1s 1a1,46,doyles road
241,St. Kevin's Junior High,353,0,1,1,0,"P.O. Box 700 Goulds, NL A1S 1G7",St. John's (Goulds),NL,A1S 1G7,Province of Newfoundland and Labrador,goulds nl a1s 1g7,,
242,St. Kevin's High,354,0,0,1,1,"Box 490 Goulds, NL A1S 1G6",St. John's (Goulds),NL,A1S 1G6,Province of Newfoundland and Labrador,goulds nl a1s 1g6,,
243,Dunne Memorial Academy,287,1,1,1,1,"P.O. Box 349 St. Mary's, NL A0B 3B0",St. Mary's,NL,A0B 3B0,Province of Newfoundland and Labrador,st mary's nl a0b 3b0,,
244,Holy Trinity Elementary,367,1,1,0,0,"10 Doyle's & Quigley's Lane Torbay, NL A1K 1A7",Torbay,NL,A1K 1A7,Province of Newfoundland and Labrador,10 doyle's & quigley's lane torbay nl a1k 1a7,10,doyle's & quigley's lane
245,Holy Trinity High,368,0,0,1,1,"23 Lynch's Lane Torbay, NL A1K 1A6",Torbay,NL,A1K 1A6,Province of Newfoundland and Labrador,23 lynch's lane torbay nl a1k 1a6,23,lynch's lane
246,Juniper Ridge Intermediate,493,0,1,1,0,"10 Doyle's & Quigley's Lane Torbay, NL A1K 1A7",Torbay,NL,A1K 1A7,Province of Newfoundland and Labrador,10 doyle's & quigley's lane torbay nl a1k 1a7,10,doyle's & quigley's lane
247,Stella Maris Academy,370,1,1,1,1,"General Delivery Trepassey, NL A0A 4B0",Trepassey,NL,A0A 4B0,Province of Newfoundland and Labrador,general delivery trepassey nl a0a 4b0,,general delivery
248,St. Peter's Elementary,289,1,1,1,0,"P.O. Box 100 Upper Island Cove, NL A0A 4E0",Upper Island Cove,NL,A0A 4E0,Province of Newfoundland and Labrador,upper island cove nl a0a 4e0,,
249,Persalvic Elementary,442,1,1,1,0,"P.O. Box 70 Victoria, NL A0A 4G0",Victoria,NL,A0A 4G0,Province of Newfoundland and Labrador,victoria nl a0a 4g0,,
250,Cabot Academy,444,1,1,0,0,"P.O. Box 39 Western Bay, NL A0A 4J0",Western Bay,NL,A0A 4J0,Province of Newfoundland and Labrador,western bay nl a0a 4j0,,
251,Whitbourne Elementary,446,1,1,0,0,"P.O. Box 8 Whitbourne, NL A0B 3K0",Whitbourne,NL,A0B 3K0,Province of Newfoundland and Labrador,whitbourne nl a0b 3k0,,
252,Perlwin Elementary,291,1,1,0,0,"P.O. Box 130 Winterton, NL A0B 3M0",Winterton,NL,A0B 3M0,Province of Newfoundland and Labrador,winterton nl a0b 3m0,,
253,St. Bernard's Elementary,372,1,1,0,0,"P.O. Box 70 Witless Bay, NL A0A 4K0",Witless Bay,NL,A0A 4K0,Province of Newfoundland and Labrador,witless bay nl a0a 4k0,,
254,Ecole Notre-Dame du Cap,95,1,1,1,0,"Case postale 170 Cap Saint-Georges, NL A0N 1E0",Cap Saint-Georges,NL,A0N 1E0,Province of Newfoundland and Labrador,case postale 170 cap saint georges nl a0n 1e0,,
255,Ecole Boreale,472,1,1,1,0,"P.O. Box 1038, Stn. C Happy Valley- Goose Bay, NL A0P 1C0",Happy Valley-Goose Bay,NL,A0P 1C0,Province of Newfoundland and Labrador,stn c happy valley goose bay nl a0p 1c0,,
256,Ecole Sainte-Anne,107,1,1,1,1,"Case postale 190, RR#1 La Grand'Terre,TL A0N 1R0",La Grand'Terre (Mainland),NL,A0N 1R0,Province of Newfoundland and Labrador,case postale 190 rr#1 la grand'terre tl a0n 1r0,,rr#1 la grand'terre tl a0n
257,Centre educatif l'ENVOL,459,1,1,1,1,"505 Bristol Crescent Labrador City, TL A2V 1J2",Labrador City,NL,A2V 1J2,Province of Newfoundland and Labrador,505 bristol crescent labrador city tl a2v 1j2,505,bristol crescent
258,Ecole des Grands-Vents,460,1,1,0,0,"65 Ridge Road Saint- Jean, TL A1B 4P5",St. John's,NL,A1B 4P5,Province of Newfoundland and Labrador,65 ridge road saint jean tl a1b 4p5,65,ridge road
259,Ecole Rocher-du-Nord,499,0,0,1,1,"7 Ricketts Road St. John's, NL A1C 6G8",St. John's,NL,A1C 6G8,Province of Newfoundland and Labrador,7 ricketts road st john's nl a1c 6g8,7,ricketts road
260,Sheshatshiu Innu School,18,1,1,1,1,"Box 70 Sheshatshiu, NL A0P 1M0",Sheshatshiu,NL,A0P 1M0,Province of Newfoundland and Labrador,sheshatshiu nl a0p 1m0,,
261,Mushuau Innu Natuashish School,19,1,1,1,1,"Box 189 Natuashish, NL A0P 1A0",Natuashish,NL,A0P 1A0,Province of Newfoundland and Labrador,natuashish nl a0p 1a0,,
262,Se't Anneway Kegnamogwom,376,1,1,1,1,"P.O. Box 100 Conne River, NL A0H 1J0",Conne River,NL,A0H 1J0,Province of Newfoundland and Labrador,conne river nl a0h 1j0,,
263,First Baptist Academy,373,1,1,1,1,"1 Ambassador Place Mount Pearl, NL A1N 5C3",Mount Pearl,NL,A1N 5C3,Province of Newfoundland and Labrador,1 ambassador place mount pearl nl a1n 5c3,1,ambassador place
264,Murphy Centre,374,0,0,0,1,"1 Prince Philip Drive, Box 2 St. John's, NL A1A 5B2",St. John's,NL,A1A 5B2,Province of Newfoundland and Labrador,1 prince philip drive st john's nl a1a 5b2,1,prince philip drive
265,Lakecrest-St. John's Independent School,375,1,1,1,0,"58 Patrick St. St. John's, NL A1E 2S7",St. John's,NL,A1E 2S7,Province of Newfoundland and Labrador,58 patrick st st john's nl a1e 2s7,58,patrick st
266,St. Bonaventure's College,450,1,1,1,1,"Bonaventure Avenue St. John's, NL A1C 6B3",St. John's,NL,A1C 6B3,Province of Newfoundland and Labrador,bonaventure avenue st john's nl a1c 6b3,,bonaventure avenue
267,Eric G. Lambert All-Grade,453,1,1,1,1,"P.O. Box 40 Churchill Falls, NL A0R 1A0",Churchill Falls,NL,A0R 1A0,Province of Newfoundland and Labrador,churchill falls nl a0r 1a0,,
268,Immaculate Heart of Mary School,469,1,1,1,1,"112 Humber Road Corner Brook, NL A2H 1E8",Corner Brook,NL,A2H 1E8,Province of Newfoundland and Labrador,112 humber road corner brook nl a2h 1e8,112,humber road
269,Anchor Academy,501,1,1,0,0,"1 Escasoni Place St. John's, NL A1A 0K7",St. John's,NL,A1A 0K7,Province of Newfoundland and Labrador,1 escasoni place st john's nl a1a 0k7,1,escasoni place
