X,Y,OBJECTID,CSJGISSDE_GISDATA_Civics_patspa,CSJGISSDE_GISDATA_Civics_ABADTX,CSJGISSDE_GISDATA_Civics_Expr1,CSJGISSDE_GISDATA_Civics_ENCIVS,CSJGISSDE_GISDATA_Civics_FRCIVS,CSJGISSDE_sde_BP200AL4_BPLCID,CSJGISSDE_sde_BP200AL4_BPPCB,CSJGISSDE_sde_BP200AL4_BPPYER,CSJGISSDE_sde_BP200AL4_BPPCNB,CSJGISSDE_sde_BP200AL4_BPTNNB,CSJGISSDE_sde_BP200AL4_BPATYP,CSJGISSDE_sde_BP200AL4_BPASTS,CSJGISSDE_sde_BP200AL4_BPASDC,CSJGISSDE_sde_BP200AL4_BPASDT,CSJGISSDE_sde_BP200AL4_BPADAC,CSJGISSDE_sde_BP200AL4_BPADAT,CSJGISSDE_sde_BP200AL4_BPAMPN,CSJGISSDE_sde_BP200AL4_BPAOCA,CSJGISSDE_sde_BP200AL4_BPAPRB,CSJGISSDE_sde_BP200AL4_BPATNM,CSJGISSDE_sde_BP200AL4_BPEVAL,CSJGISSDE_sde_BP200AL4_BPPBLD,CSJGISSDE_sde_BP200AL4_BPAPGP,CSJGISSDE_sde_BP200AL4_BPUSTS,CSJGISSDE_sde_BP200AL4_BPRDCD,CSJGISSDE_sde_BP200AL4_BPASQF,CSJGISSDE_sde_BP200AL4_BPAPPN,CSJGISSDE_sde_BP200AL4_BPAPDS,CSJGISSDE_sde_BP200AL4_BPAEBY
2549009.600000001490116,7371140.149999998509884,3120,01588962,CN11916,00351445,4519 Loch Lomond Road,4519 chemin Loch Lomond,92336,1,17,499,     ,B112,AP,1,170706,1,170531,          ,0,PB ,                         ,20000, ,      ,CI,BI,0,081057    ,Construct 22'x24' garage & remove existing garage ,PH1623    
2549112.5,7371233.3,3138,01589235,CN11933,55222350,4535 Loch Lomond Road,4535 chemin Loch Lomond,92366,1,19,398,     ,B112,AP,1,190515,1,190513,          ,200,PB ,                         ,28000, ,      ,PI,BI,0,795720    ,Remove existing & construct new detached garage   ,PH1623    
2542331.0,7372938.25,3304,04954722,CN12065,00353953,75 Mabee Road,75 chemin Mabee,92626,1,17,369,     ,B112,AP,1,170508,1,170503,          ,0,PB ,                         ,51000, ,      ,CI,BI,0,388177    ,Construct 32'x40' detached garage                 ,PH1623    
2544086.011999998241663,7374195.603300001472235,3386,01592084,CN12103,00354654,2586 Golden Grove Road,2586 chemin Golden Grove,92690,1,18,590,     ,B112,AP,1,180719,1,180613,          ,200,PB ,                         ,15000, ,      ,PI,BI,0,879700    ,BUILD 24'X36 GARAGE                               ,JG2313    
2528963.100000001490116,7359877.75,4555,05331951,CN124478,55156624,68 Gaelic Drive,68 promenade Gaelic,124478,1,17,865,     ,B112,AP,1,170817,1,170814,          ,0,PB ,                         ,12800, ,      ,CI,BI,0,948505    ,Construct 16' x 20' shed                          ,TM2612    
2539314.100000001490116,7362449.4166,5290,06492116,CN126500,55230817,81 Whitebone Way,81 voie Whitebone,126500,1,17,302,     ,B213,AP,1,170430,1,170419,          ,0,PB ,                         ,5000, ,      ,PI,BI,0,934794    ,Place new slab and relocate exist. 18x27 shed `   ,JC1473    
2533929.95,7361927.399999998509884,5753,01614828,CN12769,00365585,128 Queen Street West,128 rue ouest Queen,53052,1,16,965,     ,B213,AP,1,160929,1,160921,          ,0,PB ,                         ,7500, ,      ,CI,BI,0,527680    ,Construct 12 x 16 garage - variance approved      ,JC1473    
2528186.25,7359391.7,5821,05532400,CN127902,55166706,15 Day Drive,15 promenade Day,127902,1,17,1383,     ,B112,AP,1,171219,1,171213,          ,0,PB ,                         ,7000, ,      ,CI,BI,0,446507    ,Construct 12'x16' shed                            ,PH1623    
2533879.5,7361683.45,5832,01615141,CN12801,00365908,365 Watson Street,365 rue Watson,53106,1,18,277,     ,B112,AP,1,180425,1,180329,          ,0,PB ,                         ,20000, ,      ,CI,BI,0,245840    ,repair interior damage to garage from fire        ,BT2002    
2544700.850000001490116,7367223.350000001490116,6468,05583948,CN129718,55172027,1010 Latimore Lake Road,1010 chemin Latimore Lake,129718,1,18,832,     ,B112,AP,1,180816,1,180807,          ,200,PB ,                         ,10000, ,      ,PI,BI,0,524224    ,construct 20x30 accessory building                ,AB2476    
2538679.95,7367563.399999998509884,6803,05645449,CN130414,55175871,91 Carlile Crescent,91 croissant Carlile,130414,1,17,792,     ,B112,AP,1,170731,1,170726,          ,0,PB ,                         ,23000, ,      ,CI,BI,0,730896    ,Construct 24' x 24' detached garage               ,TM2612    
2536412.95,7370734.350000001490116,7052,05665457,CN130892,55175491,25 Osprey Terrace,25 terrasse Osprey,130892,1,18,296,     ,B112,AP,1,180418,1,180406,          ,200,PB ,                         ,25000, ,      ,PI,BI,0,191840    ,Construct detached garage                         ,PH1623    
2530703.350000001490116,7366215.600000001490116,7566,05746766,CN132442,55181598,116 Marlin Drive,116 promenade Marlin,132442,1,19,326,     ,B112,AP,1,190502,1,190425,          ,200,PB ,                         ,3800, ,      ,PI,BI,0,880786    ,Construct 10'x12' shed                            ,PH1623    
2536307.45,7364614.7,7672,05746025,CN132846,55180996,222 Bayside Drive,222 promenade Bayside,132846,1,17,1010,     ,B213,AP,1,170929,1,170913,          ,0,PB ,                         ,8640, ,      ,CI,BI,0,680460    ,Assembly of 12' x 18' storage shed                ,TM2612    
2540940.149999998509884,7368275.25,7755,05752466,CN132926,55182265,11 Cottonwood Court,11 cour Cottonwood,132926,1,15,860,     ,GAR ,AP,1,150912,1,150901,          ,0,PB ,                         ,5000, ,      ,CI,BI,0,332100    ,CONSTRUCT 12'X16' SHED                            ,PH1623    
2533333.899999998509884,7364718.850000001490116,8111,01650785,CN13411,00372219,75 Beaverbrook Avenue,75 avenue Beaverbrook,53958,1,18,926,     ,B112,AP,1,180831,1,180828,          ,0,PB ,                         ,15000, ,      ,CI,BI,0,319616    ,construct 16'x24' detached garage to replace exist,AB2476    
2543332.100000001490116,7369396.25,8317,05815670,CN134478,55185581,15 Jadvo Street,15 rue Jadvo,134478,1,18,1106,     ,B112,AP,1,181023,1,181009,          ,0,PB ,                         ,40000, ,      ,CI,BI,0,062030    ,Build garage                                      ,EB2594    
2533273.05,7364814.55,8347,01651309,CN13463,00372730,5 Balfour Street,5 rue Balfour,54068,1,16,422,     ,B112,AP,1,160518,1,160512,          ,0,PB ,                         ,14000, ,      ,CI,BI,0,952150    ,construct 16'x22' detached garage                 ,PH1623    
2532320.75,7363785.95,8822,01651838,CN13560,00373803,39 Bridge Street,39 rue Bridge,93732,1,18,624,     ,B213,AP,1,180705,1,180620,          ,0,PB ,                         ,3900, ,      ,CI,BI,0,992928    ,Place air monitoring station shed on property     ,PH1623    
2532812.2,7364686.75,9537,03674264,CN13711,00375311,91 Millidge Avenue,91 avenue Millidge,54414,1,17,162,     ,B213,AP,1,170313,1,170302,          ,0,PB ,                         ,24000, ,      ,PI,BI,0,005374    ,Place office trailer & construct 2 decks for 2 yrs,PH1623    
2524784.998399998992682,7366446.287,10119,05987273,CN138274,55197180,20 Revere Street,20 rue Revere,138274,1,14,1204,     ,GAR ,AP,1,141119,1,141107,          ,0,PB ,                         ,30000, ,      ,CI,BI,0,166404    ,phase 2 - construct detached garage               ,JM2513    
2532374.55,7361317.25,11859,01684603,CN14651,55177679,366 Lawrence Street,366 rue Lawrence,56030,1,17,1181,     ,B112,AP,1,171025,1,171019,          ,0,PB ,                         ,20000, ,      ,CI,BI,0,659653    ,Construct 24'x24' detached garage                 ,TM2612    
2533576.3,7361175.3,12038,01686100,CN14801,00386557,739 Beaconsfield Avenue,739 avenue Beaconsfield,56302,1,18,598,     ,B112,AP,1,180621,1,180614,          ,0,PB ,                         ,9000, ,      ,CI,BI,0,078988    ,construct 16 x 16 garage                          ,EB2594    
2533183.0,7361671.7,12146,01687198,CN14910,00387647,357 Maple Row,357 rang Maple,56516,1,18,1003,     ,B112,AP,1,180925,1,180913,          ,0,PB ,                         ,30000, ,      ,CI,BI,0,375018    ,"construct new 28x26 gargage on 4"" frost wall      ",AB2476    
2532165,7361213,12252,01688194,CN15010,55163463,339 Sherbrooke Street,339 rue Sherbrooke,56708,1,18,1137,     ,B112,AP,1,181024,1,181017,          ,200,PB ,                         ,24000, ,      ,PI,BI,0,449266    ,Construct 24'x25' detached garage                 ,PH1623    
2532482.55,7361071.75,12463,01690141,CN15207,00390617,413 Mansfield Street,413 rue Mansfield,57060,1,16,961,     ,B112,AP,1,160926,1,160920,          ,0,PB ,                         ,8000, ,      ,CI,BI,0,489074    ,Construct 10 x 20 shed - existing to be removed   ,JC1473    
2532328.7,7361161.75,12487,01690353,CN15228,00390823,364 Fundy Drive,364 promenade Fundy,57102,1,19,261,     ,B112,AP,1,190412,1,190408,          ,200,PB ,                         ,7000, ,      ,PI,BI,0,138691    ,Construct 12'x16' shed                            ,PH1623    
2533854.45,7361261.649999998509884,13082,01694739,CN15676,00395335,339 Beaconsfield Crescent,339 croissant Beaconsfield,57942,1,19,318,     ,B112,AP,1,190430,1,190424,          ,200,PB ,                         ,16000, ,      ,CI,BI,0,368118    ,"Remove existing shed, construct 20'x20' garage    ",JR7430    
2531113.95,7359757.850000001490116,13122,01695882,CN15720,00395806,1330 Sand Cove Road,1330 chemin Sand Cove,57986,1,17,1231,     ,B112,AP,1,171117,1,171027,          ,200,PB ,                         ,60480, ,      ,CI,BI,0,208010    ,Construct 28'x54' detached garage                 ,PH1623    
2531559.3,7360080.95,13131,01695939,CN15725,00395855,141 Kean Road,141 chemin Kean,94534,1,17,1002,     ,B112,AP,1,170920,1,170912,          ,0,PB ,                         ,6000, ,      ,CI,BI,0,682912    ,Construct 10'x20' addition to shed                ,PH1623    
2530230.350000001490116,7361597.649999998509884,13419,01703693,CN15923,00397844,903 Dever Road,903 chemin Dever,58368,1,17,849,     ,B112,AP,1,170811,1,170810,          ,0,PB ,                         ,12800, ,      ,CI,BI,0,839833    ,Construct 16'x20' storage shed on slab            ,TM2612    
2529505.75,7359470.45,13431,01703758,CN15929,00397901,1663 Manawagonish Road,1663 chemin Manawagonish,58380,1,19,395,     ,B112,AP,1,190531,1,190513,          ,200,PB ,                         ,48000, ,      ,PI,BI,0,195010    ,Construct 30'x40' detached garage                 ,PH1623    
2530869.5,7361618.95,13503,01704411,CN15995,00398560,87 Dexter Drive,87 promenade Dexter,58514,1,16,560,     ,B112,AP,1,160630,1,160608,          ,0,PB ,                         ,30000, ,      ,CI,BI,0,054000    ,demo existing & construct new garage              ,JC1473    
2530524.600000001490116,7360518.149999998509884,14276,01711523,CN16510,00403741,1209 Fairville Boulevard,1209 boulevard Fairville,59510,1,17,386,     ,B213,AP,1,170519,1,170508,          ,0,PB ,                         ,1000, ,      ,PI,BI,0,495906    ,Place office trailer on site                      ,PH1623    
2531355.25,7363357.45,14392,01712935,CN16590,00404558,233 Milford Road,233 chemin Milford,59654,1,18,724,     ,B112,AP,1,180730,1,180713,          ,200,ALP,                         ,23000, ,      ,PI,BI,0,798220    ,Construct 24'x24' garage                          ,JG2313    
2531364.2,7363803.55,14439,05945742,CN16611,55158117,100 Milford Road,100 chemin Milford,94702,1,18,854,     ,B112,AP,1,180817,1,180810,          ,0,PB ,                         ,13000, ,      ,CI,BI,0,847870    ,"Construct 24'X 25"" Garage                         ",AB2476    
2531312.75,7363154.5,14457,01713363,CN16631,00404962,294 Milford Road,294 chemin Milford,59726,1,17,1039,     ,B112,AP,1,170927,1,170920,          ,0,PB ,                         ,8000, ,      ,CI,BI,0,011623    ,Construct 12'x20' detached shed                   ,PH1623    
2530649.25,7363348.0,14662,01716905,CN16797,00406637,413 Dwyer Road,413 chemin Dwyer,60040,1,18,783,     ,B112,AP,1,180730,1,180725,          ,0,PB ,                         ,2000, ,      ,CI,BI,0,867230    ,Place 10' x16' shed on property                   ,AB2476    
2530522.917100001126528,7362779.9492,14744,06482446,CN16853,55231641,400 Green Head Road,400 chemin Green Head,60146,1,17,495,     ,B112,AP,1,170601,1,170530,          ,0,PB ,                         ,22000, ,      ,CI,BI,0,756395    ,Construct 24'x24' detached garage                 ,PH1623    
2529991.649999998509884,7360499.45,15841,01710365,CN17938,00423632,56 Hillcrest Drive,56 promenade Hillcrest,61094,1,18,989,     ,B112,AP,1,180917,1,180910,          ,0,PB ,                         ,28000, ,      ,CI,BI,0,245813    ,Construct 24'x30' detached garage                 ,PH1623    
2528037.350000001490116,7359787.2,15846,01712040,CN17941,00423665,70 Gault Road,70 chemin Gault,61100,1,18,814,     ,B112,AP,1,180810,1,180802,          ,200,PB ,LITTLE RED SCHOOL HOUSE  ,3000, ,      ,PI,BI,0,060154    ,place accessory building on lot                   ,AB2476    
2526371.399999998509884,7355650.3,15907,06133259,CN17992,55210769,21 Mill Cove Lane,21 allée Mill Cove,96126,1,19,487,     ,B112,PC,1,190531,1,190531,          ,200,   ,                         ,38000, ,      ,PE,BI,0,693480    ,Construct 30'x32' detached garage                 ,PH1623    
2537907.05,7366940.399999998509884,15942,06564442,CN18009,55233670,177 Mark Drive,177 promenade Mark,61200,1,16,840,     ,B112,AP,1,160920,1,160822,          ,0,PB ,                         ,45000, ,      ,PI,BI,0,118480    ,26'X28' garage                                    ,BT2002    
2532417.25,7362755.45,16320,01660764,CN18301,00428664,100 Fallsview Avenue,100 avenue Fallsview,96580,1,17,861,     ,B213,AP,1,170822,1,170811,          ,0,PB ,                         ,8000, ,      ,CI,BI,0,464681    ,place office trailer on site                      ,BT2002    
2539030.05,7361051.149999998509884,16575,01573420,CN18634,00432831,11 Avon Court,11 cour Avon,61858,1,17,1054,     ,B112,AP,1,171129,1,170922,          ,0,PB ,                         ,4000, ,      ,CI,BI,0,553254    ,Replace shed (12'x12')                            ,PH1623    
2531663.7,7360685.75,17189,01696147,CN19052,00447284,85 Allingham Crescent,85 croissant Allingham,62410,1,17,657,     ,B112,AP,1,170704,1,170628,          ,0,PB ,                         ,3000, ,      ,CI,BI,0,258023    ,Construct 12'x17' shed                            ,TM2612    
2531649.2,7360698.100000001490116,17192,01696155,CN19053,00447292,91 Allingham Crescent,91 croissant Allingham,62412,1,17,1302,     ,B112,AP,1,180122,1,171117,          ,0,PB ,                         ,7000, ,      ,CI,BI,0,260812    ,Construct 12'x16' storage shed                    ,TM2612    
2545760.3,7370091.45,17407,01560540,CN19187,00449322,86 Owens Road,86 chemin Owens,97190,1,18,378,     ,B112,AP,1,180507,1,180427,          ,200,PB ,                         ,43000, ,      ,PI,BI,0,050806    ,36x30 garage                                      ,EB2594    
2540174.05,7366194.05,17582,01575260,CN19279,00455733,72 Boyaner Crescent,72 croissant Boyaner,62700,1,17,1130,     ,B112,AP,1,171016,1,171006,          ,0,PB ,                         ,5000, ,      ,CI,BI,0,387780    ,Construct 10x14 shed at rear                      ,TM2612    
2531893.100000001490116,7360337.75,18016,01695581,CN19836,55002901,1049 Seawood Lane,1049 allée Seawood,97660,1,18,86,     ,B213,AP,1,180212,1,180201,          ,0,PB ,                         ,100000, ,      ,CI,BI,0,146436    ,Construct new 2-storey garage                     ,TM2612    
2539300.45,7360964.2,18406,01578640,CN20267,55009336,1380 Lucas Street,1380 rue Lucas,98274,1,17,438,     ,B112,AP,1,170525,1,170518,          ,0,PB ,                         ,12000, ,      ,CI,BI,0,305638    ,Remove shed & construct 14'x24' detached garage   ,PH1623    
2543884.8,7369195.649999998509884,18961,03520415,CN21127,55020630,2787 Loch Lomond Road,2787 chemin Loch Lomond,99766,1,16,884,     ,B112,AP,1,160905,1,160830,          ,0,PB ,                         ,12000, ,      ,CI,BI,0,341780    ,Construct 16 x 22 detached garage                 ,JC1473    
2544363.885200001299381,7367008.807100001722574,19078,01563182,CN21321,55023097,913 Latimore Lake Road,913 chemin Latimore Lake,100116,1,17,1182,     ,B213,AP,1,171031,1,171019,          ,300,PB ,                         ,10400, ,      ,PI,BI,0,964188    ,Construct 2 pump houses (10'x13' sheds)           ,PH1623    
2530063.350000001490116,7361111.100000001490116,19601,04047101,CN22288,55036933,54 Saint Coeur Court,54 cour Saint Coeur,64510,1,17,542,     ,B112,AP,1,170608,1,170605,          ,0,PB ,                         ,14000, ,      ,CI,BI,0,514130    ,Construct 18'x20 detached garage                  ,PH1623    
2527239.55,7363085.55,19755,03765447,CN22600,55041362,71 Acamac Beach Road,71 chemin Acamac Beach,102372,1,17,906,     ,B112,AP,1,170905,1,170822,          ,0,PB ,                         ,14000, ,      ,CI,BI,0,652906    ,Construct 16'x22' detached garage                 ,TM2612    
2539225.850000001490116,7359253.350000001490116,20078,05771533,CN23056,55183248,166 Anthonys Cove Road,166 chemin Anthonys Cove,103018,1,19,512,     ,B112,PC,1,190606,1,190606,          ,200,   ,                         ,30000, ,      ,PE,BI,0,386560    ,Construct 24'x30' detached garage with loft       ,JR7430    
2530809.55,7366200.7,20434,03914981,CN23689,55054092,23 Westminster Court,23 cour Westminster,65646,1,18,1070,     ,B112,AP,1,181002,1,180926,          ,0,PB ,                         ,20000, ,      ,CI,BI,0,103450    ,Construct 24'x22' detached garage                 ,PH1623    
2527806.45,7360093.75,20893,04130572,CN24489,55064414,16 Valentine Boulevard,16 boulevard Valentine,66280,1,19,477,     ,B112,AP,1,190607,1,190529,          ,200,PB ,                         ,6000, ,      ,PI,BI,0,891593    ,Construct garden shed                             ,JR7430    
2540015.2,7366352.75,20940,04112605,CN24514,55064661,3 Eastwood Drive,3 promenade Eastwood,66326,1,17,805,     ,B112,AP,1,170802,1,170728,          ,0,PB ,                         ,24960, ,      ,CI,BI,0,994005    ,Construct 24'x26' detached garage                 ,PH1623    
2540083.75,7366489.0,20950,04112744,CN24528,55064802,12 Cresthill Street,12 rue Cresthill,66354,1,19,462,     ,B112,AP,1,190603,1,190527,          ,200,PB ,                         ,24000, ,      ,PI,BI,0,501000    ,build 24x25 detached garage                       ,EB2594    
2545194.649999998509884,7370592.25,21162,04186094,CN24876,55069108,81 Churchland Road,81 chemin Churchland,105180,1,19,168,     ,B112,AP,1,190312,1,190305,          ,200,PB ,                         ,7000, ,      ,PI,BI,0,922168    ,constuct 12x20 shed                               ,AB2476    
2544113.7,7370385.100000001490116,21288,04239075,CN25010,55071054,1001 Hillcrest Road,1001 chemin Hillcrest,105360,1,19,247,     ,B112,AP,1,190411,1,190403,          ,200,PB ,                         ,56000, ,      ,PI,BI,0,010582    ,BUILD 2 STORY GARAGE WITH LOFT                    ,JR7430    
2529988.0,7365426.350000001490116,21326,04307666,CN25072,55071807,63 Rivershore Drive,63 promenade Rivershore,66838,1,18,935,     ,B112,AP,1,180905,1,180829,          ,200,PB ,                         ,10000, ,      ,PI,BI,0,423045    ,construct 18x14 shed                              ,EB2594    
2533535.649999998509884,7368903.0,21423,04307242,CN25172,55072987,1700 Sandy Point Road,1700 chemin Sandy Point,105558,1,18,225,     ,B112,AP,1,180315,1,180313,          ,0,PB ,                         ,29000, ,      ,CI,BI,726,564475    ,Building a detached Garage                        ,EB2594    
2538336.55,7369183.55,22359,04953881,CN27691,00298927,4 John T. Mcmillan Avenue,4 avenue John T. Mcmillan,108890,1,17,707,     ,B112,AP,1,170713,1,170707,          ,0,PB ,                         ,6000, ,      ,CI,BI,0,789213    ,Construct 16' x 12' shed at rear                  ,TM2612    
2529448.95,7361136.2,22725,03878169,CN28484,55051692,56 Burnside Crescent,56 croissant Burnside,68450,1,17,917,     ,B112,AP,1,170829,1,170823,          ,0,PB ,                         ,9600, ,      ,CI,BI,0,547134    ,Replace existing shed with new shed               ,TM2612    
2543868.55,7369173.600000001490116,23165,01560281,CN29060,00432021,2767 Loch Lomond Road,2767 chemin Loch Lomond,110906,1,19,324,     ,B112,AP,1,190501,1,190425,          ,200,PB ,                         ,28000, ,      ,PI,BI,0,591744    ,Construct 24'x30' detached garage                 ,PH1623    
2539538.399999998509884,7359464.45,23740,04518542,CN29791,55092290,31 Anthonys Cove Road,31 chemin Anthonys Cove,111998,1,15,988,     ,GAR ,AP,1,151015,1,151002,          ,0,PB ,                         ,9000, ,      ,PI,BI,0,823428    ,construct 12 x 20 shed on cement blocks           ,JC1473    
2539659.55,7359589.25,23746,04478912,CN29794,55092316,1700 Red Head Road,1700 chemin Red Head,112004,1,17,944,     ,B112,AP,1,170831,1,170829,          ,0,PB ,                         ,38000, ,      ,CI,BI,0,888784    ,Construct 30'x32' detached garage                 ,PH1623    
2530458.95,7365365.399999998509884,24257,04566862,CN30266,55098016,134 Conifer Crescent,134 croissant Conifer,69630,1,17,1022,     ,B112,AP,1,170926,1,170915,          ,200,PB ,                         ,7680, ,      ,PI,BI,0,766994    ,Connstruct 12' x 16' shed                         ,TM2612    
2528676.5,7359484.100000001490116,24471,04604270,CN30546,55100424,34 Westgate Drive,34 promenade Westgate,69786,1,17,436,     ,B112,AP,1,170526,1,170518,          ,0,PB ,                         ,7633, ,      ,CI,BI,0,974320    ,Construct 20'x12' storage shed                    ,TM2612    
2535903.45,7365576.8,24900,04742028,CN30806,55169700,53 Russell Street,53 rue Russell,70012,1,17,893,     ,B112,AP,1,170825,1,170821,          ,0,PB ,                         ,19000, ,      ,CI,BI,0,785502    ,Replace 20'x24' detached garage                   ,PH1623    
2530577.350000001490116,7363157.45,25967,04859524,CN31914,55117030,315 Balmoral Crescent,315 croissant Balmoral,70698,1,17,943,     ,B112,AP,1,170831,1,170829,          ,0,PB ,                         ,2000, ,      ,CI,BI,0,546749    ,Relocate shed on lot & construct 6' addition      ,PH1623    
2536884.100000001490116,7366847.3,26131,04872417,CN32107,55119648,302 Westmorland Road,302 chemin Westmorland,70782,1,17,341,     ,B213,AP,1,170508,1,170427,          ,0,PB ,                         ,115000, ,      ,CI,BI,0,788632    ,Install antenna and small equipment shelter       ,JC1473    
2530317.05,7365824.2,26143,04880313,CN32113,55119747,569 Woodward Avenue,569 avenue Woodward,115196,1,17,380,     ,B112,AP,1,170511,1,170505,          ,0,PB ,                         ,5000, ,      ,CI,BI,0,140380    ,Construct 10'x14' shed                            ,PH1623    
2531353.55,7361272.75,26813,01698084,CN3272,00033191,843 Fairville Boulevard,843 boulevard Fairville,71514,1,17,187,     ,B213,AP,1,170404,1,170314,          ,0,PB ,                         ,65000, ,      ,CI,BI,0,214998    ,Place equipment shelter on slab                   ,PH1623    
2539797.149999998509884,7367945.25,27122,05339878,CN33247,55088496,191 Edinburgh Avenue,191 avenue Edinburgh,71762,1,17,837,     ,B112,AP,1,170811,1,170808,          ,0,PB ,                         ,31200, ,      ,CI,BI,0,684051    ,Construct 30'x26' detached garage                 ,TM2612    
