idx1,idx2,Name_1,Name_2,Name_DL,Name_CS,Name_Q,Addr_DL,Addr_CS,StrNum_Match,StrName_DL,StrName_CS,PC_Match,Distance
18703,18552,Alberta College of Acupuncture And Traditional Chinese Medicine,Calgary College of Traditional Chinese Med and Acupunture,0.46031746031746035,0.8610567718228918,0.765625,0.5740740740740741,0.5629784083986618,0,0.06666666666666665,0.0,0,9.379732974590494
18541,1543,Bow Valley College,Bow Valley College Airdrie Campus,0.5454545454545454,0.8043618151097337,0.5588235294117647,0.5555555555555556,0.580297931803287,0,0.7777777777777778,0.7826237921249264,0,0.0
18541,1610,Bow Valley College,Bow Valley College (Outreach),0.6206896551724138,0.8224783208299743,0.6333333333333333,0.5333333333333333,0.5179339514777017,0,0.7777777777777778,0.7826237921249264,0,0.02815367810299092
18541,2503,Bow Valley College,Bow Valley College Main Campus,0.6,0.8227094042292733,0.6129032258064516,0.5555555555555556,0.580297931803287,0,0.7777777777777778,0.7826237921249264,0,0.0
18547,18637,MC College Calgary,Makami College Inc Calgary,0.6538461538461539,0.8104408984731079,0.6666666666666666,0.5471698113207547,0.6573688754297988,0,0.41666666666666663,0.2631174057921088,0,8.688286832243753
18735,18547,MCG Career College Calgary,MC College Calgary,0.6923076923076923,0.8609952040010103,0.6666666666666666,0.47540983606557374,0.60380736442456,0,0.19999999999999996,0.0,0,10.206243267303224
18740,18593,East West College of Business & Technology Calgary City Centre,CDI College of Business Technology and Health Care Calgary City Centre,0.6142857142857143,0.8412338791214703,0.7323943661971831,0.9166666666666666,0.9148936170212766,0,0.8888888888888888,0.7999999999999998,0,0.6188036799622367
18746,18725,Professional Institute of Massage Therapy Calgary,Professional Institute of Massage Therapy,0.8367346938775511,0.9316949906249125,0.84,0.8421052631578947,0.9421683286017897,0,1.0,0.9999999999999998,0,0.0
18600,1893,Cypress College Medicine Hat,Medicine Hat College,0.1428571428571429,0.8711448103687534,0.7241379310344828,0.375,0.46368696240474927,0,0.3076923076923077,0.36084391824351614,0,1.7272232408703996
18539,1893,Medicine Hat College,Medicine Hat College,1.0,1.0000000000000002,1.0,0.6666666666666667,0.7170326495080314,0,1.0,1.0,0,0.0
18539,18600,Medicine Hat College,Cypress College Medicine Hat,0.1428571428571429,0.8711448103687534,0.7241379310344828,0.7037037037037037,0.6821090609048652,0,0.3076923076923077,0.36084391824351614,0,1.7272232408703996
348,140,Aboriginal Head Start Abbott Site,Aboriginal Head Start St Francis Site,0.7297297297297297,0.8268688657895648,0.7368421052631579,0.59375,0.5675675675675677,0,0.375,0.2357022603955158,0,3.7480128791134053
349,348,Aboriginal Head Start Belmead Site,Aboriginal Head Start Abbott Site,0.7941176470588236,0.8276408817690653,0.7714285714285715,0.59375,0.5557700143767285,0,0.375,0.35355339059327373,0,16.96762570530916
368,367,Edmonton Christian West School,Edmonton Christian Northeast School,0.8285714285714285,0.8690481892534816,0.7777777777777778,0.5428571428571429,0.5327136039034331,0,0.09999999999999998,0.0,0,11.506888122462556
565,300,Alberta Health Services Intensive Day Treatment Youth Program,Alberta Health Services Youth Residential Treatment Centre,0.6229508196721312,0.8036305303434248,0.7096774193548387,0.8064516129032258,0.7905694150420948,0,0.6666666666666667,0.5714285714285714,0,1.8004783455218472
949,365,Elves Child Development Centre,Allen Gray Child Development Centre,0.7714285714285715,0.805929773352382,0.6944444444444444,0.5806451612903225,0.48591265790377497,0,0.16666666666666663,0.0,0,14.152777035527883
1207,942,Kehewin Community Education Centre,Kehewin Community Education Centre Outreach,0.7906976744186046,0.9104369629528715,0.7954545454545454,1.0,1.0000000000000002,0,0.0,0.0,1,0.0
