idx1,idx2,Name_1,Name_2,Name_DL,Name_CS,Addr_CS,Addr_LCS,Address_1,Address_2,StrNum_Match,StrName_DL,StrName_CS,PC_Match,Distance,ISCED020_Match,ISCED1_Match,ISCED2_Match,ISCED3_Match,ISCED4+_Match
4316,4322,SD57 StrongStart Centre 02,SD57 StrongStart Centre 08,0.9615384615384616,0.9393939393939394,0.5185185185185185,0.47619047619047616,2579 victoria st prince george bc v2l 2m3,7151 heather pk rd prince george bc v2k 5y3,0,0.23076923076923073,0.0,0,11.24640710753173,1,1,1,1,1
4316,4320,SD57 StrongStart Centre 02,SD57 StrongStart Centre 06,0.9615384615384616,0.9393939393939394,0.6874649261535879,0.625,2579 victoria st prince george bc v2l 2m3,251 ogilive st prince george bc v2m 3m4,0,0.2727272727272727,0.26111648393354675,0,3.4239716860618405,1,1,1,1,1
4316,4319,SD57 StrongStart Centre 02,SD57 StrongStart Centre 05,0.9615384615384616,0.9393939393939394,0.5417363388859614,0.5365853658536586,2579 victoria st prince george bc v2l 2m3,3500 westwood dr prince george bc v2n 1s1,0,0.18181818181818177,0.08333333333333334,0,2.1062699356166195,1,1,1,1,1
4316,4318,SD57 StrongStart Centre 02,SD57 StrongStart Centre 04,0.9615384615384616,0.9393939393939394,0.67700320038633,0.625,2579 victoria st prince george bc v2l 2m3,1193 harper st prince george bc v2m 2x1,0,0.36363636363636365,0.27386127875258304,0,2.2031107690285863,1,1,1,1,1
4316,4317,SD57 StrongStart Centre 02,SD57 StrongStart Centre 03,0.9615384615384616,0.9393939393939394,0.5744269579035527,0.5641025641025641,2579 victoria st prince george bc v2l 2m3,1401 17th av prince george bc v2l 3z2,0,0.18181818181818177,0.0,0,1.14386377210121,1,1,1,1,1
4315,4322,SD57 StrongStart Centre 01,SD57 StrongStart Centre 08,0.9615384615384616,0.9393939393939394,0.5248906591678238,0.5301204819277109,3805 rainbow dr prince george bc v2m 3w2,7151 heather pk rd prince george bc v2k 5y3,0,0.23076923076923073,0.15075567228888181,0,8.806780286357583,1,1,1,1,1
4315,4320,SD57 StrongStart Centre 01,SD57 StrongStart Centre 06,0.9615384615384616,0.9393939393939394,0.6185895741317419,0.5822784810126582,3805 rainbow dr prince george bc v2m 3w2,251 ogilive st prince george bc v2m 3m4,0,0.19999999999999996,0.0,0,0.717510383151672,1,1,1,1,1
4315,4319,SD57 StrongStart Centre 01,SD57 StrongStart Centre 05,0.9615384615384616,0.9393939393939394,0.6108309612131453,0.5679012345679012,3805 rainbow dr prince george bc v2m 3w2,3500 westwood dr prince george bc v2n 1s1,0,0.36363636363636365,0.26111648393354675,0,3.507728370095421,1,1,1,1,1
4315,4318,SD57 StrongStart Centre 01,SD57 StrongStart Centre 04,0.9615384615384616,0.9393939393939394,0.5814861645428298,0.5569620253164557,3805 rainbow dr prince george bc v2m 3w2,1193 harper st prince george bc v2m 2x1,0,0.19999999999999996,0.09534625892455924,0,1.0473161287267962,1,1,1,1,1
4315,4317,SD57 StrongStart Centre 01,SD57 StrongStart Centre 03,0.9615384615384616,0.9393939393939394,0.5814861645428298,0.5714285714285714,3805 rainbow dr prince george bc v2m 3w2,1401 17th av prince george bc v2l 3z2,0,0.09999999999999998,0.0,0,2.7336285872749224,1,1,1,1,1
4315,4316,SD57 StrongStart Centre 01,SD57 StrongStart Centre 02,0.9615384615384616,0.9393939393939394,0.5443310539518174,0.49382716049382713,3805 rainbow dr prince george bc v2m 3w2,2579 victoria st prince george bc v2l 2m3,0,0.18181818181818177,0.0,0,3.116047824964101,1,1,1,1,1
2572,2574,Alexis Park AM StrongStart Centre,Alexis Park PM StrongStart Centre,0.9696969696969697,0.9523809523809523,1.0,1.0,4205 35 st vernon bc v1t 6c4,4205 35 st vernon bc v1t 6c4,1,1.0,1.0000000000000002,1,0.0,1,1,1,1,1
3356,3936,Glenmore Elementary,North Glenmore Elementary,0.76,0.9021097956087903,0.38665444666985027,0.4,960 glenmore dr kelowna bc v1y 4p1,125 snowsell st n kelowna bc v1v 2e3,0,0.07692307692307687,0.0,0,3.684237982256272,1,1,1,1,1
4277,4278,SD 47 StrongStart BC Outreach Program #1,SD 47 StrongStart BC Outreach Program #2,0.975,0.9591836734693877,1.0,1.0,4351 ontario av powell river bc v8a 1v3,4351 ontario av powell river bc v8a 1v3,0,1.0,1.0,1,0.0,1,1,1,1,1
