,MUNID,CODEID,TYPE,NO_CIVIQUE,GENERIQUE,LIAISON,SPECIFIQUE,DIRECTION,ADR_COMPLE,NOM_TOPOGR,COTE,SECTION,ENTITEID,GEOM,LONGITUDE,LATITUDE
337,81017,414,Parc récréatif,,,,,,33 Rue Olida,Parc de Lucerne,,,{E1AD65EE-CEF4-489A-9814-336DBF404238},POINT (-75.720793 45.463856),45.463856,-75.720793
338,81017,340,Centre de formation,,,,,,450 Rue LeGuerrier,"Centre d'éducation des adultes des Portages de-l'outaouais, Centre L'Arrimage",,,{AE91C316-A8EA-4484-8DCE-BB18572FB674},POINT (-75.835209 45.399811),45.399811,-75.835209
339,81017,366,Centre de formation,,,,,,249 Boulevard de la Cité-des-Jeunes,Centre de formation professionelle de l'Outatouais,,,{F07B8D4C-2C9C-4FA1-963F-6BB543E7B5DA},POINT (-75.765004 45.451615),45.451615,-75.765004
340,81017,385,Centre de formation,,,,,,35 Rue Davies,"Centre d'éducation des adultes des Portages de-l'outaouais,Centre La Génération",,,{83585E05-B737-4AD5-887C-8965811ED359},POINT (-75.739205 45.431626),45.431626,-75.739205
341,81017,1110,Service de garderie,,,,,,375 Rue des Bouleaux,CPE Les Petits Fripons (des Bouleaux),,,{A0F47C95-2C1F-4FF8-BAE2-029D4036DCAE},POINT (-75.440048 45.55793),45.55793,-75.440048
342,81017,1113,Service de garderie,,,,,,106 Boulevard Lorrain,Garderie éducative les ptits coeurs de lorrain,,,{7B09FC95-93BF-4432-B663-E732A62114DA},POINT (-75.607276 45.495235),45.495235,-75.607276
343,81017,1114,Service de garderie,,,,,,454 Rue Joseph-Demontigny,CPE Alakazou (Joseph-Demontigny),,,{A9CA4DC1-FE70-4B66-A66E-0ACE288C462C},POINT (-75.669231 45.495249),45.495249,-75.669231
344,81017,1116,Service de garderie,,,,,,155 Rue Vianney,CPE La Ciboulette,,,{C80E30B5-165B-4B03-A4B2-7A620BA8A940},POINT (-75.650482 45.482241),45.482241,-75.650482
345,81017,1118,Service de garderie,,,,,,479 Avenue du Cheval-Blanc,CPE La Jonglerie (Cheval-Blanc),,,{16387ACB-692F-4D6E-AAC6-95F85B1E2ED0},POINT (-75.581314 45.498686),45.498686,-75.581314
346,81017,324,Parc récréatif,,,,,,578 Rue Martin-Perrier Nord,Parc Martin-Perrier,,,{F746D009-A1CD-48B8-A9E9-8839E27CC2E5},POINT (-75.83747 45.407552),45.407552,-75.83747
347,81017,323,Parc récréatif,,,,,,510 Rue du Caveau,Parc du Vieux-Verger,,,{80C953F6-E12B-46DE-9E14-ABE7F19EF424},POINT (-75.835682 45.404557),45.404557,-75.835682
348,81017,301,Parc récréatif,,,,,,12 Rue Tiberius,Parc Tibérius,,,{8E812947-4D07-4B53-A415-83B6D2E4532B},POINT (-75.852114 45.395332),45.395332,-75.852114
349,81017,294,Parc récréatif,,,,,,15 Rue Raoul-Roy,Parc des Cèdres,,,{3B72A29D-45A5-413A-AC0C-FBCDC4B7375B},POINT (-75.860458 45.399238),45.399238,-75.860458
350,81017,246,Collège,,,,,,325 Boulevard de la Cité-des-Jeunes,Cégep Heritage College,,,{943D60E6-C2CF-460D-95D0-DDCA138B2880},POINT (-75.764822 45.455248),45.455248,-75.764822
351,81017,244,Collège,,,,,,333 Boulevard de la Cité-des-Jeunes,Cégep de l'Outaouais Campus Gabrielle-Roy,,,{D270BC73-5D40-45A5-9860-6E3C8CE559BF},POINT (-75.769209 45.459303),45.459303,-75.769209
352,81017,154,Parc récréatif,,,,,,22 Rue d'Auvergne,Parc de la Riviera,,,{7F649B49-1639-4FE5-B1FC-570B3EC79289},POINT (-75.724539 45.474289),45.474289,-75.724539
353,81017,120,École primaire,,,,,,15 Rue Des Groseilliers,École Côte-du-Nord,,,{43CFDB10-8B18-4FA5-9004-AA45D602CB64},POINT (-75.762579 45.461428),45.461428,-75.762579
354,81017,647,Autre parc,,,,,,94 Rue de Fleurimont,Parc des Chevaliers,,,{D842E0E6-8347-48D7-959B-4935DEB23B79},POINT (-75.737653 45.515181),45.515181,-75.737653
355,81017,640,Parc récréatif,,,,,,238 Boulevard Saint-René Est,Parc Saint-René,,,{463491A8-5BDE-4F8C-B6F0-E784AC108186},POINT (-75.64672 45.492022),45.492022,-75.64672
356,81017,552,Autre parc,,,,,,1145 Chemin Queen's Park,Parc Queen,,,{427CB73F-57AA-4411-8820-073042C8393E},POINT (-75.888837 45.413817),45.413817,-75.888837
357,81017,94,"Résidence pour personnes âgées(Type ""Familiale"")",,,,,,433 Boulevard Wilfrid-Lavigne,Résidences Wilfrid-Lavigne 1,,,{F18D0B3F-49C9-40F6-93D4-D8D33838A80A},POINT (-75.838163 45.39829),45.39829,-75.838163
358,81017,320,C.H.S.L.D.,,,,,,445 Boulevard Wilfrid-Lavigne,Centre d'hébergement Renaissance,,,{BDF7EDDB-2FB5-48B8-BC2C-D352220B910C},POINT (-75.838422 45.39923),45.39923,-75.838422
359,81017,18,Centre commercial,,,,,,420 Boulevard Wilfrid-Lavigne,Place Lavigne,,,{DC979355-2D1D-45BF-93AB-498B1E3FF373},POINT (-75.836491 45.398702),45.398702,-75.836491
360,81017,1199,Lieu de culte,,,,,,164 Rue Principale,Église Aylmer united,,,{0EBB6F74-A73D-46FB-BDC3-5488EAE151A2},POINT (-75.838782 45.395028),45.395028,-75.838782
361,81017,1200,Lieu de culte,,,,,,101 Rue Symmes,Église Christ church Aylmer,,,{1ED1770E-671B-4AE1-B5B9-F7B47C9A0D45},POINT (-75.841369 45.396271),45.396271,-75.841369
362,81017,1201,Lieu de culte,,,,,,160 Rue Principale,Église Saint-Mark the evangelist,,,{5531EADD-9200-4AF0-B296-24B9E140C422},POINT (-75.839749 45.394858),45.394858,-75.839749
363,81017,1202,Lieu de culte,,,,,,1 Chemin Eardley,Église Saint-Andrew,,,{1FAAE133-940A-41B4-AADD-93AB1D94E5CC},POINT (-75.845364 45.395838),45.395838,-75.845364
364,81017,1204,Lieu de culte,,,,,,255 Rue du Progrès,Église L'Ange-Gardien,,,{AF0AC249-8215-4B85-9E69-9ECC3E6110B4},POINT (-75.491823 45.524536),45.524536,-75.491823
365,81017,1205,Lieu de culte,,,,,,3 Rue Donat-Saint-Amour,Église Notre-Dame-des-neiges,,,{9DCC3C72-B160-49D8-93A7-1F7FD31F5439},POINT (-75.419281 45.544474),45.544474,-75.419281
366,81017,165,Centre communautaire,,,,,,5 Rue Marengère,Centre communautaire Marengère,,,{D2D7807A-8081-4648-9555-CD1E9CD4AA06},POINT (-75.702238 45.459512),45.459512,-75.702238
367,81017,45,Salle de spectacle,,,,,,1 Rue Wellington,Théâtre de l'Île,,,{B31746C3-3A7C-4F06-8F11-BD08492A2503},POINT (-75.724788 45.425613),45.425613,-75.724788
368,81017,513,Parc récréatif,,,,,,132(A) Rue du Ruisseau,Parc du Ruisseau,,,{4A49927C-F195-4936-A491-071AE4E64F07},POINT (-75.491882 45.520593),45.520593,-75.491882
369,81017,521,Parc récréatif,,,,,,95 Rue de l'Écorce,Parc de l'Écorce,,,{D677C008-DB5E-4B16-A55F-6A3CB34EBFDA},POINT (-75.430077 45.559392),45.559392,-75.430077
370,81017,240,Immeuble à bureaux,,,,,,1 Promenade du Portage,Terrasse de la Chaudière - Édifice Central,,,{B5A03165-17C4-4908-8C0A-8C2D69F4EAB0},POINT (-75.721837 45.425169),45.425169,-75.721837
371,81017,37,Pont,,,,,,1 Avenue du Pont,Pont Alonzo-Wright,,,{242472F7-EF10-45CD-A082-0DA9BAC4DA11},POINT (-75.748566 45.487222),45.487222,-75.748566
372,81017,65,Pont,,,,,,2 Autoroute de la Gatineau,Pont Cartier-Macdonald,,,{FCBA028F-8907-4290-8931-A4497DEA9783},POINT (-75.703305 45.437093),45.437093,-75.703305
373,81017,164,Pont,,,,,,2 Boulevard des Allumettières,Pont Alexandra,,,{AA083EDD-976D-4545-B435-0343300324BB},POINT (-75.704854 45.430333),45.430333,-75.704854
374,81017,76,Pont,,,,,,2 Boulevard Maisonneuve,Pont du Portage,,,{95906E37-0657-449F-9549-4EEACC8BF56D},POINT (-75.713766 45.422688),45.422688,-75.713766
375,81017,141,Pont,,,,,,2 Rue Eddy,Pont des Chaudières,,,{83CF259B-8861-4989-A606-3BF5BB8AF570},POINT (-75.718672 45.421678),45.421678,-75.718672
376,81017,144,Cinéma,,,,,,115 Boulevard du Plateau,StarCité Hull,,,{C84745A2-484E-4315-9013-18C952F336C6},POINT (-75.775281 45.43381),45.43381,-75.775281
377,81017,457,Parc récréatif,,,,,,56 Rue Laflamme,Parc Nobert,,,{D98E01E9-F8CD-4D8C-B7C6-FAD421BD16AF},POINT (-75.680245 45.502312),45.502312,-75.680245
378,81017,199,Édifice fédéral,,,,,,164 Rue Laurier,Maison Charron,,,{61E683AA-71AF-4E2E-ADA4-BEC4BC72E6CC},POINT (-75.707566 45.434208),45.434208,-75.707566
379,81017,262,Édifice fédéral,,,,,,350 Rue Laurier,Maison Gilmour Hughson,,,{113FD416-6367-4212-88C7-56A0B5AF0282},POINT (-75.707583 45.441842),45.441842,-75.707583
380,81017,264,Centre récréatif,,,,,,100 Promenade du Lac-Leamy,Pavillon du Lac-Leamy,,,{BDABE270-1A36-4200-9F01-5BD05D5EDCF9},POINT (-75.719434 45.45179),45.45179,-75.719434
381,81017,1147,Service de garderie,,,,,,11 Rue Roy,CPE Au Pays des Anges ,,,{C867283D-B1BA-4FEC-B20C-D6E7DD8F9A75},POINT (-75.736594 45.448436),45.448436,-75.736594
382,81017,1124,Service de garderie,,,,,,36 Rue de Lotbinière,Garderie Centre d'Éveil devenir Grand,,,{E7738BAC-3E4E-48E6-8E0E-7267F33D5C67},POINT (-75.693841 45.52226),45.52226,-75.693841
383,81017,1188,Service de garderie,,,,,,34 Boulevard du Mont-Bleu,Garderie éducative les ptits coeurs de Mont-Bleu,,,{EABD8381-B546-425A-B29B-D33612836659},POINT (-75.746161 45.462578),45.462578,-75.746161
384,81017,1190,Service de garderie,,,,,,89 Rue Dollard-Des Ormeaux,Garderie Imagine,,,{890FB037-61BC-4174-9D41-8288BB68416B},POINT (-75.713959 45.431327),45.431327,-75.713959
385,81017,9,Incendie,,,,,,425 Boulevard Wilfrid-Lavigne,Caserne 1 Roland-Guertin,,,{B3EBEAF9-6650-4EC0-822F-0D98F1D945A8},POINT (-75.83841 45.397593),45.397593,-75.83841
386,81017,1,Aréna,,,,,,92 Rue du Patrimoine,Aréna Paul-et-Isabelle-Duchesnay,,,{FD3021D3-AF70-48CB-B05D-8ACF2CDBE3C5},POINT (-75.843865 45.392951),45.392951,-75.843865
387,81017,564,Atelier et garage municipaux,,,,,,250 Rue Charles,Ateliers municipaux de Buckingham,,,{EAE47B52-6474-480A-AF31-E98900BCCF35},POINT (-75.417603 45.594991),45.594991,-75.417603
388,81017,568,Salle de spectacle,,,,,,120 Rue Principale,Salle La Basoche,,,{951A6699-3FB1-46B0-B6C0-BAF262E50F06},POINT (-75.843806 45.394509),45.394509,-75.843806
389,81017,1180,Réservoir d'eau potable,,,,,,459(A) Rue de Cannes,Réservoir de la Côte d'Azur,,,{5F67813C-F1B0-4B77-94DF-3A7B995551E9},POINT (-75.738545 45.49191),45.49191,-75.738545
390,81017,131,Édifice municipal,,,,,,185 Rue Montcalm,Entrepôt Montcalm,,,{59655D10-86D5-482C-B730-3E4105C5B5CF},POINT (-75.728274 45.429694),45.429694,-75.728274
391,81017,731,Commission scolaire,,,,,,582 Rue Maclaren Est,Commission scolaire au Coeur-des Vallées,,,{68C94674-2D16-4D43-AB62-EFA16CBBB70E},POINT (-75.400761 45.587027),45.587027,-75.400761
392,81017,6,Centre de formation,,,,,,584 Rue Maclaren Est,Centre de formation Relais de la Lièvre-Seigneurie,,,{99399FAE-E155-44C2-9B14-8C8248DE7797},POINT (-75.400102 45.58625),45.58625,-75.400102
393,81017,1077,Piscine,,,,,,580(A) Rue Maclaren Est,Centre aquatique Lucien-Houle,,,{EA9249EB-9A3B-4284-A912-1AD8C714D782},POINT (-75.40098 45.58789),45.58789,-75.40098
394,81017,1244,Lieu de culte,,,,,,286 Chemin Fogarty,Centre de retraite Temple Pastures,,,{0F7D2F80-F978-4EE4-8984-CA89EA7B709A},POINT (-75.662647 45.549414),45.549414,-75.662647
395,81017,153,École primaire,,,,,,59 Rue de Provence,École de Touraine Édifice Riviera,,,{C71E2B3B-8157-4A2F-B9F4-1351905A2A77},POINT (-75.723132 45.473672),45.473672,-75.723132
396,81017,167,École primaire,,,,,,184 Rue Nelligan,École de L'Oiseau-Bleu,,,{B8530498-8205-4FCE-BB9E-D8C8252A0516},POINT (-75.694676 45.485322),45.485322,-75.694676
397,81017,108,C.H.S.L.D.,,,,,,273 Rue Laurier,Centre d'hébergement La Pietà,,,{EC382F20-287C-4D0F-9271-DB401EA43B9F},POINT (-75.70879 45.439331),45.439331,-75.70879
398,81017,40,Parc récréatif,,,,,,2 Rue Fortier,Parc Larocque,,,{6BD844E8-89A7-49CE-8413-1B4B94AEF526},POINT (-75.736392 45.436163),45.436163,-75.736392
399,81017,573,Piscine,,,,,,2 Rue Fortier,Piscine Larocque,,,{8DCF71C7-BD69-4601-B200-4E4A92054E1A},POINT (-75.736626 45.436458),45.436458,-75.736626
400,81017,583,Piscine,,,,,,1 Rue Lévesque,Piscine Laurent-Groulx,,,{A166AF94-424F-4DA1-B678-7C172FAB0C33},POINT (-75.739076 45.446016),45.446016,-75.739076
401,81017,603,Édifice municipal,,,,,,28 Boulevard Alexandre-Taché,Maison-Wright-Scott  ,,,{A4742573-CFF3-498D-803F-551A11F7DF9E},POINT (-75.725635 45.424806),45.424806,-75.725635
402,81017,607,Édifice municipal,,,,,,160 Rue Leduc,Atelier Leduc,,,{9C297D1E-3951-4928-98E2-1F6817523D2B},POINT (-75.718271 45.431518),45.431518,-75.718271
403,81017,142,Pont,,,,,,2 Place Samuel-De Champlain,Pont Champlain,,,{7DDA212E-D730-48BE-B8A3-8E904792E5F1},POINT (-75.762259 45.411363),45.411363,-75.762259
404,81017,39,Pont,,,,,,1500 Rue Saint-Louis,Pont des Draveurs,,,{32E7B57C-0799-4D36-B0BC-22FD842A646A},POINT (-75.716087 45.457147),45.457147,-75.716087
405,81017,55,Pont,,,,,,1 Boulevard Gréber,Pont Lady-Aberdeen,,,{B716C93E-5572-44FD-9505-BB466ACED0F9},POINT (-75.701222 45.456858),45.456858,-75.701222
406,81017,608,Pont,,,,,,1 Rue Maclaren Ouest,Pont Brady,,,{FC7BF868-45E4-46C8-9C16-F24BF24DBA06},POINT (-75.418751 45.585952),45.585952,-75.418751
407,81017,276,Usine de traitement des eaux,,,,,,150 Chemin de la Rive,Usine d'épuration des eaux usées (Masson),,,{8ABC2781-2FA0-4A88-A702-766E4123B87B},POINT (-75.421171 45.535249),45.535249,-75.421171
408,81017,281,Parc-o-bus,,,,,,42 Boulevard Gréber,Parc-o-bus Gréber/Saint-Louis,,,{13AEA58D-FCEF-483A-BAD0-AADBB8A382FE},POINT (-75.700323 45.460489),45.460489,-75.700323
409,81017,339,Service de garderie,,,,,,44 Rue Elizabeth,CPE Grande Rivière,,,{EF98AB8E-2184-4392-B144-99A5DFFC5AE6},POINT (-75.831027 45.392758),45.392758,-75.831027
410,81017,342,Service de garderie,,,,,,24 Rue de Vauquelin,CPE L'Arche des Petits (Vauquelin),,,{D888360F-5CB0-4C76-80A7-F533CF6B0B36},POINT (-75.645265 45.492306),45.492306,-75.645265
411,81017,349,Service de garderie,,,,,,80 Rue des Attikameks,Garderie Les petits Explorateurs,,,{2F24B703-8AAB-4FA4-AA4C-3F3E0E5DA3BA},POINT (-75.807823 45.413204),45.413204,-75.807823
412,81017,298,Autre parc,,,,,,9(A) Rue Front,Parc de l'Imaginaire,,,{3DDF4A4D-112C-456A-942E-D36CA88BFF20},POINT (-75.855308 45.395299),45.395299,-75.855308
413,81017,668,Autre parc,,,,,,1 Rue Lamoureux,Parc Riverain,,,{9293A037-16BA-45D7-B82A-3EB3399425ED},POINT (-75.818104 45.383576),45.383576,-75.818104
414,81017,669,Autre parc,,,,,,56 Rue Lynn,Parc Robert-Stewart,,,{0160DDD3-3DF4-496B-8F03-49AAC99998D7},POINT (-75.800627 45.398196),45.398196,-75.800627
415,81017,673,Autre parc,,,,,,215 Rue du Raton-Laveur,Parc Antoine-Boucher,,,{78097804-25C4-4B3D-B452-F4002C848517},POINT (-75.85745 45.422526),45.422526,-75.85745
416,81017,676,Autre parc,,,,,,Chemin Belter,Parc Nadon,,,{C0E3534A-5241-41B0-A90E-691870EF10DF},POINT (-75.401132 45.593501),45.593501,-75.401132
417,81017,677,Parc récréatif,,,,,,199 Montée Dalton,Parc de la Ferme-Dalton,,,{46684A49-3B0B-4174-A173-6B5846DB41CF},POINT (-75.590604 45.506791),45.506791,-75.590604
418,81017,678,Autre parc,,,,,,19 Rue de Brignoles,Corridor Beauvallon-Beausoleil,,,{DD69090D-ECF7-4F47-8777-8981CFB73800},POINT (-75.729904 45.488903),45.488903,-75.729904
419,81017,425,Parc récréatif,,,,,,288 Chemin Lebaudy,Parc René-Lévesque,,,{8906BCCB-5F71-43AB-AFC0-5C49035F4B26},POINT (-75.739112 45.497381),45.497381,-75.739112
420,81017,426,Parc récréatif,,,,,,163 Chemin Lebaudy,Parc Louis-Taché,,,{86105D2C-5883-4680-844B-76FDA9E5E07F},POINT (-75.744472 45.495641),45.495641,-75.744472
421,81017,679,Autre parc,,,,,,Rue de la Côte-des-Neiges ,Corridor de l'Hopital-Côtes des neiges,,,{F23EC97A-19F8-40C4-89F7-88838F215978},POINT (-75.701823 45.499617),45.499617,-75.701823
422,81017,459,Autre parc,,,,,,Rue Davidson Ouest,Corridor des Grands-Ravins,,,{FAB13755-DE56-4BF6-997F-DF212B8864E0},POINT (-75.661758 45.504625),45.504625,-75.661758
423,81017,646,Autre parc,,,,,,155 Rue de l'Orée-des-Bois,Parc des Bouleaux,,,{31149058-E92A-4D28-81B0-5059A549C57E},POINT (-75.657388 45.506382),45.506382,-75.657388
424,81017,682,Autre parc,,,,,,Rue Nobert ,Corridor des Vendanges,,,{D69D1E52-FF5D-46F3-91F9-030A3F9466DB},POINT (-75.67174 45.499874),45.499874,-75.67174
425,81017,683,Autre parc,,,,,,Avenue Gatineau ,Corridor du Ruisseau Desjardins,,,{59AFD118-7F1D-4CD4-B8F3-E4A545AE156D},POINT (-75.730946 45.480857),45.480857,-75.730946
426,81017,684,Autre parc,,,,,,Rue Laflamme et Rue Nobert,Corridor Laflamme-Nobert,,,{382571F4-8D59-452C-B968-7FACE87FAC85},POINT (-75.681021 45.500933),45.500933,-75.681021
427,81017,685,Autre parc,,,,,,Rue du Père-Bériault,Corridor Père-Bériault,,,{E1809DAC-942D-404F-AE7C-79ECCFE20133},POINT (-75.743945 45.490778),45.490778,-75.743945
428,81017,689,Parc récréatif,,,,,,13 Rue Stéphane,Parc Lamarche,,,{3CE01F9E-1CF5-4F08-A017-633C3E74BB22},POINT (-75.719631 45.497775),45.497775,-75.719631
429,81017,690,Parc récréatif,,,,,,10 Rue Bruyère,Parc en Mémoire-d'Elles,,,{6DA2CE10-90F9-45C4-AE05-549C3EC84916},POINT (-75.700203 45.458593),45.458593,-75.700203
430,81017,692,Autre parc,,,,,,36 Rue des Résineux,Parc des Résineux,,,{70C2FB31-7603-46CE-BF4B-6B4BFD5C1A87},POINT (-75.583822 45.509854),45.509854,-75.583822
431,81017,504,Parc récréatif,,,,,,5 Rue Sanscartier,Parc Sanscartier,,,{41FCCC7B-79AA-4D04-98B4-6ABB94484A96},POINT (-75.640941 45.478586),45.478586,-75.640941
432,81017,694,Autre parc,,,,,,77 Chemin des Érables,Parc de la Sucrerie,,,{55474203-AA59-4890-A012-08AE6340FF80},POINT (-75.747519 45.500263),45.500263,-75.747519
433,81017,695,Autre parc,,,,,,81 Rue de l'Arc-en-Ciel,Parc de l'Arc-en-Ciel,,,{5DDA349A-08C3-49DC-983F-99713AD24C1F},POINT (-75.788006 45.442137),45.442137,-75.788006
434,81017,741,"Résidence pour personnes âgées(Type ""Familiale"")",,,,,,1205 Rue Alexandre,Résidence Diane L'Ecuyer,,,{667A7C36-AC8B-4234-A6C1-80D14CF0636D},POINT (-75.583911 45.495399),45.495399,-75.583911
435,81017,742,"Résidence pour personnes âgées(Type ""Familiale"")",,,,,,1799 Rue Saint-Louis,Résidence Dion inc,,,{50B0D787-51DC-4038-A2DD-7208660DF0D0},POINT (-75.724873 45.468929),45.468929,-75.724873
436,81017,745,"Résidence pour personnes âgées(Type ""Familiale"")",,,,,,3 Rue Boulay,Résidence Ma Maison,,,{F96FC496-0957-4DBA-8853-3390E9760236},POINT (-75.740388 45.451006),45.451006,-75.740388
437,81017,1206,Lieu de culte,,,,,,117 Rue Maclaren Ouest,Église baptiste évangélique de la Lièvre,,,{2D242B9B-F982-4C1A-945C-E7CF6754D0A6},POINT (-75.421803 45.586465),45.586465,-75.421803
438,81017,1207,Lieu de culte,,,,,,490 Rue Charles,Église Our Lady of Victory,,,{1602E116-6999-4A3A-903F-E3F3CE84AA4D},POINT (-75.415053 45.588034),45.588034,-75.415053
439,81017,1208,Lieu de culte,,,,,,570 Avenue de Buckingham,Église Saint-Andrew,,,{8A0202F1-9D5A-46B6-B856-8AEF6C8B27F9},POINT (-75.415197 45.584904),45.584904,-75.415197
440,81017,1209,Lieu de culte,,,,,,150 Rue Maclaren Est,Église Saint-Grégoire-de-Nazianze,,,{F8CFCB56-1E41-4F91-AE8C-FC2C0B157C09},POINT (-75.413395 45.587538),45.587538,-75.413395
441,81017,1228,Lieu de culte,,,,,,42 Rue Hanson,Église Notre-Dame-de-Fatima,,,{AFABB621-343F-4DE9-AF9E-97744E89FBF8},POINT (-75.726833 45.427228),45.427228,-75.726833
442,81017,1229,Lieu de culte,,,,,,115 Boulevard Sacré-Coeur,Église Notre-Dame-de-l'Ile,,,{F2FDB25C-471C-4DA7-A0E1-C4E2B4F2BF9A},POINT (-75.714378 45.437605),45.437605,-75.714378
443,81017,1230,Lieu de culte,,,,,,30 Rue St-Onge,Église Notre-Dame-de-la-Guadeloupe,,,{8A8D411A-4A70-4D6B-936B-9E97CF593182},POINT (-75.748155 45.45163),45.45163,-75.748155
444,81017,1231,Lieu de culte,,,,,,45 Rue Prévost,Église Notre-Dame-de-Lorette,,,{EC06DA28-119C-496D-8052-7AD6491BA8C9},POINT (-75.744498 45.419712),45.419712,-75.744498
445,81017,1232,Lieu de culte,,,,,,20 Rue Hanson,Église Oméga,,,{DE294219-E1B2-4E33-A88D-7A7A6126834F},POINT (-75.726331 45.4258),45.4258,-75.726331
446,81017,1234,Lieu de culte,,,,,,13 Rue Sainte-Bernadette,Église Saint-Esprit,,,{C46E6CBF-C317-4A31-8BE5-1CB4AC05CFB7},POINT (-75.723714 45.427721),45.427721,-75.723714
447,81017,1235,Lieu de culte,,,,,,60 Promenade du Portage,Église Saint-James,,,{BF8BDB9E-8EEF-4544-AA86-A43802FAF68F},POINT (-75.7188 45.424787),45.424787,-75.7188
448,81017,1236,Lieu de culte,,,,,,45 Rue Saint-Jean-Bosco,Église Orthodoxe Roumaine de Gatineau,,,{3075E2B1-E8B2-4B5C-A09D-C7B44C0CD07E},POINT (-75.735559 45.428449),45.428449,-75.735559
449,81017,1252,Lieu de culte,,,,,,189 Rue Archambault,Our Lady of the Annunciation,,,{90F2E821-60AA-4323-B06A-CE8458567174},POINT (-75.744575 45.451828),45.451828,-75.744575
450,81017,1253,Lieu de culte,,,,,,17 Rue Des Groseilliers,Église Saint-Pierre-Chanel,,,{8FE6C04A-F017-4AA4-9DB2-173CE25586FA},POINT (-75.762441 45.46186),45.46186,-75.762441
451,81017,1254,Lieu de culte,,,,,,23 Rue Saint-Médard,Église Saint-Médard,,,{7C427C46-224D-4160-B2AF-D3A350B7A735},POINT (-75.806523 45.385394),45.385394,-75.806523
452,81017,1255,Lieu de culte,,,,,,480 Rue de Vernon,Église Le Chemin,,,{2D5B9729-F36C-4213-8482-9728F319E69E},POINT (-75.799676 45.444228),45.444228,-75.799676
453,81017,615,Autre parc,,,,,,Promenade de la Gatineau,Parc de la Gatineau,,,{13AC5E50-3C68-4D52-A308-F62ABCDB2DF3},POINT (-75.774861 45.451614),45.451614,-75.774861
454,81017,670,Autre parc,,,,,,10 Rue de Cherbourg,Parc de Cherbourg,,,{7D1E0EC0-94E6-4003-AEBC-31DA311E874E},POINT (-75.806034 45.386891),45.386891,-75.806034
455,81017,652,Autre parc,,,,,,280 Rue de Sainte-Maxime,Parc de Sainte-Maxime,,,{CB1AB7CC-FBB5-427C-BA11-02CFC47A896B},POINT (-75.721422 45.487002),45.487002,-75.721422
456,81017,1256,Autres lieux d'assemblée pour les loisirs,,,,,,370 Boulevard de Lucerne,Parc-école Jean-De Brébeuf,,,{66E92C70-F8EE-4FFA-B702-7A21F7F922E7},POINT (-75.74931 45.420576),45.420576,-75.74931
457,81017,1260,Parc récréatif,,,,,,165 Rue Bisson,Parc-école du Lac-des-Fées,,,{FFF85E19-2208-41C6-B1BC-7C813CEAFC97},POINT (-75.745223 45.438805),45.438805,-75.745223
458,81017,1261,Parc récréatif,,,,,,46 Rue des Servantes,Parc des Servantes,,,{B3775A9B-A802-4D22-8A72-98E0DBEB8D0E},POINT (-75.417223 45.54565),45.54565,-75.417223
459,81017,1263,Autre parc,,,,,,120 Rue Wellington,Parc Wellington,,,{6E69526B-2FAC-424B-89CB-4BFF0317E961},POINT (-75.718739 45.426055),45.426055,-75.718739
460,81017,1264,Autre parc,,,,,,96 Rue du Ravin-Bleu,Parc Ravin-Bleu,,,{2F146D13-3E64-4795-8BBB-5837E644250B},POINT (-75.769188 45.465994),45.465994,-75.769188
461,81017,1265,Autre parc,,,,,,11 Rue Pharand,Parc Pharand,,,{EDE07301-E25B-4513-8BB2-29CAD4661C49},POINT (-75.739317 45.424487),45.424487,-75.739317
462,81017,1266,Autre parc,,,,,,55 Chemin Morley-Walters,Parc Morley-Walters,,,{BA843624-DBBE-42C5-8477-259FF631F962},POINT (-75.80292 45.406368),45.406368,-75.80292
463,81017,1251,Lieu de culte,,,,,,1907 Boulevard Maloney Est,Église Alliance Chrétienne et Missionnaire,,,{834D525F-0DF7-4A3C-9CEF-AAC3EDA881AF},POINT (-75.542951 45.509141),45.509141,-75.542951
464,81017,769,Service de garderie,,,,,,23 Rue Bourque,Garderie Excelsiori Daycare,,,{79C301A0-9062-46D3-BE94-F30BB4A253A6},POINT (-75.734385 45.442856),45.442856,-75.734385
465,81017,770,Service de garderie,,,,,,198 Rue Gamelin,Garderie La Maisonnette Bleue,,,{EA0627E9-56F3-4A43-83CF-BA7DF4AE47D1},POINT (-75.74237 45.443601),45.443601,-75.74237
466,81017,771,Service de garderie,,,,,,97 Rue Broadway Est,Garderie Nos p'tits coeurs,,,{F137E7A3-20B7-49FF-874A-CAB385251ED6},POINT (-75.648509 45.484618),45.484618,-75.648509
467,81017,773,Service de garderie,,,,,,162 Boulevard Saint-Raymond,Garderie Les petits Sourires,,,{B2BF7D7B-2586-42CD-BC74-E5AC762FC140},POINT (-75.750447 45.44665),45.44665,-75.750447
468,81017,775,Édifice communautaire,,,,,,89 Rue Jean-René-Monette,Édifice Jean-René-Monette,,,{752F611E-851F-4C4B-B768-D94A21E609C7},POINT (-75.648241 45.479599),45.479599,-75.648241
469,81017,776,Centre communautaire,,,,,,100 Rue Scott,Centre communautaire Saint-Jean-Bosco,,,{92FD70A8-28AE-452A-800C-5FB41F486BF0},POINT (-75.7356 45.428695),45.428695,-75.7356
