BRIDGE_NO,BRIDGE_NAME,LOCATION,LENGTH_BRIDGE,WIDTH_CLEAR,WIDTH_OUT_TO_OUT,POSTED_CLEARANCE,POSTED_LOAD,IN_SERVICE_DATE,multipolygon
383.601,,18 Street / Quarry Park Storm Water Culvert,48,11.05000019,11.05000019,,,2009/07/01,"MULTIPOLYGON (((-114.010557128874 50.961160785317, -114.010557149543 50.961251991065, -114.009863523901 50.961253336348, -114.009863504319 50.961160845949, -114.010557128874 50.961160785317)))"
384.327,,45 Street SW / LRT,9.89999962,13,44.79999924,,,2012/12/01,"MULTIPOLYGON (((-114.153019658189 51.038066613842, -114.152414115526 51.038067405099, -114.152413613279 51.037914313906, -114.153019153947 51.037913522653, -114.153019658189 51.038066613842)))"
383.604,,Marine Dr (North) / Mahogany Lake,16,6.5,6.5,,,2016/07/01,"MULTIPOLYGON (((-113.927073820079 50.897372777338, -113.926992226972 50.89741912444, -113.926835451877 50.897321073463, -113.9269150099 50.897273436036, -113.927073820079 50.897372777338)))"
382.207,,Airport Trail / YYC,620,32.56000137,35.56000137,5.3 M,,,"MULTIPOLYGON (((-113.995434337276 51.139767546393, -113.986578205195 51.139855556675, -113.986571348675 51.139570620165, -113.995427627297 51.139487103401, -113.995434337276 51.139767546393)))"
383.112B,Bonnybrook,Ogden Road SB/Bow River (Bonnybrook),214.19999695,9.28999996,12.55000019,,,1981/07/01,"MULTIPOLYGON (((-114.014284405918 51.013915834574, -114.014281346149 51.01392033703, -114.014242263617 51.013887412233, -114.014191576173 51.013844321391, -114.014143896863 51.013804681339, -114.014096818381 51.013767594293, -114.014040131366 51.013724116648, -114.013995290437 51.013691650039, -114.013945019075 51.013656424197, -114.013895104132 51.013621414946, -114.013844776652 51.013588652268, -114.013784658545 51.013550353018, -114.013718153004 51.013506497904, -114.013659244955 51.013467974601, -114.013526137971 51.013386566937, -114.013360591026 51.013282166971, -114.013227684022 51.01319869219, -114.01307644781 51.013099513262, -114.012947020001 51.013019426917, -114.012906511989 51.012994361593, -114.012817606891 51.012939349417, -114.012460052829 51.01271738811, -114.012390044138 51.01267392546, -114.012102512156 51.012495423002, -114.012135939858 51.012450761889, -114.012167172227 51.012409029867, -114.012180365194 51.012391403123, -114.01218269152 51.012388294214, -114.012319116085 51.01247326932, -114.012390005288 51.012517425032, -114.012410885971 51.012529944685, -114.012529266919 51.012603901783, -114.01264147797 51.012673796046, -114.012750623564 51.012742073273, -114.012866124943 51.012814025619, -114.012978540953 51.012884486789, -114.012996522985 51.012895757078, -114.013148242961 51.012990135516, -114.01326525683 51.01306440576, -114.013325275325 51.013101924079, -114.013380775558 51.013136619194, -114.013495710185 51.013208246447, -114.013585958061 51.013264783515, -114.013688807759 51.013329131157, -114.013748855596 51.013367178752, -114.013776333842 51.013384589622, -114.013783544766 51.013389100743, -114.01384919431 51.013430168191, -114.013934385072 51.01348577065, -114.01401418783 51.013537031627, -114.014071984002 51.013578036963, -114.014135583005 51.013622700409, -114.014190813785 51.013662366518, -114.014250508852 51.013709116003, -114.014311858244 51.013759353291, -114.014358667681 51.013796889773, -114.014356914491 51.013800530849, -114.014362716017 51.013804782303, -114.014361774448 51.013806177633, -114.014347413021 51.013827478885, -114.014342531387 51.013834720753, -114.014314421593 51.013873694899, -114.01429063514 51.013906672327, -114.014290058228 51.013907520134, -114.014284405918 51.013915834574)))"
381.125,,6231 Penedo Way SE/CNR,55.77999878,1.83000004,1.83000004,None (railway under),,1976/07/01,"MULTIPOLYGON (((-113.942396499559 51.04299764933, -113.94235977624 51.043018914427, -113.942301832781 51.042981340201, -113.942082583951 51.042842904882, -113.942004158881 51.042891280221, -113.941933677014 51.04285369959, -113.941952499402 51.042841852376, -113.941991657033 51.042861633057, -113.94207321642 51.042813259279, -113.94224704835 51.042924006269, -113.942276850972 51.042905247724, -113.94235202493 51.042950735138, -113.942336336965 51.042962583962, -113.942396499559 51.04299764933)), ((-113.942397417246 51.042998183773, -113.942396499559 51.04299764933, -113.94239898688 51.042996208602, -113.942397417246 51.042998183773)))"
381.717,,Shaganappi Tr/MacEwan Ridge Gt,68.5,4.76000023,4.76000023,,,1992/07/01,"MULTIPOLYGON (((-114.122237533485 51.14056235062, -114.121470546124 51.140739346511, -114.121445798394 51.140694694852, -114.122210929226 51.140521099126, -114.122237533485 51.14056235062)))"
382.168,,Canyon Meadows/Macleod Tr,72,22,27,NB 5.3 M / SB 6.3 M,,1996/07/01,"MULTIPOLYGON (((-114.069079300182 50.931781350611, -114.068839147619 50.931671771479, -114.068777073832 50.931642875828, -114.068777036819 50.931642858769, -114.068696529104 50.931605312153, -114.068689145001 50.931601867967, -114.068684326188 50.931599620627, -114.068621201913 50.931570180722, -114.068620538526 50.93156987096, -114.06854163116 50.931533069459, -114.068528327859 50.931526865239, -114.068508484666 50.931517610982, -114.068425088956 50.931478715588, -114.068423313763 50.931477887758, -114.0682230163 50.931384470328, -114.068225228781 50.931377901007, -114.068229463945 50.931365330639, -114.068231741587 50.931358571593, -114.068252271463 50.931297629583, -114.068270142647 50.93124458586, -114.068277789975 50.931221886362, -114.068297064784 50.931164675889, -114.068315447193 50.931110111665, -114.068318427351 50.93110126385, -114.068505412244 50.931195386548, -114.068511495462 50.931198448539, -114.068594220474 50.931240089786, -114.068605418857 50.931245727073, -114.068638285113 50.931262269871, -114.068714376154 50.931300571584, -114.068721722175 50.931304269306, -114.06873317115 50.931310032292, -114.06878593869 50.931336593376, -114.068867545202 50.93137767142, -114.068926930039 50.931407563794, -114.068933396274 50.93141081792, -114.069170623208 50.931530228163, -114.069168373957 50.931536859554, -114.069152865759 50.931582605802, -114.069139616699 50.931621687389, -114.069131666403 50.931645138679, -114.069114318212 50.931696310521, -114.069093522432 50.931757653786, -114.069093091838 50.931758921618, -114.069091353901 50.931764051389, -114.069084659917 50.931783796291, -114.069083627831 50.931783325831, -114.069079300182 50.931781350611)))"
381.628,,Evanston Phase 1 / West Nose Creek,20.5,3,3.61999989,,,,"MULTIPOLYGON (((-114.117978656576 51.158912942887, -114.117904477261 51.158913017675, -114.117906238735 51.158817202466, -114.117978412204 51.1588171297, -114.117978656576 51.158912942887)))"
383.506,,Shepard Rd (84 St)/WHC SE,42,10.81000042,12.31000042,,,1989/07/01,"MULTIPOLYGON (((-113.912000237191 50.972282993757, -113.912000242432 50.972284741387, -113.912000250352 50.972287331368, -113.911988474659 50.97229061368, -113.911957837336 50.972299153422, -113.911911797281 50.972311985882, -113.911909902569 50.972312513955, -113.911880261014 50.972320773945, -113.911824948528 50.972339034637, -113.911825567353 50.972191937828, -113.911826117922 50.972061335536, -113.911826537941 50.97196132919, -113.911826546039 50.971959308279, -113.911881769162 50.971942887739, -113.91191044675 50.971934517346, -113.911911885617 50.971934096807, -113.911962416836 50.971919350197, -113.911999173397 50.971908624236, -113.911999346217 50.971969370567, -113.91200008271 50.972228365035, -113.912000237191 50.972282993757)))"
386.205,,LRT/10 St NW,185.8999939,7.80000019,9.69999981,5.3 M,,1986/07/01,"MULTIPOLYGON (((-114.087697876235 51.06189410636, -114.087674695535 51.06198019032, -114.087618304296 51.061972923968, -114.087565681287 51.061967478779, -114.087497276343 51.06195924149, -114.087436715822 51.061950018415, -114.087378342034 51.061942932326, -114.087311203713 51.061933039874, -114.087301795248 51.061931472804, -114.08729062011 51.06192961129, -114.087266540269 51.06192560098, -114.087260021558 51.061924514496, -114.087237698406 51.061920796833, -114.087205136907 51.061914957142, -114.087167858946 51.061908271431, -114.087158675241 51.061906357179, -114.087152922402 51.061905157746, -114.087107093797 51.061895603482, -114.087084586239 51.061890911443, -114.087072874717 51.061888287081, -114.087001510958 51.061872292688, -114.086996979466 51.061871188529, -114.086926926219 51.061854125137, -114.086857161777 51.061836611105, -114.086781443563 51.061814921237, -114.086708903682 51.061792374939, -114.086642299552 51.06177040763, -114.086583777447 51.061751689469, -114.086527587374 51.061730416476, -114.086470883755 51.061707597606, -114.086414836316 51.06168548841, -114.086363369911 51.061664265784, -114.086305460981 51.061638372344, -114.086247276658 51.061610106694, -114.086192419013 51.061582512791, -114.086152694312 51.06156168595, -114.086100591532 51.061535645193, -114.086039341393 51.061500261848, -114.085987586841 51.061468835948, -114.085978410973 51.061463377853, -114.085955646259 51.061449835416, -114.085946728893 51.061444530853, -114.08594093718 51.06144077921, -114.085899996708 51.061414251904, -114.08588501733 51.061404047005, -114.085854088723 51.061382974472, -114.085853404531 51.06138250751, -114.085813322203 51.061353257458, -114.085775091689 51.061322502055, -114.085774291621 51.061321858979, -114.085746568302 51.061300610565, -114.085742268232 51.061297314496, -114.085732770939 51.061290036201, -114.085730665192 51.061288422295, -114.085688521264 51.061255110363, -114.085651740145 51.061221174197, -114.08561384878 51.061187778214, -114.085576654149 51.061153887275, -114.085500319985 51.061076455431, -114.085499422426 51.06107554543, -114.08550009814 51.061075286032, -114.085616603211 51.061030619888, -114.085626187231 51.061039324796, -114.085640979811 51.061052761666, -114.085661037465 51.061076812423, -114.085674260342 51.061090749368, -114.085684493031 51.061101534014, -114.085708620288 51.06112457673, -114.085715587088 51.061131231198, -114.085767384211 51.06117750819, -114.085775231994 51.061183809612, -114.085783905558 51.06119077207, -114.085788758812 51.061194668244, -114.085799885437 51.061203599445, -114.085818560164 51.061219539774, -114.08582560284 51.061225551416, -114.085854002382 51.061247591309, -114.085880432554 51.061269237094, -114.085897452163 51.061281905473, -114.085910101878 51.061291320988, -114.085937442738 51.061310916437, -114.085966406904 51.061329656664, -114.08599523125 51.061349916247, -114.086023053056 51.061368037009, -114.0860243427 51.061368818165, -114.086063206301 51.061392370465, -114.086068459145 51.061395553449, -114.086086005766 51.06140618794, -114.086112052706 51.061423391241, -114.086113970949 51.061424659174, -114.086148587311 51.061444914452, -114.086272640528 51.061515293293, -114.086307321469 51.061531844715, -114.086346543685 51.061550936861, -114.086424201539 51.061587251834, -114.086466599461 51.06160330307, -114.086514026647 51.061623467855, -114.086655296722 51.061676932891, -114.0866953514 51.061690945116, -114.086732793542 51.061703171213, -114.086778786682 51.061719228657, -114.086818209315 51.061730877016, -114.086867323148 51.0617450173, -114.086913238196 51.061757415938, -114.086953858735 51.061768039432, -114.08698587696 51.061775610117, -114.08699554637 51.061777897095, -114.087015862528 51.061783297374, -114.087039691272 51.061789631761, -114.087081307643 51.0617987433, -114.087127359605 51.061808022323, -114.087136616158 51.061809996755, -114.087143613519 51.061811489224, -114.087170244311 51.061817168843, -114.087194904305 51.061821723516, -114.087216153574 51.061825647853, -114.0872497305 51.061832117861, -114.087255865625 51.061833299923, -114.087270068178 51.061836036576, -114.087279262257 51.061837403339, -114.087292019526 51.06183930053, -114.087316629355 51.06184295984, -114.087364809126 51.061852596768, -114.08740917329 51.061859468597, -114.087459970629 51.061865939151, -114.087509772644 51.061873390306, -114.087564164844 51.061879768226, -114.087613549735 51.061886149874, -114.087631339444 51.061887731314, -114.087667503865 51.061890944987, -114.087669224622 51.06189109832, -114.087697876235 51.06189410636)))"
381.128,,14 St/Glenmore Tr SW,34.38000107,2.4000001,2.4000001,5.5 M,,1979/07/01,"MULTIPOLYGON (((-114.097460838802 50.993975960109, -114.097085085832 50.994230925615, -114.097061976625 50.99421828446, -114.097440055386 50.993961742073, -114.097460838802 50.993975960109)))"
383.605,,Marine Dr (South) / Mahogany Lake,16,6.5,6.5,,,2016/07/01,"MULTIPOLYGON (((-113.92694456208 50.893365003082, -113.926838697741 50.893297915671, -113.926989654053 50.893198768107, -113.927095520396 50.893264566222, -113.92694456208 50.893365003082)))"
382.199,,Sarcee Trail/Crowchild Trail NW,84,27,34.15000153,6.1 M,,2005/07/01,"MULTIPOLYGON (((-114.17827600145 51.111060625851, -114.177873236167 51.110923395647, -114.178445094106 51.110232391506, -114.178899356125 51.110400344885, -114.17827600145 51.111060625851)))"
46,,,0,0,0,,,,"MULTIPOLYGON (((-113.920295498062 51.068657584824, -113.920296373394 51.069027684079, -113.919992893754 51.068966514936, -113.919982046631 51.068587838971, -113.920295498062 51.068657584824)))"
383.414,,Hidden Creek Dr/W. Nose Ck,50,8.13000011,8.13000011,,,2000/07/01,"MULTIPOLYGON (((-114.102156445141 51.155848154389, -114.101820224277 51.155690927883, -114.102167198475 51.155561744665, -114.102167206382 51.155565325202, -114.102184276402 51.155561729748, -114.102520480266 51.155711795937, -114.102156437236 51.155844574752, -114.102156445141 51.155848154389)))"
382.163,,Deerfoot Tr/Anderson Rd#3,,,,5.1 M,,1982/07/01,"MULTIPOLYGON (((-114.027882456052 50.953056858046, -114.027675417164 50.953089100929, -114.027314927133 50.95218977659, -114.027502853077 50.952165586581, -114.027502854265 50.952167599414, -114.027882456052 50.953056858046)))"
382.142,,Deerfoot Tr/Glenmore Tr SE,,,,5.6 M,,1979/07/01,"MULTIPOLYGON (((-114.035234243652 50.993583568177, -114.035234250695 50.993589106799, -114.035230225606 50.993587929448, -114.035228408973 50.993587397799, -114.035192267243 50.993576824086, -114.035177185634 50.993572411933, -114.03516134318 50.993567777059, -114.035153227467 50.993565402595, -114.035068021086 50.99354047338, -114.034988776185 50.993517289039, -114.034982629573 50.993515491119, -114.034976837736 50.993513795576, -114.034865891035 50.993481335959, -114.034747363118 50.993446658907, -114.034739419849 50.993444334705, -114.03474206614 50.993308321646, -114.034742180039 50.993302517789, -114.034742948275 50.993263039696, -114.03474368908 50.993224982001, -114.034744066315 50.993205563892, -114.03474518163 50.993148257997, -114.034745316088 50.993141373558, -114.034744772814 50.993110117038, -114.034744698368 50.99310580195, -114.03474393927 50.993062122471, -114.034743893097 50.993059424641, -114.034743214353 50.993020340731, -114.034742307906 50.992968185699, -114.034742014649 50.992951262462, -114.034741434127 50.992917808841, -114.034740700307 50.992875543451, -114.0347405753 50.992868376809, -114.034739514043 50.992807285048, -114.034732539387 50.99271317366, -114.034738968104 50.992715205244, -114.0348189652 50.992740483262, -114.034891559085 50.992763421589, -114.034984439468 50.992792770727, -114.034989839493 50.992794476276, -114.034996387916 50.992796545568, -114.03507534803 50.992821495592, -114.035151967261 50.992845705506, -114.035162500898 50.992849033961, -114.035176663534 50.992853509322, -114.035192575843 50.992858537028, -114.035228937077 50.992870025839, -114.035233636113 50.992871511337, -114.035233726058 50.993026045305, -114.035233732387 50.9930362856, -114.035233754019 50.993074260363, -114.035233773345 50.993107309608, -114.035233786522 50.993130355889, -114.035233814091 50.993178053132, -114.035233837874 50.993216988006, -114.035233840347 50.993222135572, -114.035233862986 50.993261440826, -114.035233865158 50.993264308576, -114.035233874696 50.993280667335, -114.035233898144 50.993300346928, -114.035233965281 50.993355149706, -114.035233986822 50.993372310354, -114.035234024478 50.993403228107, -114.035234066907 50.993438568846, -114.035234077883 50.993447421111, -114.035234243652 50.993583568177)))"
